,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,-9.691886298018748e+00,-1.368016913036049e+01,-1.821328524343500e+01,-1.589705285332135e+01,-1.943902445864882e+01,-8.095524425359987e+00
1.010101010101010e-01,-9.705755077167826e+00,-1.369735165205479e+01,-1.823423419302768e+01,-1.591607731607635e+01,-1.946099183756499e+01,-8.108066836125131e+00
2.020202020202020e-01,-9.746033976613898e+00,-1.374725460718266e+01,-1.829507593151628e+01,-1.597132979461737e+01,-1.952479138595686e+01,-8.144493582602966e+00
3.030303030303030e-01,-9.810681621991664e+00,-1.382734886474123e+01,-1.839272693956439e+01,-1.606001003881680e+01,-1.962718967976382e+01,-8.202958521341371e+00
4.040404040404040e-01,-9.897636012125618e+00,-1.393507973844188e+01,-1.852407254080279e+01,-1.617928950377229e+01,-1.976492062319898e+01,-8.281596854764190e+00
5.050505050505051e-01,-1.000487182343353e+01,-1.406793798316538e+01,-1.868605346078657e+01,-1.632638995697736e+01,-1.993477621575412e+01,-8.378576955153687e+00
6.060606060606061e-01,-1.013045067423202e+01,-1.422352206919030e+01,-1.887574175180379e+01,-1.649865242825561e+01,-2.013368616807893e+01,-8.492145821828881e+00
7.070707070707071e-01,-1.027255917655798e+01,-1.439958532594229e+01,-1.909039827058724e+01,-1.669358940725062e+01,-2.035877817396110e+01,-8.620663493805088e+00
8.080808080808081e-01,-1.042953282292589e+01,-1.459406553614376e+01,-1.932750875953455e+01,-1.690891761002487e+01,-2.060741574562829e+01,-8.762624652093457e+00
9.090909090909091e-01,-1.059986661392998e+01,-1.480509810272661e+01,-1.958479989982296e+01,-1.714257255744625e+01,-2.087721504728218e+01,-8.916668230911245e+00
1.010101010101010e+00,-1.078221507818607e+01,-1.503101607353888e+01,-1.986023934153166e+01,-1.739270860254317e+01,-2.116604492668510e+01,-9.081577435716429e+00
1.111111111111111e+00,-1.097538490657386e+01,-1.527034101564661e+01,-2.015202457758043e+01,-1.765768882654500e+01,-2.147201524820736e+01,-9.256273081888937e+00
1.212121212121212e+00,-1.117832317122654e+01,-1.552176841942287e+01,-2.045856514837877e+01,-1.793606887831095e+01,-2.179345823235857e+01,-9.439802940420764e+00
1.213699494949495e+00,-1.118156649663065e+01,-1.552578669013861e+01,-2.046346422851215e+01,-1.794051790173901e+01,-2.179859548036972e+01,-9.442736083924324e+00
1.214488636363636e+00,-1.118318896695654e+01,-1.552779682609026e+01,-2.046591498850388e+01,-1.794274352130900e+01,-2.180116538360676e+01,-9.444203386061218e+00
1.214685921717172e+00,-1.118359466859568e+01,-1.552829946422019e+01,-2.046652780547188e+01,-1.794330004150739e+01,-2.180180799255871e+01,-9.444570287614088e+00
1.214784564393939e+00,-1.118379753201948e+01,-1.552855079890097e+01,-2.046683423299470e+01,-1.794357831889640e+01,-2.180212931699909e+01,-9.444753749789314e+00
1.214883207070707e+00,-1.118400040384502e+01,-1.552880214399098e+01,-2.046714067320845e+01,-1.794385660781047e+01,-2.180245065474735e+01,-9.445889559419463e+00
1.215277777777778e+00,-1.118481197514850e+01,-1.552980762842322e+01,-2.046836656094845e+01,-1.794496987869540e+01,-2.180373613879389e+01,-9.451027244850081e+00
1.218434343434343e+00,-1.119130937834628e+01,-1.553785749137096e+01,-2.047818096282266e+01,-1.795388267511474e+01,-2.181402766600639e+01,-9.492159322343111e+00
1.224747474747475e+00,-1.120432987750833e+01,-1.555398904894481e+01,-2.049784857578881e+01,-1.797174351194091e+01,-2.183465141635208e+01,-9.574586126441348e+00
1.237373737373737e+00,-1.123047291738536e+01,-1.558637858698660e+01,-2.053733793665442e+01,-1.800760516083568e+01,-2.187606054521815e+01,-9.740085712874951e+00
1.262626262626263e+00,-1.128316141482150e+01,-1.565165623258938e+01,-2.061692451489891e+01,-1.807988047406380e+01,-2.195951621029591e+01,-1.007363240738723e+01
1.268939393939394e+00,-1.129641619778103e+01,-1.566807805265783e+01,-2.063694601622186e+01,-1.809806268909719e+01,-2.198051105321564e+01,-1.015754235467670e+01
1.272095959595959e+00,-1.130305585125745e+01,-1.567630415451402e+01,-2.064697528876959e+01,-1.810717061697682e+01,-2.199102789699985e+01,-1.019957495339430e+01
1.273674242424242e+00,-1.130637873273945e+01,-1.568042099007239e+01,-2.065199453926890e+01,-1.811172877125371e+01,-2.199629115743712e+01,-1.022061059093399e+01
1.273871527777778e+00,-1.130679423589155e+01,-1.568093577164388e+01,-2.065262216153439e+01,-1.811229873665274e+01,-2.199694929144337e+01,-1.022324095068399e+01
1.273970170454545e+00,-1.130700199937441e+01,-1.568119317718140e+01,-2.065293599065251e+01,-1.811258373568540e+01,-2.199727837730622e+01,-1.022455620593556e+01
1.274068813131313e+00,-1.130726430942790e+01,-1.568145059255221e+01,-2.065324983175937e+01,-1.811286874560545e+01,-2.199760747574066e+01,-1.022587151143188e+01
1.274463383838384e+00,-1.131308246465815e+01,-1.568248035234978e+01,-2.065450531605184e+01,-1.811400889413919e+01,-2.199892399517061e+01,-1.023113323577032e+01
1.275252525252525e+00,-1.132472144032456e+01,-1.568454034366180e+01,-2.065701685975447e+01,-1.811628971349087e+01,-2.200155763710747e+01,-1.024165909476083e+01
