,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,-1.246653111746086e+01,-1.667909626191700e+01,-1.878843252579415e+01,-8.239289003299287e+00,-1.604225660541553e+01,-1.739886779677145e+01
1.010101010101010e-01,-1.248270526435154e+01,-1.669877050068445e+01,-1.880985934771922e+01,-8.251950863666789e+00,-1.606140171353880e+01,-1.741914007175101e+01
2.020202020202020e-01,-1.252967961077619e+01,-1.675591011452311e+01,-1.887208896407489e+01,-8.288724525938044e+00,-1.611700458071926e+01,-1.747801655371583e+01
3.030303030303030e-01,-1.260507345051054e+01,-1.684761921142656e+01,-1.897196751650512e+01,-8.347746264626231e+00,-1.620624719878738e+01,-1.757251332446917e+01
4.040404040404040e-01,-1.270648202178408e+01,-1.697097263821228e+01,-1.910630927888923e+01,-8.427133522465043e+00,-1.632628308536490e+01,-1.769961631518862e+01
5.050505050505051e-01,-1.283154333723166e+01,-1.712309727250159e+01,-1.927198519081964e+01,-8.525037227944905e+00,-1.647431638953018e+01,-1.785636506943169e+01
6.060606060606061e-01,-1.297799680349173e+01,-1.730124332762247e+01,-1.946600051435248e+01,-8.639687685409829e+00,-1.664767127900456e+01,-1.803992621548781e+01
7.070707070707071e-01,-1.314372759827389e+01,-1.750283833289235e+01,-1.968555362285944e+01,-8.769429315451273e+00,-1.684384446865748e+01,-1.824764908749538e+01
8.080808080808081e-01,-1.332679452774397e+01,-1.772552101935247e+01,-1.992807290530669e+01,-8.912742462940548e+00,-1.706053819489777e+01,-1.847710064119799e+01
9.090909090909091e-01,-1.352544242072236e+01,-1.796715639607570e+01,-2.019123318556172e+01,-9.068253099772948e+00,-1.729567488651035e+01,-1.872608098852548e+01
1.010101010101010e+00,-1.373810215194063e+01,-1.822583577845595e+01,-2.047295575320279e+01,-9.234732843074116e+00,-1.754739719218477e+01,-1.899262342674332e+01
1.111111111111111e+00,-1.396338205189488e+01,-1.849986633915030e+01,-2.077139698365791e+01,-9.411092230441177e+00,-1.781405781248050e+01,-1.927498367177554e+01
