,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.701405698128088e-01,2.944684451923261e-01,2.101996671268675e-01,2.672161596508040e-01,2.740109213615550e-01,3.439588463042711e-01
2.020202020202020e-01,5.204546750044645e-01,5.673249511941930e-01,4.049721600066178e-01,5.148204369857273e-01,5.279113355446019e-01,6.626735035355470e-01
3.030303030303030e-01,7.504514568194045e-01,8.180344067568287e-01,5.839354345891473e-01,7.423273466211624e-01,7.612033664147871e-01,9.555188895685930e-01
4.040404040404040e-01,9.602158582765465e-01,1.046689399639753e+00,7.471556352220177e-01,9.498208748209190e-01,9.739730672023066e-01,1.222603222038365e+00
5.050505050505051e-01,1.150373882955813e+00,1.253972363124094e+00,8.951199275114897e-01,1.137920337529091e+00,1.166855515322490e+00,1.464723621017863e+00
6.060606060606061e-01,1.321992657611323e+00,1.441046499280832e+00,1.028658570820870e+00,1.307681227336972e+00,1.340933124336950e+00,1.683238680948162e+00
7.070707070707071e-01,1.476445136952165e+00,1.609408324147948e+00,1.148839923568450e+00,1.460461591196006e+00,1.497598407281101e+00,1.879896664395453e+00
8.080808080808081e-01,1.615270888230666e+00,1.760736325916807e+00,1.256861971740184e+00,1.597784529781789e+00,1.638413229825339e+00,2.056657845740411e+00
9.090909090909091e-01,1.740057028140779e+00,1.896760196463958e+00,1.353959541671016e+00,1.721219741976301e+00,1.764987180952290e+00,2.215542849849141e+00
1.010101010101010e+00,1.852348909324441e+00,2.019164776284371e+00,1.441335296799168e+00,1.832296012832323e+00,1.878887959524012e+00,2.358519557147761e+00
1.060606060606061e+00,1.904266521639562e+00,2.075757870078272e+00,1.481733002126773e+00,1.883651615958283e+00,1.931549346591421e+00,2.424624033191479e+00
1.085858585858586e+00,1.929243532080668e+00,2.102984223986676e+00,1.501167909927835e+00,1.908358245918949e+00,1.956884213869862e+00,2.456426280262748e+00
1.098484848484849e+00,1.941495607552073e+00,2.116339639680755e+00,1.510701404908374e+00,1.920477707020270e+00,1.969311850214027e+00,2.472026333081232e+00
1.104797979797980e+00,1.947563626709301e+00,2.122954126795053e+00,1.515422995148657e+00,1.926480021047121e+00,1.975466807122378e+00,2.479752455231215e+00
1.106376262626263e+00,1.949074655934693e+00,2.124601218724222e+00,1.516598745390157e+00,1.927974628428754e+00,1.976999450086016e+00,2.481676407489549e+00
1.106770833333333e+00,1.949452052293368e+00,2.125012608909236e+00,1.516892388049863e+00,1.928347936251073e+00,1.977382248902996e+00,2.482156907729340e+00
1.106869476010101e+00,1.949546343857002e+00,2.125115398585066e+00,1.061863184023874e+01,1.928441250189563e+00,1.977477906656101e+00,2.482276972948169e+00
1.106968118686869e+00,1.949640666101188e+00,2.125218212851728e+00,1.061918040229181e+01,1.928534564128052e+00,1.977573555256229e+00,2.482397028592420e+00
1.107165404040404e+00,1.949829287729540e+00,2.125423767612557e+00,1.062027744424702e+01,1.928721087868313e+00,1.977764852456487e+00,2.482637197328395e+00
1.107954545454545e+00,1.950583254779090e+00,2.126245675172004e+00,1.062440821761537e+01,1.929466922487559e+00,1.978529698020911e+00,2.483597221200933e+00
1.111111111111111e+00,1.953593401956684e+00,2.129526888842153e+00,1.064080362752500e+01,1.932444444184958e+00,1.981582894392271e+00,2.487429867668737e+00
1.212121212121212e+00,2.045107479266550e+00,2.229282383938126e+00,1.113926122613386e+01,2.022967860771271e+00,2.074408152261477e+00,2.603951056135724e+00
1.262626262626263e+00,2.087588644075328e+00,2.275589287002106e+00,1.137064715879028e+01,2.064989169096788e+00,2.117497980863031e+00,2.658040532964344e+00
1.264204545454545e+00,2.088883288178983e+00,2.277000490887927e+00,1.137769858601684e+01,2.066269745767691e+00,2.118811115628611e+00,2.659688896289689e+00
