,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.872528937592844e-01,3.120872612573740e-01,3.212521433714127e-01,3.426565963660212e-01,3.283309923292067e-01,2.812765674602185e-01
2.020202020202020e-01,5.534234197010108e-01,6.012695273634059e-01,6.189266995077816e-01,6.601645527324795e-01,6.325647696378792e-01,5.419094633797604e-01
3.030303030303030e-01,7.979895531671577e-01,8.669795657014435e-01,8.924395886426453e-01,9.519011231386094e-01,9.121047017409335e-01,7.813874376796714e-01
4.040404040404040e-01,1.021041689941733e+00,1.109315590675064e+00,1.141892192321983e+00,1.217974228037819e+00,1.167053974220317e+00,9.997989506544873e-01
5.050505050505051e-01,1.223245464437801e+00,1.329000841288714e+00,1.368028785288091e+00,1.459177881692977e+00,1.398173546469569e+00,1.197795843022982e+00
6.060606060606061e-01,1.405735577630256e+00,1.527268056253517e+00,1.572118426439959e+00,1.676865647184598e+00,1.606760339697692e+00,1.376489317959248e+00
7.070707070707071e-01,1.569972027378995e+00,1.705703486711738e+00,1.755793834552221e+00,1.872778927438009e+00,1.794483072232706e+00,1.537308810201464e+00
8.080808080808081e-01,1.717591827358796e+00,1.866085830313842e+00,1.920886016303866e+00,2.048870914403803e+00,1.963213086348759e+00,1.681857410079293e+00
9.090909090909091e-01,1.850282636871745e+00,2.010248374523055e+00,2.069282080435983e+00,2.207154357349894e+00,2.114879120728737e+00,1.811787605691754e+00
1.010101010101010e+00,1.969687799296523e+00,2.139976737363637e+00,2.202820048844512e+00,2.349589678279167e+00,2.251359582523209e+00,1.928708578898792e+00
1.111111111111111e+00,2.077345699750858e+00,2.256942087464370e+00,2.323220348043296e+00,2.478011987699220e+00,2.374412883830272e+00,2.034126660221262e+00
1.212121212121212e+00,2.174656853189985e+00,2.362666257243244e+00,2.432049216430336e+00,2.594091924064703e+00,2.485639859843189e+00,2.129413187797466e+00
1.262626262626263e+00,2.219829037768223e+00,2.411743824264283e+00,2.482567980320279e+00,2.647976673982859e+00,2.537271844887407e+00,2.173645566538700e+00
1.287878787878788e+00,2.241608065143276e+00,2.435405722398562e+00,2.506924767432881e+00,2.673956293079938e+00,2.562165299813741e+00,2.194971442492806e+00
1.291035353535353e+00,2.244293855101959e+00,2.438323711995463e+00,2.509928453187225e+00,2.677160074234313e+00,2.565235172325777e+00,2.197601394140233e+00
1.292613636363636e+00,2.245633775696182e+00,2.439779475085337e+00,2.511426939941968e+00,2.678758459476120e+00,2.566766704097360e+00,2.198913437729895e+00
1.293402777777778e+00,2.246302968368769e+00,2.440506522640964e+00,2.512175354349051e+00,2.679556722110087e+00,2.567531602639331e+00,2.199568707870604e+00
1.293501420454545e+00,2.246386543489020e+00,2.440597331914461e+00,2.512268903690749e+00,2.679656397633147e+00,2.567627156692411e+00,1.539754070252354e+01
1.293600063131313e+00,2.246470161788152e+00,2.440688175937513e+00,2.512362360388086e+00,2.679756159001156e+00,2.567722719885047e+00,1.539812713367420e+01
1.293797348484848e+00,2.246637364802842e+00,2.440869794484507e+00,2.512549322787689e+00,2.679955595892225e+00,2.567913764014317e+00,1.539927297244387e+01
1.294191919191919e+00,2.246971633299494e+00,2.441232996828941e+00,2.512923173185249e+00,2.680354362845096e+00,2.568295897970637e+00,1.540156423187562e+01
