,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.509628098685612e-01,4.072352745757310e-01,2.841154880772661e-01,3.451525093784330e-01,3.286922948595905e-01,2.724423014106865e-01
2.020202020202020e-01,6.761673021158825e-01,7.845823144995574e-01,5.473788705472276e-01,6.649732211876933e-01,6.332608576016757e-01,5.248892008240930e-01
3.030303030303030e-01,9.749757893824041e-01,1.131301030738838e+00,7.892738528304437e-01,9.588349416856501e-01,9.131084014964025e-01,7.568456753258346e-01
4.040404040404040e-01,1.247498696809075e+00,1.447519596809111e+00,1.009889767474817e+00,1.226846131474331e+00,1.168338225673367e+00,9.683973731869580e-01
5.050505050505051e-01,1.494549280207013e+00,1.734181668510154e+00,1.209885051526361e+00,1.469806748022874e+00,1.399712126902294e+00,1.160175600906311e+00
6.060606060606061e-01,1.717513900598819e+00,1.992895921631450e+00,1.390382012639088e+00,1.689080183219398e+00,1.608528481001195e+00,1.333256682950422e+00
7.070707070707071e-01,1.918176297500420e+00,2.225732031746371e+00,1.552824544250851e+00,1.886420630310159e+00,1.796457756585494e+00,1.489025113326485e+00
8.080808080808081e-01,2.098536778132910e+00,2.435011128855856e+00,1.698832145788987e+00,2.063795191525621e+00,1.965373402772868e+00,1.629033778285952e+00
9.090909090909091e-01,2.260657190411436e+00,2.623125442148015e+00,1.830073698945214e+00,2.223231594353037e+00,2.117206352038974e+00,1.754883154036892e+00
1.010101010101010e+00,2.406545204666021e+00,2.792404837120224e+00,1.948174697982937e+00,2.366704427425421e+00,2.253837067594738e+00,1.868131870812326e+00
1.111111111111111e+00,2.538080529756622e+00,2.945030209242069e+00,2.054656708219971e+00,2.496062188449481e+00,2.377025731839948e+00,1.970238970611985e+00
1.212121212121212e+00,2.656974379240544e+00,3.082987137986483e+00,2.150905027130556e+00,2.612987652005264e+00,2.488375075145914e+00,2.062532809010045e+00
1.262626262626263e+00,2.712165312131451e+00,3.147027255051739e+00,2.195583836457773e+00,2.667264906368069e+00,2.540063928381835e+00,2.105375941990131e+00
1.275252525252525e+00,2.725549984595543e+00,3.162558004153235e+00,2.206419186298453e+00,2.680428033140261e+00,2.552599264033925e+00,2.115766109971336e+00
