,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.655066303784499e-01,2.706643179974206e-01,3.846909081839330e-01,4.084075645683780e-01,3.162280523351610e-01,3.597056423412744e-01
2.020202020202020e-01,7.041876237995085e-01,5.214638152804374e-01,7.411481628620160e-01,7.868408156319863e-01,6.092471804172592e-01,6.930113581670674e-01
3.030303030303030e-01,1.015378726771628e+00,7.519064855384850e-01,1.068672609671574e+00,1.134557827006819e+00,8.784827406843183e-01,9.992635846137392e-01
4.040404040404040e-01,1.299194987656056e+00,9.620774967501037e-01,1.367385401444556e+00,1.451686472702128e+00,1.124034071433812e+00,1.278575289369428e+00
5.050505050505051e-01,1.556483311442356e+00,1.152604195763024e+00,1.638177957798146e+00,1.739173722965825e+00,1.346634122092929e+00,1.531780159594050e+00
6.060606060606061e-01,1.788687608357663e+00,1.324555645641490e+00,1.882569834523666e+00,1.998632793461731e+00,1.547532022651198e+00,1.760299159826463e+00
7.070707070707071e-01,1.997665457428609e+00,1.479307552446848e+00,2.102516227030366e+00,2.232139113011037e+00,1.728334899976102e+00,1.965960249484162e+00
8.080808080808081e-01,2.185500085753190e+00,1.618402524656196e+00,2.300209736222044e+00,2.442020686614122e+00,1.890845167804240e+00,2.150813784797428e+00
9.090909090909091e-01,2.354338625785163e+00,1.743430599907845e+00,2.477910072620652e+00,2.630676482070594e+00,2.036920529339189e+00,2.316972720726640e+00
1.010101010101010e+00,2.506272362740939e+00,1.855940234518438e+00,2.637818178982959e+00,2.800443110410793e+00,2.168370009110369e+00,2.466494981261798e+00
1.111111111111111e+00,2.643258477246558e+00,1.957380954934457e+00,2.781994310948570e+00,2.953507878845404e+00,2.286887365476280e+00,2.601307010831034e+00
1.212121212121212e+00,2.767079215502842e+00,2.049072511614249e+00,2.912314025466517e+00,3.091862065820754e+00,2.394014290251041e+00,2.723162611214863e+00
1.262626262626263e+00,2.824557255259756e+00,2.091636036158303e+00,2.972808896882753e+00,3.156086468646005e+00,2.443743021684949e+00,2.779728410977667e+00
1.268939393939394e+00,2.831547957867342e+00,2.096812727320456e+00,2.980166486157683e+00,3.163897660686461e+00,2.449791166142668e+00,2.786608133372630e+00
1.272095959595959e+00,2.835027467642889e+00,2.099389390181476e+00,2.983828688110719e+00,3.167785576260460e+00,2.452801579646112e+00,2.790032449522528e+00
1.272490530303030e+00,2.835461700516391e+00,2.099710955054450e+00,2.984285691010631e+00,3.168270833569390e+00,2.453177250491876e+00,2.790459800653490e+00
1.272589172979798e+00,2.835570220580797e+00,1.469851203664753e+01,2.984399907789943e+00,3.168392051490897e+00,2.453271158960531e+00,2.790566605593875e+00
1.272687815656565e+00,2.835678730470811e+00,1.469910167451385e+01,2.984514107864132e+00,3.168513314432059e+00,2.453365037500164e+00,2.790673376089840e+00
1.272885101010101e+00,2.835895801122799e+00,1.470022663742711e+01,2.984742565409599e+00,3.168755831674248e+00,2.453552798100490e+00,2.790887001590755e+00
1.273674242424242e+00,2.836763371523314e+00,1.470472395875336e+01,2.985655628869165e+00,3.169725207158420e+00,2.454303444382386e+00,2.791740782664675e+00
1.275252525252525e+00,2.838496630061834e+00,1.471370844815324e+01,2.987479875391147e+00,3.171661927694860e+00,2.455803022893479e+00,2.793446526467494e+00
1.287878787878788e+00,2.852269348323976e+00,1.478510126713111e+01,3.001975486519202e+00,3.187051237292482e+00,2.467718873255818e+00,2.807000682507948e+00
1.313131313131313e+00,2.879325701827821e+00,1.492535128770652e+01,3.030451957551041e+00,3.217283299689297e+00,2.491127408945635e+00,2.833627591750415e+00
1.338383838383838e+00,2.905747173274764e+00,1.506231026811019e+01,3.058260182980672e+00,3.246805904622806e+00,2.513986667856278e+00,2.859629705228570e+00
1.351010101010101e+00,2.918726136349898e+00,1.512958823809573e+01,3.071920390194835e+00,3.261308315653246e+00,2.525215772863619e+00,2.872402727884785e+00
1.351108743686869e+00,2.918826896609061e+00,1.513011086389185e+01,3.072026439882465e+00,3.261420944370319e+00,2.525302975822901e+00,2.872501955853573e+00
1.351207386363637e+00,2.918927741926141e+00,1.513063337365942e+01,3.072132568384008e+00,3.261533584455993e+00,1.767758030533266e+01,2.872601133757795e+00
1.351404671717172e+00,2.919129296630423e+00,1.513167819127471e+01,3.072344711021252e+00,3.261758764128918e+00,1.767889329012318e+01,2.872799489566237e+00
1.351799242424243e+00,2.919532257492867e+00,1.513376706252502e+01,3.072768871221490e+00,3.262209106649242e+00,1.768139262578650e+01,2.873196101053993e+00
1.352588383838384e+00,2.920337760032806e+00,1.513794272434722e+01,3.073616602659303e+00,3.263109131401619e+00,1.768627103807712e+01,2.873988803358023e+00
1.354166666666667e+00,2.921947094477528e+00,1.514628483110454e+01,3.075310437856302e+00,3.264907364204143e+00,1.769601757446900e+01,2.875572607902571e+00
1.357323232323232e+00,2.925158681990183e+00,1.516293262280137e+01,3.078690580236647e+00,3.268495933179852e+00,1.771546779311838e+01,2.878733191931836e+00
