,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.715823273177447e-01,2.320516505913704e-01,2.232541494719734e-01,2.515032025506584e-01,2.469732815160576e-01,3.459448116651336e-01
2.020202020202020e-01,7.158931929928776e-01,4.470723671766245e-01,4.301229945720144e-01,4.845478459302700e-01,4.758205078140565e-01,6.664996762747231e-01
3.030303030303030e-01,1.032257013915751e+00,6.446403585618488e-01,6.202008341981262e-01,6.986768037001890e-01,6.860926330015461e-01,9.610359276133311e-01
4.040404040404040e-01,1.320791032613887e+00,8.248286877236304e-01,7.935578684000644e-01,8.939691787004370e-01,8.778675944926276e-01,1.229662373480358e+00
5.050505050505051e-01,1.582356191750856e+00,9.881750788842180e-01,9.507114862109705e-01,1.071007905475564e+00,1.051717671224515e+00,1.473180709433626e+00
6.060606060606061e-01,1.818420339868579e+00,1.135596197561620e+00,1.092543584207748e+00,1.230786473880993e+00,1.208618405656896e+00,1.692957457045903e+00
7.070707070707071e-01,2.030871892922934e+00,1.268271363561494e+00,1.220188758513972e+00,1.374582983478553e+00,1.349824966486047e+00,1.890750896043074e+00
8.080808080808081e-01,2.221828892954156e+00,1.387523218451040e+00,1.334919536170384e+00,1.503831038825485e+00,1.476745082184219e+00,2.068532613350016e+00
9.090909090909091e-01,2.393473977268098e+00,1.494714916395552e+00,1.438047428860794e+00,1.620007962861638e+00,1.590829524653763e+00,2.228335043131297e+00
1.010101010101010e+00,2.547933255848498e+00,1.591174050803442e+00,1.530849626311258e+00,1.724552674421758e+00,1.693491233502537e+00,2.372137218120311e+00
1.111111111111111e+00,2.687196407685731e+00,1.678143377757251e+00,1.614521774078850e+00,1.818812140805807e+00,1.786052964068138e+00,2.501791913942933e+00
1.136363636363636e+00,2.719854408639530e+00,1.698538152402917e+00,1.634143338032086e+00,1.840916505213012e+00,1.807759200068322e+00,2.532196659261727e+00
1.148989898989899e+00,2.735878378790862e+00,1.708545057393327e+00,1.643770862207073e+00,1.851762229541831e+00,1.818409555394503e+00,2.547115037690475e+00
1.150568181818182e+00,2.737867261330405e+00,1.709787151766225e+00,1.644965835345112e+00,1.853108378291279e+00,1.819731509124699e+00,2.548966715512194e+00
1.151357323232324e+00,2.738860569985031e+00,1.710407423814473e+00,1.645562616557754e+00,1.853780716866660e+00,1.820391700882032e+00,2.549891471063691e+00
1.151554608585859e+00,2.739108814400549e+00,1.710562457914238e+00,1.645711779234298e+00,1.853948729750816e+00,1.820556665635692e+00,2.550122587727608e+00
1.151653251262627e+00,2.739232870823537e+00,1.710639920058498e+00,1.152048051703276e+01,1.854032671084104e+00,1.820639195448980e+00,2.550238049760956e+00
1.151751893939394e+00,2.739356955380893e+00,1.710717433878639e+00,1.152102596197317e+01,1.854116675425898e+00,1.820721624889472e+00,2.550353579203332e+00
1.152146464646465e+00,2.739853185623995e+00,1.711027263077224e+00,1.152311280884533e+01,1.854452517769446e+00,1.821051414149869e+00,2.550815552524918e+00
1.155303030303030e+00,2.743815528518767e+00,1.713501751485188e+00,1.153977751388980e+01,1.857134404862788e+00,1.823685014011536e+00,2.554504559675470e+00
1.161616161616162e+00,2.751703236233914e+00,1.718427617297262e+00,1.157295129688189e+01,1.862473185675005e+00,1.828927616624831e+00,2.561848050924902e+00
1.174242424242424e+00,2.767332290894227e+00,1.728187902508857e+00,1.163868320047503e+01,1.873051624276405e+00,1.839315506712703e+00,2.576398770890663e+00
1.177398989898990e+00,2.771209299771164e+00,1.730609075619432e+00,1.165498884991444e+01,1.875675736209269e+00,1.841892413268913e+00,2.580008283538689e+00
1.178188131313131e+00,2.772176720670657e+00,1.731213198955150e+00,1.165905746855241e+01,1.876330541617420e+00,1.842535383529296e+00,2.580908916288390e+00
1.178286773989899e+00,2.772297541227689e+00,1.731288710334937e+00,1.165956578875334e+01,1.876412312657686e+00,1.842615681766573e+00,2.581021472414883e+00
1.178385416666667e+00,2.772418456945081e+00,1.211953264107130e+01,1.166007405550877e+01,1.876494146706460e+00,1.842696034177660e+00,2.581134014289184e+00
1.178582702020202e+00,2.772660081509519e+00,1.212060579407320e+01,1.166109043986938e+01,1.876657688786994e+00,1.842856665851440e+00,2.581358967842063e+00
1.178977272727273e+00,2.773143278920807e+00,1.212271817486172e+01,1.166312283571498e+01,1.876984799551653e+00,1.843177838175998e+00,2.581808874947821e+00
