,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,4.006212024687543e-01,2.290072339884434e-01,3.684007235808843e-01,3.525928504481030e-01,2.977282380008326e-01,4.946680890744787e-01
2.020202020202020e-01,7.718395012360122e-01,4.412068657407950e-01,7.097633866973354e-01,6.793078339556649e-01,5.736053085218831e-01,9.530311129122039e-01
3.030303030303030e-01,1.112927238187531e+00,6.361828224850339e-01,1.023418533734944e+00,9.795041737523257e-01,8.270901102730569e-01,1.374189794534337e+00
4.040404040404040e-01,1.424009848053845e+00,8.140071196359128e-01,1.309481973873895e+00,1.253292866751604e+00,1.058276365367903e+00,1.758299966573473e+00
5.050505050505051e-01,1.706016125596237e+00,9.752104413792664e-01,1.568807526267196e+00,1.501490896956013e+00,1.267853982136571e+00,2.106507875325865e+00
6.060606060606061e-01,1.960528492767730e+00,1.120697408419992e+00,1.802850395357614e+00,1.725491117119281e+00,1.456999016218223e+00,2.420767717358780e+00
7.070707070707071e-01,2.189583099475920e+00,1.251631898996015e+00,2.013482987826253e+00,1.927085525249490e+00,1.627224649698698e+00,2.703593414388897e+00
8.080808080808081e-01,2.395463132419834e+00,1.369319219496752e+00,2.202804847300276e+00,2.108283757320921e+00,1.780227834131444e+00,2.957804409871760e+00
9.090909090909091e-01,2.580522205387429e+00,1.475104579111385e+00,2.372980299993684e+00,2.271157057551393e+00,1.917757566073595e+00,3.186306553201136e+00
1.010101010101010e+00,2.747052303445513e+00,1.570298158608965e+00,2.526116892498684e+00,2.417722688106875e+00,2.041517067541001e+00,3.391929930222344e+00
1.111111111111111e+00,2.897198829444058e+00,1.656126483072274e+00,2.664187728978352e+00,2.549868964716831e+00,2.153100957068943e+00,3.577323838344452e+00
1.161616161616162e+00,2.966746752939402e+00,1.695882236757644e+00,2.728142279656971e+00,2.611079213307844e+00,2.204786755913807e+00,3.663198397890355e+00
1.167929292929293e+00,2.975198186501646e+00,1.700713312797694e+00,2.735913944241905e+00,2.618517400232049e+00,2.211067519907405e+00,3.673633786519344e+00
1.168718434343434e+00,2.976250921644849e+00,1.701315104125617e+00,2.736882011771305e+00,2.619443977614732e+00,2.211849877362704e+00,3.674933626481500e+00
1.169113005050505e+00,2.976777010420067e+00,1.701615797200406e+00,2.737365760858520e+00,2.619906972447414e+00,2.212240824035176e+00,3.675583298606485e+00
1.169310290404040e+00,2.977039935482824e+00,1.701766100772066e+00,2.737607549670723e+00,2.620138383099875e+00,2.212436250960376e+00,3.675907907467561e+00
