R,n_u,r,F,dF_dR
86.2643,5,0,152.946,0.674588
86.2843,5,0,152.963,0.674816
86.3043,5,0,152.979,0.675044
86.3243,5,0,152.996,0.675272
86.3443,5,0,153.012,0.6755
86.3643,5,0,153.029,0.675729
86.3843,5,0,153.046,0.675957
86.4043,5,0,153.062,0.676185
86.4243,5,0,153.079,0.676414
86.4443,5,0,153.096,0.676642
86.4643,5,0,153.112,0.676871
86.4843,5,0,153.129,0.677099
86.5043,5,0,153.145,0.677328
86.5243,5,0,153.162,0.677557
86.5443,5,0,153.179,0.677786
86.5643,5,0,153.196,0.678014
86.5843,5,0,153.212,0.678243
86.6043,5,0,153.229,0.678472
86.6243,5,0,153.246,0.678701
86.6443,5,0,153.262,0.67893
86.6643,5,0,153.279,0.67916
86.6843,5,0,153.296,0.679389
86.7043,5,0,153.312,0.679618
86.7243,5,0,153.329,0.679848
86.7443,5,0,153.346,0.680077
86.7643,5,0,153.363,0.680307
86.7843,5,0,153.38,0.680536
86.8043,5,0,153.396,0.680766
86.8243,5,0,153.413,0.680996
86.8443,5,0,153.43,0.681225
86.8643,5,0,153.447,0.681455
86.8843,5,0,153.463,0.681685
86.9043,5,0,153.48,0.681915
86.9243,5,0,153.497,0.682145
86.9443,5,0,153.514,0.682375
86.9643,5,0,153.531,0.682605
86.9843,5,0,153.548,0.682836
87.0044,5,0,153.564,0.683066
87.0244,5,0,153.581,0.683296
87.0444,5,0,153.598,0.683527
87.0644,5,0,153.615,0.683757
87.0844,5,0,153.632,0.683988
87.1044,5,0,153.649,0.684219
87.1244,5,0,153.666,0.684449
87.1444,5,0,153.683,0.68468
87.1644,5,0,153.699,0.684911
87.1844,5,0,153.716,0.685142
87.2044,5,0,153.733,0.685373
87.2244,5,0,153.75,0.685604
87.2444,5,0,153.767,0.685835
87.2644,5,0,153.784,0.686066
87.2844,5,0,153.801,0.686297
87.3044,5,0,153.818,0.686529
87.3244,5,0,153.835,0.68676
87.3444,5,0,153.852,0.686991
87.3644,5,0,153.869,0.687223
87.3844,5,0,153.886,0.687454
87.4044,5,0,153.903,0.687686
87.4244,5,0,153.92,0.687918
87.4444,5,0,153.937,0.68815
87.4644,5,0,153.954,0.688381
87.4844,5,0,153.971,0.688613
87.5044,5,0,153.988,0.688845
87.5244,5,0,154.005,0.689077
87.5444,5,0,154.022,0.68931
87.5644,5,0,154.039,0.689542
87.5844,5,0,154.056,0.689774
87.6044,5,0,154.073,0.690006
87.6244,5,0,154.09,0.690239
87.6444,5,0,154.108,0.690471
87.6644,5,0,154.125,0.690704
87.6844,5,0,154.142,0.690936
87.7044,5,0,154.159,0.691169
87.7244,5,0,154.176,0.691402
87.7444,5,0,154.193,0.691634
87.7644,5,0,154.21,0.691867
87.7844,5,0,154.227,0.6921
87.8044,5,0,154.245,0.692333
87.8244,5,0,154.262,0.692566
87.8444,5,0,154.279,0.692799
87.8644,5,0,154.296,0.693033
87.8844,5,0,154.313,0.693266
87.9044,5,0,154.33,0.693499
87.9244,5,0,154.348,0.693733
87.9444,5,0,154.365,0.693966
87.9644,5,0,154.382,0.6942
87.9844,5,0,154.399,0.694433
88.0044,5,0,154.416,0.694667
88.0244,5,0,154.434,0.694901
88.0444,5,0,154.451,0.695134
88.0644,5,0,154.468,0.695368
88.0844,5,0,154.485,0.695602
88.1044,5,0,154.503,0.695836
88.1244,5,0,154.52,0.69607
88.1444,5,0,154.537,0.696304
88.1644,5,0,154.555,0.696539
88.1844,5,0,154.572,0.696773
88.2044,5,0,154.589,0.697007
88.2244,5,0,154.606,0.697242
88.2444,5,0,154.624,0.697476
88.2644,5,0,154.641,0.697711
88.2844,5,0,154.658,0.697945
88.3044,5,0,154.676,0.69818
88.3244,5,0,154.693,0.698415
88.3444,5,0,154.71,0.69865
88.3644,5,0,154.728,0.698885
88.3844,5,0,154.745,0.69912
88.4044,5,0,154.763,0.699355
88.4244,5,0,154.78,0.69959
88.4444,5,0,154.797,0.699825
88.4644,5,0,154.815,0.70006
88.4844,5,0,154.832,0.700296
88.5044,5,0,154.85,0.700531
88.5244,5,0,154.867,0.700766
88.5444,5,0,154.884,0.701002
88.5644,5,0,154.902,0.701238
88.5844,5,0,154.919,0.701473
88.6044,5,0,154.937,0.701709
88.6244,5,0,154.954,0.701945
88.6444,5,0,154.972,0.702181
88.6644,5,0,154.989,0.702417
88.6844,5,0,155.007,0.702653
88.7044,5,0,155.024,0.702889
88.7244,5,0,155.042,0.703125
88.7444,5,0,155.059,0.703361
88.7644,5,0,155.077,0.703597
88.7844,5,0,155.094,0.703834
88.8044,5,0,155.112,0.70407
88.8244,5,0,155.129,0.704307
88.8444,5,0,155.147,0.704543
88.8644,5,0,155.165,0.70478
88.8844,5,0,155.182,0.705017
88.9044,5,0,155.2,0.705253
88.9244,5,0,155.217,0.70549
88.9444,5,0,155.235,0.705727
88.9644,5,0,155.252,0.705964
88.9844,5,0,155.27,0.706201
89.0045,5,0,155.288,0.706438
89.0245,5,0,155.305,0.706676
89.0445,5,0,155.323,0.706913
89.0645,5,0,155.341,0.70715
89.0845,5,0,155.358,0.707388
89.1045,5,0,155.376,0.707625
89.1245,5,0,155.394,0.707863
89.1445,5,0,155.411,0.7081
89.1645,5,0,155.429,0.708338
89.1845,5,0,155.447,0.708576
89.2045,5,0,155.464,0.708814
89.2245,5,0,155.482,0.709051
89.2445,5,0,155.5,0.709289
89.2645,5,0,155.517,0.709527
89.2845,5,0,155.535,0.709766
89.3045,5,0,155.553,0.710004
89.3245,5,0,155.571,0.710242
89.3445,5,0,155.588,0.71048
89.3645,5,0,155.606,0.710719
89.3845,5,0,155.624,0.710957
89.4045,5,0,155.642,0.711196
89.4245,5,0,155.659,0.711434
89.4445,5,0,155.677,0.711673
89.4645,5,0,155.695,0.711912
89.4845,5,0,155.713,0.712151
89.5045,5,0,155.731,0.71239
89.5245,5,0,155.748,0.712629
89.5445,5,0,155.766,0.712868
89.5645,5,0,155.784,0.713107
89.5845,5,0,155.802,0.713346
89.6045,5,0,155.82,0.713585
89.6245,5,0,155.838,0.713825
89.6445,5,0,155.856,0.714064
89.6645,5,0,155.873,0.714303
89.6845,5,0,155.891,0.714543
89.7045,5,0,155.909,0.714783
89.7245,5,0,155.927,0.715022
89.7445,5,0,155.945,0.715262
89.7645,5,0,155.963,0.715502
89.7845,5,0,155.981,0.715742
89.8045,5,0,155.999,0.715982
89.8245,5,0,156.017,0.716222
89.8445,5,0,156.035,0.716462
89.8645,5,0,156.053,0.716702
89.8845,5,0,156.071,0.716942
89.9045,5,0,156.089,0.717183
89.9245,5,0,156.107,0.717423
89.9445,5,0,156.125,0.717664
89.9645,5,0,156.143,0.717904
89.9845,5,0,156.161,0.718145
90.0045,5,0,156.179,0.718386
90.0245,5,0,156.197,0.718626
90.0445,5,0,156.215,0.718867
90.0645,5,0,156.233,0.719108
90.0845,5,0,156.251,0.719349
90.1045,5,0,156.269,0.71959
90.1245,5,0,156.287,0.719831
90.1445,5,0,156.305,0.720072
90.1645,5,0,156.323,0.720314
90.1845,5,0,156.341,0.720555
90.2045,5,0,156.359,0.720796
90.2245,5,0,156.377,0.721038
90.2445,5,0,156.395,0.72128
90.2645,5,0,156.413,0.721521
90.2845,5,0,156.432,0.721763
90.3045,5,0,156.45,0.722005
90.3245,5,0,156.468,0.722247
90.3445,5,0,156.486,0.722489
90.3645,5,0,156.504,0.722731
90.3845,5,0,156.522,0.722973
90.4045,5,0,156.541,0.723215
90.4245,5,0,156.559,0.723457
90.4445,5,0,156.577,0.723699
90.4645,5,0,156.595,0.723942
90.4845,5,0,156.613,0.724184
90.5045,5,0,156.632,0.724427
90.5245,5,0,156.65,0.724669
90.5445,5,0,156.668,0.724912
90.5645,5,0,156.686,0.725155
90.5845,5,0,156.704,0.725397
90.6045,5,0,156.723,0.72564
90.6245,5,0,156.741,0.725883
90.6445,5,0,156.759,0.726126
90.6645,5,0,156.778,0.726369
90.6845,5,0,156.796,0.726613
90.7045,5,0,156.814,0.726856
90.7245,5,0,156.832,0.727099
90.7445,5,0,156.851,0.727343
90.7645,5,0,156.869,0.727586
90.7845,5,0,156.887,0.72783
90.8045,5,0,156.906,0.728073
90.8245,5,0,156.924,0.728317
90.8445,5,0,156.942,0.728561
90.8645,5,0,156.961,0.728805
90.8845,5,0,156.979,0.729049
90.9045,5,0,156.998,0.729293
90.9245,5,0,157.016,0.729537
90.9445,5,0,157.034,0.729781
90.9645,5,0,157.053,0.730025
90.9845,5,0,157.071,0.730269
91.0046,5,0,157.09,0.730514
91.0246,5,0,157.108,0.730758
91.0446,5,0,157.126,0.731003
91.0646,5,0,157.145,0.731247
91.0846,5,0,157.163,0.731492
91.1046,5,0,157.182,0.731737
91.1246,5,0,157.2,0.731981
91.1446,5,0,157.219,0.732226
91.1646,5,0,157.237,0.732471
91.1846,5,0,157.256,0.732716
91.2046,5,0,157.274,0.732961
91.2246,5,0,157.293,0.733207
91.2446,5,0,157.311,0.733452
91.2646,5,0,157.33,0.733697
91.2846,5,0,157.348,0.733943
91.3046,5,0,157.367,0.734188
91.3246,5,0,157.385,0.734434
91.3446,5,0,157.404,0.734679
91.3646,5,0,157.423,0.734925
91.3846,5,0,157.441,0.735171
91.4046,5,0,157.46,0.735417
91.4246,5,0,157.478,0.735663
91.4446,5,0,157.497,0.735909
91.4646,5,0,157.516,0.736155
91.4846,5,0,157.534,0.736401
91.5046,5,0,157.553,0.736647
91.5246,5,0,157.572,0.736894
91.5446,5,0,157.59,0.73714
91.5646,5,0,157.609,0.737386
91.5846,5,0,157.627,0.737633
91.6046,5,0,157.646,0.73788
91.6246,5,0,157.665,0.738126
91.6446,5,0,157.684,0.738373
91.6646,5,0,157.702,0.73862
91.6846,5,0,157.721,0.738867
91.7046,5,0,157.74,0.739114
91.7246,5,0,157.758,0.739361
91.7446,5,0,157.777,0.739608
91.7646,5,0,157.796,0.739855
91.7846,5,0,157.815,0.740103
91.8046,5,0,157.833,0.74035
91.8246,5,0,157.852,0.740598
91.8446,5,0,157.871,0.740845
91.8646,5,0,157.89,0.741093
91.8846,5,0,157.908,0.74134
91.9046,5,0,157.927,0.741588
91.9246,5,0,157.946,0.741836
91.9446,5,0,157.965,0.742084
91.9646,5,0,157.984,0.742332
91.9846,5,0,158.003,0.74258
92.0046,5,0,158.021,0.742828
92.0246,5,0,158.04,0.743076
92.0446,5,0,158.059,0.743325
92.0646,5,0,158.078,0.743573
92.0846,5,0,158.097,0.743822
92.1046,5,0,158.116,0.74407
92.1246,5,0,158.135,0.744319
92.1446,5,0,158.154,0.744567
92.1646,5,0,158.172,0.744816
92.1846,5,0,158.191,0.745065
92.2046,5,0,158.21,0.745314
92.2246,5,0,158.229,0.745563
92.2446,5,0,158.248,0.745812
92.2646,5,0,158.267,0.746061
92.2846,5,0,158.286,0.74631
92.3046,5,0,158.305,0.74656
92.3246,5,0,158.324,0.746809
92.3446,5,0,158.343,0.747059
92.3646,5,0,158.362,0.747308
92.3846,5,0,158.381,0.747558
92.4046,5,0,158.4,0.747807
92.4246,5,0,158.419,0.748057
92.4446,5,0,158.438,0.748307
92.4646,5,0,158.457,0.748557
92.4846,5,0,158.476,0.748807
92.5046,5,0,158.495,0.749057
92.5246,5,0,158.514,0.749307
92.5446,5,0,158.533,0.749557
92.5646,5,0,158.552,0.749808
92.5846,5,0,158.572,0.750058
92.6046,5,0,158.591,0.750309
92.6246,5,0,158.61,0.750559
92.6446,5,0,158.629,0.75081
92.6646,5,0,158.648,0.751061
92.6846,5,0,158.667,0.751311
92.7046,5,0,158.686,0.751562
92.7246,5,0,158.705,0.751813
92.7446,5,0,158.725,0.752064
92.7646,5,0,158.744,0.752315
92.7846,5,0,158.763,0.752566
92.8046,5,0,158.782,0.752818
92.8246,5,0,158.801,0.753069
92.8446,5,0,158.82,0.75332
92.8646,5,0,158.84,0.753572
92.8846,5,0,158.859,0.753824
92.9046,5,0,158.878,0.754075
92.9246,5,0,158.897,0.754327
92.9446,5,0,158.917,0.754579
92.9646,5,0,158.936,0.754831
92.9846,5,0,158.955,0.755083
93.0047,5,0,158.974,0.755335
93.0247,5,0,158.994,0.755587
93.0447,5,0,159.013,0.755839
93.0647,5,0,159.032,0.756091
93.0847,5,0,159.052,0.756344
93.1047,5,0,159.071,0.756596
93.1247,5,0,159.09,0.756849
93.1447,5,0,159.11,0.757101
93.1647,5,0,159.129,0.757354
93.1847,5,0,159.148,0.757607
93.2047,5,0,159.168,0.757859
93.2247,5,0,159.187,0.758112
93.2447,5,0,159.206,0.758365
93.2647,5,0,159.226,0.758618
93.2847,5,0,159.245,0.758872
93.3047,5,0,159.265,0.759125
93.3247,5,0,159.284,0.759378
93.3447,5,0,159.303,0.759632
93.3647,5,0,159.323,0.759885
93.3847,5,0,159.342,0.760139
93.4047,5,0,159.362,0.760392
93.4247,5,0,159.381,0.760646
93.4447,5,0,159.401,0.7609
93.4647,5,0,159.42,0.761154
93.4847,5,0,159.44,0.761408
93.5047,5,0,159.459,0.761662
93.5247,5,0,159.479,0.761916
93.5447,5,0,159.498,0.76217
93.5647,5,0,159.518,0.762424
93.5847,5,0,159.537,0.762679
93.6047,5,0,159.557,0.762933
93.6247,5,0,159.576,0.763188
93.6447,5,0,159.596,0.763442
93.6647,5,0,159.615,0.763697
93.6847,5,0,159.635,0.763952
93.7047,5,0,159.654,0.764207
93.7247,5,0,159.674,0.764461
93.7447,5,0,159.694,0.764716
93.7647,5,0,159.713,0.764972
93.7847,5,0,159.733,0.765227
93.8047,5,0,159.752,0.765482
93.8247,5,0,159.772,0.765737
93.8447,5,0,159.792,0.765993
93.8647,5,0,159.811,0.766248
93.8847,5,0,159.831,0.766504
93.9047,5,0,159.851,0.766759
93.9247,5,0,159.87,0.767015
93.9447,5,0,159.89,0.767271
93.9647,5,0,159.91,0.767527
93.9847,5,0,159.929,0.767783
94.0047,5,0,159.949,0.768039
94.0247,5,0,159.969,0.768295
94.0447,5,0,159.989,0.768551
94.0647,5,0,160.008,0.768808
94.0847,5,0,160.028,0.769064
94.1047,5,0,160.048,0.76932
94.1247,5,0,160.068,0.769577
94.1447,5,0,160.087,0.769834
94.1647,5,0,160.107,0.77009
94.1847,5,0,160.127,0.770347
94.2047,5,0,160.147,0.770604
94.2247,5,0,160.167,0.770861
94.2447,5,0,160.186,0.771118
94.2647,5,0,160.206,0.771375
94.2847,5,0,160.226,0.771632
94.3047,5,0,160.246,0.77189
94.3247,5,0,160.266,0.772147
94.3447,5,0,160.286,0.772405
94.3647,5,0,160.306,0.772662
94.3847,5,0,160.325,0.77292
94.4047,5,0,160.345,0.773177
94.4247,5,0,160.365,0.773435
94.4447,5,0,160.385,0.773693
94.4647,5,0,160.405,0.773951
94.4847,5,0,160.425,0.774209
94.5047,5,0,160.445,0.774467
94.5247,5,0,160.465,0.774725
94.5447,5,0,160.485,0.774984
94.5647,5,0,160.505,0.775242
94.5847,5,0,160.525,0.7755
94.6047,5,0,160.545,0.775759
94.6247,5,0,160.565,0.776018
94.6447,5,0,160.585,0.776276
94.6647,5,0,160.605,0.776535
94.6847,5,0,160.625,0.776794
94.7047,5,0,160.645,0.777053
94.7247,5,0,160.665,0.777312
94.7447,5,0,160.685,0.777571
94.7647,5,0,160.705,0.77783
94.7847,5,0,160.725,0.778089
94.8047,5,0,160.745,0.778349
94.8247,5,0,160.765,0.778608
94.8447,5,0,160.785,0.778868
94.8647,5,0,160.805,0.779127
94.8847,5,0,160.826,0.779387
94.9047,5,0,160.846,0.779647
94.9247,5,0,160.866,0.779907
94.9447,5,0,160.886,0.780167
94.9647,5,0,160.906,0.780427
94.9847,5,0,160.926,0.780687
95.0048,5,0,160.946,0.780947
95.0248,5,0,160.967,0.781207
95.0448,5,0,160.987,0.781468
95.0648,5,0,161.007,0.781728
95.0848,5,0,161.027,0.781989
95.1048,5,0,161.047,0.782249
95.1248,5,0,161.068,0.78251
95.1448,5,0,161.088,0.782771
95.1648,5,0,161.108,0.783032
95.1848,5,0,161.128,0.783293
95.2048,5,0,161.149,0.783554
95.2248,5,0,161.169,0.783815
95.2448,5,0,161.189,0.784076
95.2648,5,0,161.209,0.784337
95.2848,5,0,161.23,0.784599
95.3048,5,0,161.25,0.78486
95.3248,5,0,161.27,0.785122
95.3448,5,0,161.291,0.785383
95.3648,5,0,161.311,0.785645
95.3848,5,0,161.331,0.785907
95.4048,5,0,161.352,0.786169
95.4248,5,0,161.372,0.786431
95.4448,5,0,161.392,0.786693
95.4648,5,0,161.413,0.786955
95.4848,5,0,161.433,0.787217
95.5048,5,0,161.454,0.78748
95.5248,5,0,161.474,0.787742
95.5448,5,0,161.494,0.788004
95.5648,5,0,161.515,0.788267
95.5848,5,0,161.535,0.78853
95.6048,5,0,161.556,0.788792
95.6248,5,0,161.576,0.789055
95.6448,5,0,161.597,0.789318
95.6648,5,0,161.617,0.789581
95.6848,5,0,161.638,0.789844
95.7048,5,0,161.658,0.790107
95.7248,5,0,161.679,0.790371
95.7448,5,0,161.699,0.790634
95.7648,5,0,161.72,0.790897
95.7848,5,0,161.74,0.791161
95.8048,5,0,161.761,0.791425
95.8248,5,0,161.781,0.791688
95.8448,5,0,161.802,0.791952
95.8648,5,0,161.822,0.792216
95.8848,5,0,161.843,0.79248
95.9048,5,0,161.864,0.792744
95.9248,5,0,161.884,0.793008
95.9448,5,0,161.905,0.793272
95.9648,5,0,161.925,0.793536
95.9848,5,0,161.946,0.793801
96.0048,5,0,161.967,0.794065
96.0248,5,0,161.987,0.79433
96.0448,5,0,162.008,0.794595
96.0648,5,0,162.029,0.794859
96.0848,5,0,162.049,0.795124
96.1048,5,0,162.07,0.795389
96.1248,5,0,162.091,0.795654
96.1448,5,0,162.111,0.795919
96.1648,5,0,162.132,0.796184
96.1848,5,0,162.153,0.796449
96.2048,5,0,162.173,0.796715
96.2248,5,0,162.194,0.79698
96.2448,5,0,162.215,0.797246
96.2648,5,0,162.236,0.797511
96.2848,5,0,162.256,0.797777
96.3048,5,0,162.277,0.798043
96.3248,5,0,162.298,0.798309
96.3448,5,0,162.319,0.798575
96.3648,5,0,162.34,0.798841
96.3848,5,0,162.36,0.799107
96.4048,5,0,162.381,0.799373
96.4248,5,0,162.402,0.799639
96.4448,5,0,162.423,0.799906
96.4648,5,0,162.444,0.800172
96.4848,5,0,162.465,0.800439
96.5048,5,0,162.486,0.800705
96.5248,5,0,162.506,0.800972
96.5448,5,0,162.527,0.801239
96.5648,5,0,162.548,0.801506
96.5848,5,0,162.569,0.801773
96.6048,5,0,162.59,0.80204
96.6248,5,0,162.611,0.802307
96.6448,5,0,162.632,0.802574
96.6648,5,0,162.653,0.802842
96.6848,5,0,162.674,0.803109
96.7048,5,0,162.695,0.803377
96.7248,5,0,162.716,0.803644
96.7448,5,0,162.737,0.803912
96.7648,5,0,162.758,0.80418
96.7848,5,0,162.779,0.804448
96.8048,5,0,162.8,0.804716
96.8248,5,0,162.821,0.804984
96.8448,5,0,162.842,0.805252
96.8648,5,0,162.863,0.80552
96.8848,5,0,162.884,0.805788
96.9048,5,0,162.905,0.806057
96.9248,5,0,162.926,0.806325
96.9448,5,0,162.947,0.806594
96.9648,5,0,162.968,0.806863
96.9848,5,0,162.989,0.807131
97.0049,5,0,163.01,0.8074
97.0249,5,0,163.032,0.807669
97.0449,5,0,163.053,0.807938
97.0649,5,0,163.074,0.808207
97.0849,5,0,163.095,0.808477
97.1049,5,0,163.116,0.808746
97.1249,5,0,163.137,0.809015
97.1449,5,0,163.159,0.809285
97.1649,5,0,163.18,0.809554
97.1849,5,0,163.201,0.809824
97.2049,5,0,163.222,0.810094
97.2249,5,0,163.243,0.810364
97.2449,5,0,163.265,0.810634
97.2649,5,0,163.286,0.810904
97.2849,5,0,163.307,0.811174
97.3049,5,0,163.328,0.811444
97.3249,5,0,163.35,0.811714
97.3449,5,0,163.371,0.811985
97.3649,5,0,163.392,0.812255
97.3849,5,0,163.413,0.812526
97.4049,5,0,163.435,0.812796
97.4249,5,0,163.456,0.813067
97.4449,5,0,163.477,0.813338
97.4649,5,0,163.499,0.813609
97.4849,5,0,163.52,0.81388
97.5049,5,0,163.541,0.814151
97.5249,5,0,163.563,0.814422
97.5449,5,0,163.584,0.814694
97.5649,5,0,163.606,0.814965
97.5849,5,0,163.627,0.815236
97.6049,5,0,163.648,0.815508
97.6249,5,0,163.67,0.81578
97.6449,5,0,163.691,0.816051
97.6649,5,0,163.713,0.816323
97.6849,5,0,163.734,0.816595
97.7049,5,0,163.756,0.816867
97.7249,5,0,163.777,0.817139
97.7449,5,0,163.798,0.817412
97.7649,5,0,163.82,0.817684
97.7849,5,0,163.841,0.817956
97.8049,5,0,163.863,0.818229
97.8249,5,0,163.884,0.818501
97.8449,5,0,163.906,0.818774
97.8649,5,0,163.928,0.819047
97.8849,5,0,163.949,0.81932
97.9049,5,0,163.971,0.819592
97.9249,5,0,163.992,0.819866
97.9449,5,0,164.014,0.820139
97.9649,5,0,164.035,0.820412
97.9849,5,0,164.057,0.820685
98.0049,5,0,164.079,0.820959
98.0249,5,0,164.1,0.821232
98.0449,5,0,164.122,0.821506
98.0649,5,0,164.143,0.821779
98.0849,5,0,164.165,0.822053
98.1049,5,0,164.187,0.822327
98.1249,5,0,164.208,0.822601
98.1449,5,0,164.23,0.822875
98.1649,5,0,164.252,0.823149
98.1849,5,0,164.273,0.823423
98.2049,5,0,164.295,0.823698
98.2249,5,0,164.317,0.823972
98.2449,5,0,164.339,0.824247
98.2649,5,0,164.36,0.824521
98.2849,5,0,164.382,0.824796
98.3049,5,0,164.404,0.825071
98.3249,5,0,164.426,0.825346
98.3449,5,0,164.447,0.825621
98.3649,5,0,164.469,0.825896
98.3849,5,0,164.491,0.826171
98.4049,5,0,164.513,0.826446
98.4249,5,0,164.535,0.826721
98.4449,5,0,164.556,0.826997
98.4649,5,0,164.578,0.827272
98.4849,5,0,164.6,0.827548
98.5049,5,0,164.622,0.827824
98.5249,5,0,164.644,0.828099
98.5449,5,0,164.666,0.828375
98.5649,5,0,164.688,0.828651
98.5849,5,0,164.709,0.828927
98.6049,5,0,164.731,0.829204
98.6249,5,0,164.753,0.82948
98.6449,5,0,164.775,0.829756
98.6649,5,0,164.797,0.830033
98.6849,5,0,164.819,0.830309
98.7049,5,0,164.841,0.830586
98.7249,5,0,164.863,0.830863
98.7449,5,0,164.885,0.83114
98.7649,5,0,164.907,0.831417
98.7849,5,0,164.929,0.831694
98.8049,5,0,164.951,0.831971
98.8249,5,0,164.973,0.832248
98.8449,5,0,164.995,0.832525
98.8649,5,0,165.017,0.832803
98.8849,5,0,165.039,0.83308
98.9049,5,0,165.061,0.833358
98.9249,5,0,165.083,0.833636
98.9449,5,0,165.105,0.833913
98.9649,5,0,165.127,0.834191
98.9849,5,0,165.15,0.834469
99.005,5,0,165.172,0.834747
99.025,5,0,165.194,0.835025
99.045,5,0,165.216,0.835304
99.065,5,0,165.238,0.835582
99.085,5,0,165.26,0.835861
99.105,5,0,165.282,0.836139
99.125,5,0,165.305,0.836418
99.145,5,0,165.327,0.836697
99.165,5,0,165.349,0.836975
99.185,5,0,165.371,0.837254
99.205,5,0,165.393,0.837533
99.225,5,0,165.416,0.837812
99.245,5,0,165.438,0.838092
99.265,5,0,165.46,0.838371
99.285,5,0,165.482,0.83865
99.305,5,0,165.505,0.83893
99.325,5,0,165.527,0.83921
99.345,5,0,165.549,0.839489
99.365,5,0,165.571,0.839769
99.385,5,0,165.594,0.840049
99.405,5,0,165.616,0.840329
99.425,5,0,165.638,0.840609
99.445,5,0,165.661,0.840889
99.465,5,0,165.683,0.841169
99.485,5,0,165.705,0.84145
99.505,5,0,165.728,0.84173
99.525,5,0,165.75,0.842011
99.545,5,0,165.773,0.842292
99.565,5,0,165.795,0.842572
99.585,5,0,165.817,0.842853
99.605,5,0,165.84,0.843134
99.625,5,0,165.862,0.843415
99.645,5,0,165.885,0.843696
99.665,5,0,165.907,0.843978
99.685,5,0,165.93,0.844259
99.705,5,0,165.952,0.84454
99.725,5,0,165.975,0.844822
99.745,5,0,165.997,0.845104
99.765,5,0,166.02,0.845385
99.785,5,0,166.042,0.845667
99.805,5,0,166.065,0.845949
99.825,5,0,166.087,0.846231
99.845,5,0,166.11,0.846513
99.865,5,0,166.132,0.846795
99.885,5,0,166.155,0.847078
99.905,5,0,166.177,0.84736
99.925,5,0,166.2,0.847643
99.945,5,0,166.223,0.847925
99.965,5,0,166.245,0.848208
99.985,5,0,166.268,0.848491
100.005,5,0,166.29,0.848774
100.025,5,0,166.313,0.849057
100.045,5,0,166.336,0.84934
100.065,5,0,166.358,0.849623
100.085,5,0,166.381,0.849906
100.105,5,0,166.404,0.85019
100.125,5,0,166.426,0.850473
100.145,5,0,166.449,0.850757
100.165,5,0,166.472,0.851041
100.185,5,0,166.495,0.851324
100.205,5,0,166.517,0.851608
100.225,5,0,166.54,0.851892
100.245,5,0,166.563,0.852176
100.265,5,0,166.586,0.85246
100.285,5,0,166.608,0.852745
100.305,5,0,166.631,0.853029
100.325,5,0,166.654,0.853314
100.345,5,0,166.677,0.853598
100.365,5,0,166.7,0.853883
100.385,5,0,166.722,0.854168
100.405,5,0,166.745,0.854453
100.425,5,0,166.768,0.854738
100.445,5,0,166.791,0.855023
100.465,5,0,166.814,0.855308
100.485,5,0,166.837,0.855593
100.505,5,0,166.86,0.855878
100.525,5,0,166.883,0.856164
100.545,5,0,166.905,0.85645
100.565,5,0,166.928,0.856735
100.585,5,0,166.951,0.857021
100.605,5,0,166.974,0.857307
100.625,5,0,166.997,0.857593
100.645,5,0,167.02,0.857879
100.665,5,0,167.043,0.858165
100.685,5,0,167.066,0.858451
100.705,5,0,167.089,0.858738
100.725,5,0,167.112,0.859024
100.745,5,0,167.135,0.859311
100.765,5,0,167.158,0.859597
100.785,5,0,167.181,0.859884
100.805,5,0,167.204,0.860171
100.825,5,0,167.227,0.860458
100.845,5,0,167.251,0.860745
100.865,5,0,167.274,0.861032
100.885,5,0,167.297,0.86132
100.905,5,0,167.32,0.861607
100.925,5,0,167.343,0.861895
100.945,5,0,167.366,0.862182
100.965,5,0,167.389,0.86247
100.985,5,0,167.412,0.862758
101.005,5,0,167.436,0.863045
101.025,5,0,167.459,0.863333
101.045,5,0,167.482,0.863622
101.065,5,0,167.505,0.86391
101.085,5,0,167.528,0.864198
101.105,5,0,167.552,0.864486
101.125,5,0,167.575,0.864775
101.145,5,0,167.598,0.865064
101.165,5,0,167.621,0.865352
101.185,5,0,167.645,0.865641
101.205,5,0,167.668,0.86593
101.225,5,0,167.691,0.866219
101.245,5,0,167.714,0.866508
101.265,5,0,167.738,0.866797
101.285,5,0,167.761,0.867087
101.305,5,0,167.784,0.867376
101.325,5,0,167.808,0.867666
101.345,5,0,167.831,0.867955
101.365,5,0,167.854,0.868245
101.385,5,0,167.878,0.868535
101.405,5,0,167.901,0.868825
101.425,5,0,167.925,0.869115
101.445,5,0,167.948,0.869405
101.465,5,0,167.971,0.869695
101.485,5,0,167.995,0.869985
101.505,5,0,168.018,0.870276
101.525,5,0,168.042,0.870566
101.545,5,0,168.065,0.870857
101.565,5,0,168.089,0.871148
101.585,5,0,168.112,0.871439
101.605,5,0,168.136,0.87173
101.625,5,0,168.159,0.872021
101.645,5,0,168.183,0.872312
101.665,5,0,168.206,0.872603
101.685,5,0,168.23,0.872894
101.705,5,0,168.253,0.873186
101.725,5,0,168.277,0.873477
101.745,5,0,168.3,0.873769
101.765,5,0,168.324,0.874061
101.785,5,0,168.348,0.874353
101.805,5,0,168.371,0.874645
101.825,5,0,168.395,0.874937
101.845,5,0,168.418,0.875229
101.865,5,0,168.442,0.875521
101.885,5,0,168.466,0.875814
101.905,5,0,168.489,0.876106
101.925,5,0,168.513,0.876399
101.945,5,0,168.537,0.876692
