R,n_u,r,F,dF_dR
22.9011,0.00500501,0.00500501,22.8842,0.73258
22.9211,0.00500501,0.00500501,22.9027,0.733559
22.9411,0.00500501,0.00500501,22.9213,0.734538
22.9611,0.00500501,0.00500501,22.9399,0.735519
22.9811,0.00500501,0.00500501,22.9586,0.736501
23.0012,0.00500501,0.00500501,22.9772,0.737484
23.0212,0.00500501,0.00500501,22.9959,0.738469
23.0412,0.00500501,0.00500501,23.0147,0.739454
23.0612,0.00500501,0.00500501,23.0334,0.740441
23.0812,0.00500501,0.00500501,23.0522,0.741429
23.1012,0.00500501,0.00500501,23.0711,0.742419
23.1212,0.00500501,0.00500501,23.09,0.743409
23.1412,0.00500501,0.00500501,23.1089,0.744401
23.1612,0.00500501,0.00500501,23.1278,0.745394
23.1812,0.00500501,0.00500501,23.1468,0.746388
23.2012,0.00500501,0.00500501,23.1658,0.747384
23.2212,0.00500501,0.00500501,23.1848,0.74838
23.2412,0.00500501,0.00500501,23.2039,0.749378
23.2612,0.00500501,0.00500501,23.223,0.750377
23.2812,0.00500501,0.00500501,23.2422,0.751378
23.3012,0.00500501,0.00500501,23.2614,0.752379
23.3212,0.00500501,0.00500501,23.2806,0.753382
23.3412,0.00500501,0.00500501,23.2998,0.754387
23.3612,0.00500501,0.00500501,23.3191,0.755392
23.3812,0.00500501,0.00500501,23.3384,0.756399
23.4012,0.00500501,0.00500501,23.3578,0.757407
23.4212,0.00500501,0.00500501,23.3772,0.758416
23.4412,0.00500501,0.00500501,23.3966,0.759427
23.4612,0.00500501,0.00500501,23.4161,0.760438
23.4812,0.00500501,0.00500501,23.4356,0.761451
23.5012,0.00500501,0.00500501,23.4551,0.762466
23.5212,0.00500501,0.00500501,23.4747,0.763481
23.5412,0.00500501,0.00500501,23.4943,0.764498
23.5612,0.00500501,0.00500501,23.5139,0.765517
23.5812,0.00500501,0.00500501,23.5336,0.766536
23.6012,0.00500501,0.00500501,23.5533,0.767557
23.6212,0.00500501,0.00500501,23.573,0.768579
23.6412,0.00500501,0.00500501,23.5928,0.769602
23.6612,0.00500501,0.00500501,23.6126,0.770627
23.6812,0.00500501,0.00500501,23.6325,0.771653
23.7012,0.00500501,0.00500501,23.6524,0.772681
23.7212,0.00500501,0.00500501,23.6723,0.773709
23.7412,0.00500501,0.00500501,23.6923,0.774739
23.7612,0.00500501,0.00500501,23.7123,0.775771
23.7812,0.00500501,0.00500501,23.7323,0.776803
23.8012,0.00500501,0.00500501,23.7524,0.777837
23.8212,0.00500501,0.00500501,23.7725,0.778872
23.8412,0.00500501,0.00500501,23.7926,0.779909
23.8612,0.00500501,0.00500501,23.8128,0.780947
23.8812,0.00500501,0.00500501,23.833,0.781986
23.9012,0.00500501,0.00500501,23.8533,0.783027
23.9212,0.00500501,0.00500501,23.8736,0.784069
23.9412,0.00500501,0.00500501,23.8939,0.785112
23.9612,0.00500501,0.00500501,23.9142,0.786157
23.9812,0.00500501,0.00500501,23.9346,0.787203
24.0012,0.00500501,0.00500501,23.9551,0.788251
24.0212,0.00500501,0.00500501,23.9756,0.789299
24.0412,0.00500501,0.00500501,23.9961,0.79035
24.0612,0.00500501,0.00500501,24.0166,0.791401
24.0812,0.00500501,0.00500501,24.0372,0.792454
24.1012,0.00500501,0.00500501,24.0578,0.793508
24.1212,0.00500501,0.00500501,24.0785,0.794564
24.1412,0.00500501,0.00500501,24.0992,0.795621
24.1612,0.00500501,0.00500501,24.12,0.79668
24.1812,0.00500501,0.00500501,24.1407,0.797739
24.2012,0.00500501,0.00500501,24.1616,0.798801
24.2212,0.00500501,0.00500501,24.1824,0.799863
24.2412,0.00500501,0.00500501,24.2033,0.800927
24.2612,0.00500501,0.00500501,24.2242,0.801993
24.2812,0.00500501,0.00500501,24.2452,0.80306
24.3012,0.00500501,0.00500501,24.2662,0.804128
24.3212,0.00500501,0.00500501,24.2873,0.805198
24.3412,0.00500501,0.00500501,24.3083,0.806269
24.3612,0.00500501,0.00500501,24.3295,0.807341
24.3812,0.00500501,0.00500501,24.3506,0.808415
24.4012,0.00500501,0.00500501,24.3718,0.809491
24.4212,0.00500501,0.00500501,24.3931,0.810567
24.4412,0.00500501,0.00500501,24.4144,0.811646
24.4612,0.00500501,0.00500501,24.4357,0.812725
24.4812,0.00500501,0.00500501,24.457,0.813806
24.5012,0.00500501,0.00500501,24.4784,0.814889
24.5212,0.00500501,0.00500501,24.4999,0.815973
24.5412,0.00500501,0.00500501,24.5213,0.817059
24.5612,0.00500501,0.00500501,24.5429,0.818146
24.5812,0.00500501,0.00500501,24.5644,0.819234
24.6012,0.00500501,0.00500501,24.586,0.820324
24.6212,0.00500501,0.00500501,24.6076,0.821415
24.6412,0.00500501,0.00500501,24.6293,0.822508
24.6612,0.00500501,0.00500501,24.651,0.823602
24.6812,0.00500501,0.00500501,24.6728,0.824698
24.7012,0.00500501,0.00500501,24.6946,0.825795
24.7212,0.00500501,0.00500501,24.7164,0.826894
24.7412,0.00500501,0.00500501,24.7383,0.827994
24.7612,0.00500501,0.00500501,24.7602,0.829096
24.7812,0.00500501,0.00500501,24.7822,0.830199
24.8012,0.00500501,0.00500501,24.8042,0.831304
24.8212,0.00500501,0.00500501,24.8262,0.83241
24.8412,0.00500501,0.00500501,24.8483,0.833518
24.8612,0.00500501,0.00500501,24.8704,0.834627
24.8812,0.00500501,0.00500501,24.8926,0.835738
24.9012,0.00500501,0.00500501,24.9148,0.83685
24.9212,0.00500501,0.00500501,24.937,0.837964
24.9412,0.00500501,0.00500501,24.9593,0.83908
24.9612,0.00500501,0.00500501,24.9817,0.840197
24.9812,0.00500501,0.00500501,25.004,0.841315
25.0013,0.00500501,0.00500501,25.0264,0.842435
25.0213,0.00500501,0.00500501,25.0489,0.843557
25.0413,0.00500501,0.00500501,25.0714,0.84468
25.0613,0.00500501,0.00500501,25.0939,0.845804
25.0813,0.00500501,0.00500501,25.1165,0.84693
25.1013,0.00500501,0.00500501,25.1391,0.848058
25.1213,0.00500501,0.00500501,25.1618,0.849187
25.1413,0.00500501,0.00500501,25.1845,0.850318
25.1613,0.00500501,0.00500501,25.2072,0.851451
25.1813,0.00500501,0.00500501,25.23,0.852585
25.2013,0.00500501,0.00500501,25.2529,0.85372
25.2213,0.00500501,0.00500501,25.2757,0.854858
25.2413,0.00500501,0.00500501,25.2987,0.855996
25.2613,0.00500501,0.00500501,25.3216,0.857137
25.2813,0.00500501,0.00500501,25.3446,0.858279
25.3013,0.00500501,0.00500501,25.3677,0.859422
25.3213,0.00500501,0.00500501,25.3908,0.860567
25.3413,0.00500501,0.00500501,25.4139,0.861714
25.3613,0.00500501,0.00500501,25.4371,0.862863
25.3813,0.00500501,0.00500501,25.4603,0.864013
25.4013,0.00500501,0.00500501,25.4835,0.865164
25.4213,0.00500501,0.00500501,25.5069,0.866317
25.4413,0.00500501,0.00500501,25.5302,0.867472
25.4613,0.00500501,0.00500501,25.5536,0.868629
25.4813,0.00500501,0.00500501,25.577,0.869787
25.5013,0.00500501,0.00500501,25.6005,0.870947
25.5213,0.00500501,0.00500501,25.6241,0.872108
25.5413,0.00500501,0.00500501,25.6476,0.873271
25.5613,0.00500501,0.00500501,25.6712,0.874436
25.5813,0.00500501,0.00500501,25.6949,0.875603
25.6013,0.00500501,0.00500501,25.7186,0.876771
25.6213,0.00500501,0.00500501,25.7424,0.87794
25.6413,0.00500501,0.00500501,25.7662,0.879112
25.6613,0.00500501,0.00500501,25.79,0.880285
25.6813,0.00500501,0.00500501,25.8139,0.88146
25.7013,0.00500501,0.00500501,25.8378,0.882636
25.7213,0.00500501,0.00500501,25.8618,0.883814
25.7413,0.00500501,0.00500501,25.8858,0.884994
25.7613,0.00500501,0.00500501,25.9099,0.886175
25.7813,0.00500501,0.00500501,25.934,0.887359
25.8013,0.00500501,0.00500501,25.9581,0.888544
25.8213,0.00500501,0.00500501,25.9823,0.88973
25.8413,0.00500501,0.00500501,26.0066,0.890919
25.8613,0.00500501,0.00500501,26.0309,0.892109
25.8813,0.00500501,0.00500501,26.0552,0.8933
25.9013,0.00500501,0.00500501,26.0796,0.894494
25.9213,0.00500501,0.00500501,26.104,0.895689
25.9413,0.00500501,0.00500501,26.1285,0.896886
25.9613,0.00500501,0.00500501,26.1531,0.898085
25.9813,0.00500501,0.00500501,26.1776,0.899285
26.0013,0.00500501,0.00500501,26.2022,0.900488
26.0213,0.00500501,0.00500501,26.2269,0.901692
26.0413,0.00500501,0.00500501,26.2516,0.902897
26.0613,0.00500501,0.00500501,26.2764,0.904105
26.0813,0.00500501,0.00500501,26.3012,0.905314
26.1013,0.00500501,0.00500501,26.3261,0.906525
26.1213,0.00500501,0.00500501,26.351,0.907738
26.1413,0.00500501,0.00500501,26.3759,0.908953
26.1613,0.00500501,0.00500501,26.4009,0.910169
26.1813,0.00500501,0.00500501,26.426,0.911387
26.2013,0.00500501,0.00500501,26.451,0.912607
26.2213,0.00500501,0.00500501,26.4762,0.913829
26.2413,0.00500501,0.00500501,26.5014,0.915053
26.2613,0.00500501,0.00500501,26.5266,0.916278
26.2813,0.00500501,0.00500501,26.5519,0.917505
26.3013,0.00500501,0.00500501,26.5772,0.918734
26.3213,0.00500501,0.00500501,26.6026,0.919965
26.3413,0.00500501,0.00500501,26.6281,0.921198
26.3613,0.00500501,0.00500501,26.6535,0.922432
26.3813,0.00500501,0.00500501,26.6791,0.923669
26.4013,0.00500501,0.00500501,26.7046,0.924907
26.4213,0.00500501,0.00500501,26.7303,0.926147
26.4413,0.00500501,0.00500501,26.756,0.927389
26.4613,0.00500501,0.00500501,26.7817,0.928633
26.4813,0.00500501,0.00500501,26.8075,0.929878
26.5013,0.00500501,0.00500501,26.8333,0.931126
26.5213,0.00500501,0.00500501,26.8592,0.932375
26.5413,0.00500501,0.00500501,26.8851,0.933626
26.5613,0.00500501,0.00500501,26.9111,0.934879
26.5813,0.00500501,0.00500501,26.9371,0.936135
26.6013,0.00500501,0.00500501,26.9632,0.937391
26.6213,0.00500501,0.00500501,26.9893,0.93865
26.6413,0.00500501,0.00500501,27.0155,0.939911
26.6613,0.00500501,0.00500501,27.0417,0.941174
26.6813,0.00500501,0.00500501,27.068,0.942438
26.7013,0.00500501,0.00500501,27.0943,0.943705
26.7213,0.00500501,0.00500501,27.1207,0.944973
26.7413,0.00500501,0.00500501,27.1471,0.946243
26.7613,0.00500501,0.00500501,27.1736,0.947516
26.7813,0.00500501,0.00500501,27.2001,0.94879
26.8013,0.00500501,0.00500501,27.2267,0.950066
26.8213,0.00500501,0.00500501,27.2534,0.951344
26.8413,0.00500501,0.00500501,27.28,0.952624
26.8613,0.00500501,0.00500501,27.3068,0.953906
26.8813,0.00500501,0.00500501,27.3336,0.95519
26.9013,0.00500501,0.00500501,27.3604,0.956476
26.9213,0.00500501,0.00500501,27.3873,0.957764
26.9413,0.00500501,0.00500501,27.4143,0.959054
26.9613,0.00500501,0.00500501,27.4413,0.960345
26.9813,0.00500501,0.00500501,27.4683,0.961639
27.0014,0.00500501,0.00500501,27.4954,0.962935
27.0214,0.00500501,0.00500501,27.5226,0.964233
27.0414,0.00500501,0.00500501,27.5498,0.965533
27.0614,0.00500501,0.00500501,27.5771,0.966835
27.0814,0.00500501,0.00500501,27.6044,0.968139
27.1014,0.00500501,0.00500501,27.6318,0.969445
27.1214,0.00500501,0.00500501,27.6592,0.970753
27.1414,0.00500501,0.00500501,27.6867,0.972063
27.1614,0.00500501,0.00500501,27.7142,0.973375
27.1814,0.00500501,0.00500501,27.7418,0.974689
27.2014,0.00500501,0.00500501,27.7695,0.976005
27.2214,0.00500501,0.00500501,27.7972,0.977323
27.2414,0.00500501,0.00500501,27.8249,0.978643
27.2614,0.00500501,0.00500501,27.8527,0.979966
27.2814,0.00500501,0.00500501,27.8806,0.98129
27.3014,0.00500501,0.00500501,27.9085,0.982616
27.3214,0.00500501,0.00500501,27.9365,0.983945
27.3414,0.00500501,0.00500501,27.9645,0.985276
27.3614,0.00500501,0.00500501,27.9926,0.986608
27.3814,0.00500501,0.00500501,28.0207,0.987943
27.4014,0.00500501,0.00500501,28.0489,0.98928
27.4214,0.00500501,0.00500501,28.0772,0.990619
27.4414,0.00500501,0.00500501,28.1055,0.99196
27.4614,0.00500501,0.00500501,28.1338,0.993304
27.4814,0.00500501,0.00500501,28.1623,0.994649
27.5014,0.00500501,0.00500501,28.1907,0.995997
27.5214,0.00500501,0.00500501,28.2193,0.997346
27.5414,0.00500501,0.00500501,28.2478,0.998698
27.5614,0.00500501,0.00500501,28.2765,1.00005
27.5814,0.00500501,0.00500501,28.3052,1.00141
27.6014,0.00500501,0.00500501,28.3339,1.00277
27.6214,0.00500501,0.00500501,28.3628,1.00413
27.6414,0.00500501,0.00500501,28.3916,1.00549
27.6614,0.00500501,0.00500501,28.4206,1.00685
27.6814,0.00500501,0.00500501,28.4495,1.00822
27.7014,0.00500501,0.00500501,28.4786,1.00959
27.7214,0.00500501,0.00500501,28.5077,1.01096
27.7414,0.00500501,0.00500501,28.5369,1.01234
27.7614,0.00500501,0.00500501,28.5661,1.01371
27.7814,0.00500501,0.00500501,28.5953,1.01509
27.8014,0.00500501,0.00500501,28.6247,1.01647
27.8214,0.00500501,0.00500501,28.6541,1.01785
27.8414,0.00500501,0.00500501,28.6835,1.01924
27.8614,0.00500501,0.00500501,28.713,1.02063
27.8814,0.00500501,0.00500501,28.7426,1.02201
27.9014,0.00500501,0.00500501,28.7722,1.02341
27.9214,0.00500501,0.00500501,28.8019,1.0248
27.9414,0.00500501,0.00500501,28.8317,1.0262
27.9614,0.00500501,0.00500501,28.8615,1.02759
27.9814,0.00500501,0.00500501,28.8914,1.02899
28.0014,0.00500501,0.00500501,28.9213,1.0304
28.0214,0.00500501,0.00500501,28.9513,1.0318
28.0414,0.00500501,0.00500501,28.9813,1.03321
28.0614,0.00500501,0.00500501,29.0114,1.03462
28.0814,0.00500501,0.00500501,29.0416,1.03603
28.1014,0.00500501,0.00500501,29.0718,1.03745
28.1214,0.00500501,0.00500501,29.1021,1.03886
28.1414,0.00500501,0.00500501,29.1325,1.04028
28.1614,0.00500501,0.00500501,29.1629,1.0417
28.1814,0.00500501,0.00500501,29.1934,1.04313
28.2014,0.00500501,0.00500501,29.2239,1.04455
28.2214,0.00500501,0.00500501,29.2545,1.04598
28.2414,0.00500501,0.00500501,29.2852,1.04741
28.2614,0.00500501,0.00500501,29.3159,1.04885
28.2814,0.00500501,0.00500501,29.3467,1.05028
28.3014,0.00500501,0.00500501,29.3775,1.05172
28.3214,0.00500501,0.00500501,29.4085,1.05316
28.3414,0.00500501,0.00500501,29.4394,1.0546
28.3614,0.00500501,0.00500501,29.4705,1.05605
28.3814,0.00500501,0.00500501,29.5016,1.0575
28.4014,0.00500501,0.00500501,29.5327,1.05895
28.4214,0.00500501,0.00500501,29.564,1.0604
28.4414,0.00500501,0.00500501,29.5953,1.06186
28.4614,0.00500501,0.00500501,29.6266,1.06331
28.4814,0.00500501,0.00500501,29.658,1.06477
28.5014,0.00500501,0.00500501,29.6895,1.06623
28.5214,0.00500501,0.00500501,29.7211,1.0677
28.5414,0.00500501,0.00500501,29.7527,1.06917
28.5614,0.00500501,0.00500501,29.7844,1.07064
28.5814,0.00500501,0.00500501,29.8161,1.07211
28.6014,0.00500501,0.00500501,29.8479,1.07358
28.6214,0.00500501,0.00500501,29.8798,1.07506
28.6414,0.00500501,0.00500501,29.9117,1.07654
28.6614,0.00500501,0.00500501,29.9437,1.07802
28.6814,0.00500501,0.00500501,29.9758,1.07951
28.7014,0.00500501,0.00500501,30.0079,1.08099
28.7214,0.00500501,0.00500501,30.0401,1.08248
28.7414,0.00500501,0.00500501,30.0724,1.08398
28.7614,0.00500501,0.00500501,30.1047,1.08547
28.7814,0.00500501,0.00500501,30.1371,1.08697
28.8014,0.00500501,0.00500501,30.1696,1.08847
28.8214,0.00500501,0.00500501,30.2021,1.08997
28.8414,0.00500501,0.00500501,30.2347,1.09148
28.8614,0.00500501,0.00500501,30.2674,1.09298
28.8814,0.00500501,0.00500501,30.3001,1.0945
28.9014,0.00500501,0.00500501,30.3329,1.09601
28.9214,0.00500501,0.00500501,30.3658,1.09752
28.9414,0.00500501,0.00500501,30.3988,1.09904
28.9614,0.00500501,0.00500501,30.4318,1.10056
28.9814,0.00500501,0.00500501,30.4648,1.10209
29.0015,0.00500501,0.00500501,30.498,1.10361
29.0215,0.00500501,0.00500501,30.5312,1.10514
29.0415,0.00500501,0.00500501,30.5645,1.10667
29.0615,0.00500501,0.00500501,30.5978,1.10821
29.0815,0.00500501,0.00500501,30.6313,1.10974
29.1015,0.00500501,0.00500501,30.6648,1.11128
29.1215,0.00500501,0.00500501,30.6983,1.11282
29.1415,0.00500501,0.00500501,30.732,1.11437
29.1615,0.00500501,0.00500501,30.7657,1.11592
29.1815,0.00500501,0.00500501,30.7994,1.11747
29.2015,0.00500501,0.00500501,30.8333,1.11902
29.2215,0.00500501,0.00500501,30.8672,1.12058
29.2415,0.00500501,0.00500501,30.9012,1.12213
29.2615,0.00500501,0.00500501,30.9352,1.12369
29.2815,0.00500501,0.00500501,30.9694,1.12526
29.3015,0.00500501,0.00500501,31.0036,1.12683
29.3215,0.00500501,0.00500501,31.0378,1.12839
29.3415,0.00500501,0.00500501,31.0722,1.12997
29.3615,0.00500501,0.00500501,31.1066,1.13154
29.3815,0.00500501,0.00500501,31.1411,1.13312
29.4015,0.00500501,0.00500501,31.1757,1.1347
29.4215,0.00500501,0.00500501,31.2103,1.13628
29.4415,0.00500501,0.00500501,31.245,1.13787
29.4615,0.00500501,0.00500501,31.2798,1.13946
29.4815,0.00500501,0.00500501,31.3146,1.14105
29.5015,0.00500501,0.00500501,31.3496,1.14264
29.5215,0.00500501,0.00500501,31.3846,1.14424
29.5415,0.00500501,0.00500501,31.4197,1.14584
29.5615,0.00500501,0.00500501,31.4548,1.14745
29.5815,0.00500501,0.00500501,31.49,1.14905
29.6015,0.00500501,0.00500501,31.5253,1.15066
29.6215,0.00500501,0.00500501,31.5607,1.15227
29.6415,0.00500501,0.00500501,31.5962,1.15389
29.6615,0.00500501,0.00500501,31.6317,1.15551
29.6815,0.00500501,0.00500501,31.6673,1.15713
29.7015,0.00500501,0.00500501,31.703,1.15875
29.7215,0.00500501,0.00500501,31.7387,1.16038
29.7415,0.00500501,0.00500501,31.7745,1.162
29.7615,0.00500501,0.00500501,31.8105,1.16364
29.7815,0.00500501,0.00500501,31.8464,1.16527
29.8015,0.00500501,0.00500501,31.8825,1.16691
29.8215,0.00500501,0.00500501,31.9186,1.16855
29.8415,0.00500501,0.00500501,31.9549,1.1702
29.8615,0.00500501,0.00500501,31.9911,1.17184
29.8815,0.00500501,0.00500501,32.0275,1.17349
29.9015,0.00500501,0.00500501,32.064,1.17515
29.9215,0.00500501,0.00500501,32.1005,1.1768
29.9415,0.00500501,0.00500501,32.1371,1.17846
29.9615,0.00500501,0.00500501,32.1738,1.18013
29.9815,0.00500501,0.00500501,32.2105,1.18179
30.0015,0.00500501,0.00500501,32.2474,1.18346
30.0215,0.00500501,0.00500501,32.2843,1.18513
30.0415,0.00500501,0.00500501,32.3213,1.18681
30.0615,0.00500501,0.00500501,32.3584,1.18848
30.0815,0.00500501,0.00500501,32.3956,1.19016
30.1015,0.00500501,0.00500501,32.4328,1.19185
30.1215,0.00500501,0.00500501,32.4701,1.19353
30.1415,0.00500501,0.00500501,32.5075,1.19522
30.1615,0.00500501,0.00500501,32.545,1.19692
30.1815,0.00500501,0.00500501,32.5826,1.19861
30.2015,0.00500501,0.00500501,32.6202,1.20031
30.2215,0.00500501,0.00500501,32.658,1.20202
30.2415,0.00500501,0.00500501,32.6958,1.20372
30.2615,0.00500501,0.00500501,32.7337,1.20543
30.2815,0.00500501,0.00500501,32.7716,1.20714
30.3015,0.00500501,0.00500501,32.8097,1.20886
30.3215,0.00500501,0.00500501,32.8478,1.21058
30.3415,0.00500501,0.00500501,32.8861,1.2123
30.3615,0.00500501,0.00500501,32.9244,1.21403
30.3815,0.00500501,0.00500501,32.9628,1.21575
30.4015,0.00500501,0.00500501,33.0012,1.21749
30.4215,0.00500501,0.00500501,33.0398,1.21922
30.4415,0.00500501,0.00500501,33.0784,1.22096
30.4615,0.00500501,0.00500501,33.1172,1.2227
30.4815,0.00500501,0.00500501,33.156,1.22445
30.5015,0.00500501,0.00500501,33.1949,1.22619
30.5215,0.00500501,0.00500501,33.2339,1.22795
30.5415,0.00500501,0.00500501,33.273,1.2297
30.5615,0.00500501,0.00500501,33.3121,1.23146
30.5815,0.00500501,0.00500501,33.3514,1.23322
30.6015,0.00500501,0.00500501,33.3907,1.23498
30.6215,0.00500501,0.00500501,33.4301,1.23675
30.6415,0.00500501,0.00500501,33.4696,1.23852
30.6615,0.00500501,0.00500501,33.5092,1.2403
30.6815,0.00500501,0.00500501,33.5489,1.24208
30.7015,0.00500501,0.00500501,33.5887,1.24386
30.7215,0.00500501,0.00500501,33.6285,1.24564
30.7415,0.00500501,0.00500501,33.6685,1.24743
30.7615,0.00500501,0.00500501,33.7085,1.24922
30.7815,0.00500501,0.00500501,33.7486,1.25102
30.8015,0.00500501,0.00500501,33.7888,1.25282
30.8215,0.00500501,0.00500501,33.8291,1.25462
30.8415,0.00500501,0.00500501,33.8695,1.25643
30.8615,0.00500501,0.00500501,33.91,1.25824
30.8815,0.00500501,0.00500501,33.9506,1.26005
30.9015,0.00500501,0.00500501,33.9912,1.26187
30.9215,0.00500501,0.00500501,34.032,1.26369
30.9415,0.00500501,0.00500501,34.0728,1.26551
30.9615,0.00500501,0.00500501,34.1138,1.26734
30.9815,0.00500501,0.00500501,34.1548,1.26917
31.0016,0.00500501,0.00500501,34.1959,1.271
31.0216,0.00500501,0.00500501,34.2371,1.27284
31.0416,0.00500501,0.00500501,34.2784,1.27468
31.0616,0.00500501,0.00500501,34.3198,1.27653
31.0816,0.00500501,0.00500501,34.3613,1.27838
31.1016,0.00500501,0.00500501,34.4029,1.28023
31.1216,0.00500501,0.00500501,34.4446,1.28208
31.1416,0.00500501,0.00500501,34.4864,1.28394
31.1616,0.00500501,0.00500501,34.5282,1.28581
31.1816,0.00500501,0.00500501,34.5702,1.28767
31.2016,0.00500501,0.00500501,34.6122,1.28954
31.2216,0.00500501,0.00500501,34.6544,1.29142
31.2416,0.00500501,0.00500501,34.6966,1.2933
31.2616,0.00500501,0.00500501,34.739,1.29518
31.2816,0.00500501,0.00500501,34.7814,1.29706
31.3016,0.00500501,0.00500501,34.824,1.29895
31.3216,0.00500501,0.00500501,34.8666,1.30085
31.3416,0.00500501,0.00500501,34.9093,1.30274
31.3616,0.00500501,0.00500501,34.9521,1.30464
31.3816,0.00500501,0.00500501,34.9951,1.30655
31.4016,0.00500501,0.00500501,35.0381,1.30846
31.4216,0.00500501,0.00500501,35.0812,1.31037
31.4416,0.00500501,0.00500501,35.1244,1.31228
31.4616,0.00500501,0.00500501,35.1677,1.3142
31.4816,0.00500501,0.00500501,35.2112,1.31613
31.5016,0.00500501,0.00500501,35.2547,1.31805
31.5216,0.00500501,0.00500501,35.2983,1.31999
31.5416,0.00500501,0.00500501,35.342,1.32192
31.5616,0.00500501,0.00500501,35.3858,1.32386
31.5816,0.00500501,0.00500501,35.4297,1.3258
31.6016,0.00500501,0.00500501,35.4738,1.32775
31.6216,0.00500501,0.00500501,35.5179,1.3297
31.6416,0.00500501,0.00500501,35.5621,1.33166
31.6616,0.00500501,0.00500501,35.6064,1.33362
31.6816,0.00500501,0.00500501,35.6509,1.33558
31.7016,0.00500501,0.00500501,35.6954,1.33755
31.7216,0.00500501,0.00500501,35.74,1.33952
31.7416,0.00500501,0.00500501,35.7847,1.34149
31.7616,0.00500501,0.00500501,35.8296,1.34347
31.7816,0.00500501,0.00500501,35.8745,1.34545
31.8016,0.00500501,0.00500501,35.9196,1.34744
31.8216,0.00500501,0.00500501,35.9647,1.34943
31.8416,0.00500501,0.00500501,36.01,1.35143
31.8616,0.00500501,0.00500501,36.0554,1.35343
31.8816,0.00500501,0.00500501,36.1008,1.35543
31.9016,0.00500501,0.00500501,36.1464,1.35744
31.9216,0.00500501,0.00500501,36.1921,1.35945
31.9416,0.00500501,0.00500501,36.2379,1.36147
31.9616,0.00500501,0.00500501,36.2838,1.36349
31.9816,0.00500501,0.00500501,36.3298,1.36551
32.0016,0.00500501,0.00500501,36.3759,1.36754
32.0216,0.00500501,0.00500501,36.4221,1.36957
32.0416,0.00500501,0.00500501,36.4684,1.37161
32.0616,0.00500501,0.00500501,36.5149,1.37365
32.0816,0.00500501,0.00500501,36.5614,1.3757
32.1016,0.00500501,0.00500501,36.6081,1.37775
32.1216,0.00500501,0.00500501,36.6548,1.3798
32.1416,0.00500501,0.00500501,36.7017,1.38186
32.1616,0.00500501,0.00500501,36.7487,1.38392
32.1816,0.00500501,0.00500501,36.7958,1.38599
32.2016,0.00500501,0.00500501,36.843,1.38806
32.2216,0.00500501,0.00500501,36.8903,1.39014
32.2416,0.00500501,0.00500501,36.9377,1.39222
32.2616,0.00500501,0.00500501,36.9853,1.3943
32.2816,0.00500501,0.00500501,37.0329,1.39639
32.3016,0.01001,0.01001,37.0803,1.38793
32.3216,0.01001,0.01001,37.1277,1.39
32.3416,0.01001,0.01001,37.1751,1.39207
32.3616,0.01001,0.01001,37.2226,1.39415
32.3816,0.01001,0.01001,37.2703,1.39623
32.4016,0.01001,0.01001,37.318,1.39832
32.4216,0.01001,0.01001,37.3659,1.40041
32.4416,0.01001,0.01001,37.4139,1.40251
32.4616,0.01001,0.01001,37.462,1.40461
32.4816,0.01001,0.01001,37.5102,1.40671
32.5016,0.01001,0.01001,37.5586,1.40882
32.5216,0.01001,0.01001,37.607,1.41094
32.5416,0.01001,0.01001,37.6556,1.41305
32.5616,0.01001,0.01001,37.7042,1.41518
32.5816,0.01001,0.01001,37.753,1.4173
32.6016,0.01001,0.01001,37.8019,1.41944
32.6216,0.01001,0.01001,37.851,1.42157
32.6416,0.01001,0.01001,37.9001,1.42371
32.6616,0.01001,0.01001,37.9494,1.42586
32.6816,0.01001,0.01001,37.9988,1.42801
32.7016,0.01001,0.01001,38.0483,1.43016
32.7216,0.01001,0.01001,38.0979,1.43232
32.7416,0.01001,0.01001,38.1476,1.43449
32.7616,0.01001,0.01001,38.1975,1.43665
32.7816,0.01001,0.01001,38.2475,1.43883
32.8016,0.01001,0.01001,38.2976,1.44101
32.8216,0.01001,0.01001,38.3478,1.44319
32.8416,0.01001,0.01001,38.3981,1.44538
32.8616,0.01001,0.01001,38.4486,1.44757
32.8816,0.01001,0.01001,38.4992,1.44977
32.9016,0.01001,0.01001,38.5499,1.45197
32.9216,0.01001,0.01001,38.6007,1.45418
32.9416,0.01001,0.01001,38.6517,1.45639
32.9616,0.01001,0.01001,38.7028,1.4586
32.9816,0.01001,0.01001,38.754,1.46082
33.0017,0.01001,0.01001,38.8053,1.46305
33.0217,0.01001,0.01001,38.8568,1.46528
33.0417,0.01001,0.01001,38.9084,1.46752
33.0617,0.015015,0.015015,38.9594,1.45825
33.0817,0.015015,0.015015,39.0106,1.46046
33.1017,0.015015,0.015015,39.0619,1.46268
33.1217,0.015015,0.015015,39.1134,1.4649
33.1417,0.015015,0.015015,39.1649,1.46713
33.1617,0.015015,0.015015,39.2166,1.46936
33.1817,0.015015,0.015015,39.2684,1.4716
33.2017,0.015015,0.015015,39.3204,1.47385
33.2217,0.015015,0.015015,39.3724,1.47609
33.2417,0.015015,0.015015,39.4246,1.47835
33.2617,0.015015,0.015015,39.477,1.48061
33.2817,0.015015,0.015015,39.5294,1.48287
33.3017,0.015015,0.015015,39.582,1.48514
33.3217,0.015015,0.015015,39.6347,1.48741
33.3417,0.015015,0.015015,39.6875,1.48969
