f,r_opt,n_opt,Fd_min,x_opt
0.0,0.0,0.0,-9.092284832830256,0.0
0.10101010101010101,0.4368770158001493,0.0,-9.114613476634387,0.06502639191919192
0.20202020202020202,0.8416902171721338,0.0,-9.179462241539094,0.12528028703030303
0.30303030303030304,1.2136458153036467,0.0,-9.283544528155653,0.18064353486868687
0.40404040404040403,1.5528811783446277,0.0,-9.423540528065693,0.23113658181818184
0.5050505050505051,1.8604086784625014,0.0,-9.596189483536362,0.27691011309898983
0.6060606060606061,2.137954123131612,0.0,-9.798370612723804,0.3182210042828282
0.7070707070707071,2.387737821538837,0.0,-10.027164372857063,0.3553997344064647
0.8080808080808081,2.6122498581428664,0.0,-10.279890917761193,0.3888169368565657
0.9090909090909091,2.814056564630315,0.0,-10.554127208227385,0.41885459393939384
1.0101010101010102,2.995657395750172,0.0,-10.847707044119131,0.445884733750303
1.1111111111111112,3.1593920498900903,0.0,-11.158709205550421,0.47025560565656555
1.2121212121212122,3.3073905441363567,0.0,-11.485438485536102,0.4922842492845252
1.3131313131313131,3.441554725254041,0.0,-11.826403364095828,0.5122537425454544
1.4141414141414141,3.563560366258183,0.0,-12.180292929392259,0.5304135136969697
1.5151515151515151,3.674870957779942,0.0,-12.545954667037766,0.5469813941010101
1.6161616161616161,3.7767578537737725,0.0,-12.922374003161156,0.5621466167854544
1.7171717171717171,3.870321895178735,0.0,-13.30865598916077,0.5760730349898989
1.8181818181818181,3.9565156577562024,0.0,-13.704009206609754,0.5889024336161616
1.9191919191919191,4.036163069658464,0.0,-14.107731794824254,0.600757449179798
2.0202020202020203,4.109977934499607,0.0,-14.519199415342868,0.6117443268525252
2.121212121212121,4.178579564257509,0.0,-14.937854933311328,0.6219552473212122
2.2222222222222223,4.242506646386171,0.0,-15.363199592660543,0.6314703908202017
2.323232323232323,4.302228911508854,0.0,-15.794785475368947,0.6403596737939391
2.4242424242424243,4.358157091609987,0.0,-16.2322090560843,0.6486842311111112
2.525252525252525,4.41065152313468,0.0,-16.67510568676504,0.6564976965818179
2.6262626262626263,4.460029151774132,0.0,-17.123144868960438,0.6638472455757576
2.727272727272727,4.506569714466676,0.0,-17.576026192478622,0.6707745151741414
2.8282828282828283,4.550520756019393,0.0,-18.03347583791873,0.6773163508622223
2.853535353535354,4.561130228010905,0.0,-18.1485222445355,0.6788955039392323
2.8598484848484853,4.56375986016407,0.0,-18.177325563955,0.6792869081212121
2.8606376262626267,4.5640879176130325,0.0,-18.18092714531445,0.6793357374060605
2.8608349116161618,4.564169904178506,0.0,-18.1818275811019,0.6793479405898989
2.8609335542929295,9.128392669469594,0.9999936145777777,-18.179985951779308,0.6793540435929204
2.8610321969696972,9.128480379389476,0.9999948705777779,-18.180886405193696,0.6793601445087735
2.861426767676768,9.128831199611271,0.9999998871111112,-18.184488305363292,0.6793845491838469
2.863005050505051,9.130142569792088,1.0,-18.198897218280507,0.679482105431919
2.8661616161616164,9.13276092243399,1.0,-18.227721246457477,0.6796769680808078
2.878787878787879,9.143189789376747,1.0,-18.343099798229574,0.6804531036573737
2.929292929292929,9.184204226148303,1.0,-18.8059174478485,0.6835054739393939
3.0303030303030303,9.263018763508683,1.0,-19.73763044729641,0.6893709976565655
3.131313131313131,9.337834937403823,1.0,-20.67709979430704,0.6949389557656565
3.2323232323232323,9.408965499687628,1.0,-21.62393769063783,0.7002326238383837
3.3333333333333335,9.476691437458053,1.0,-22.57778629988043,0.7052729134545455
3.4343434343434343,9.541265812485586,1.0,-23.53831472194304,0.7100786579393938
3.5353535353535355,9.602916777162527,1.0,-24.505216335439435,0.7146668368161615
3.6363636363636362,9.661851021302141,1.0,-25.47820645673692,0.7190528323232322
3.7373737373737375,9.71825571791237,1.0,-26.45702027230694,0.7232505742222222
3.8383838383838382,9.772301038803295,1.0,-27.441411007608632,0.7272727270141414
3.9393939393939394,9.824142162903573,1.0,-28.431148301243674,0.7311308394020202
4.040404040404041,9.873920601471326,1.0,-29.426016757734136,0.7348354429155555
4.141414141414141,9.921765755408035,1.0,-30.42581465614851,0.7383961678092927
4.242424242424242,9.967796315520701,1.0,-31.430352795060138,0.7418218472727272
4.343434343434343,10.012121127696226,1.0,-32.439453457070826,0.7451205818181819
4.444444444444445,10.054840405535387,1.0,-33.45294947845665,0.7482998295272727
4.545454545454545,10.0960465072725,1.0,-34.470683411462595,0.7513664638707069
4.646464646464646,10.135824664745636,1.0,-35.49250676844663,0.7543268279595958
4.747474747474747,10.174253608823882,1.0,-36.518279338499475,0.757186781090909
4.848484848484849,10.211406264326538,1.0,-37.54786856838424,0.7599517504646465
4.94949494949495,10.247350235771618,1.0,-38.58114900068241,0.7626267673341414
5.05050505050505,10.2821484536507,1.0,-39.61800176292737,0.7652165151030303
5.151515151515151,10.3158592390564,1.0,-40.65831410227653,0.7677253341349494
5.252525252525253,10.348537068093494,1.0,-41.7019789609365,0.7701572786424243
5.353535353535354,10.380232619828316,1.0,-42.748894588130064,0.7725161202553537
5.454545454545454,10.410993298173086,1.0,-43.79896418489027,0.7748053868606061
5.555555555555555,10.440863363225633,1.0,-44.852095578398924,0.7770283723765655
5.656565656565657,10.469884213406582,1.0,-45.908200922962074,0.779188157750303
5.757575757575758,10.498094733613852,1.0,-46.967196425043134,0.7812876368678786
5.858585858585858,10.525531368884124,1.0,-48.02900209006002,0.7833295220363636
5.959595959595959,10.552228194579637,1.0,-49.09354148890384,0.7853163492072727
6.0606060606060606,10.578217445221721,1.0,-50.16074154235638,0.7872505173333333
6.161616161616162,10.603529442219186,1.0,-51.23053232177737,0.7891342829898991
6.262626262626262,10.628192610546378,1.0,-52.302846864602614,0.7909697616161615
6.363636363636363,10.652233774083856,1.0,-53.37762100334473,0.7927589494949495
6.4646464646464645,10.67567840161975,1.0,-54.4547932069209,0.794503742060606
6.565656565656566,10.6985503462551,1.0,-55.53430443325034,0.7962059145050505
6.666666666666667,10.720872258880743,1.0,-56.61609799216811,0.7978671525494948
6.767676767676767,10.742665546482186,1.0,-57.70011941779515,0.7994890493414142
6.8686868686868685,10.763950577140742,1.0,-58.78631634958716,0.801073120711111
6.96969696969697,10.784746475032394,1.0,-59.874638421358284,0.8026207899151516
7.070707070707071,10.805071520006303,1.0,-60.96503715764197,0.8041334173737373
7.171717171717171,10.824942942583672,1.0,-62.05746587680991,0.8056122854141413
7.2727272727272725,10.844377238756119,1.0,-63.151879600422724,0.8070586216985859
7.373737373737374,10.863390006679674,1.0,-64.24823496833375,0.8084735870707072
7.474747474747475,10.881996189896498,1.0,-65.3464901591094,0.8098582936565657
7.575757575757575,10.900209778519624,1.0,-66.44660481536812,0.8112137826262626
7.6767676767676765,10.91804428872721,1.0,-67.54853997367444,0.8125410598787878
7.777777777777778,10.935512632117714,1.0,-68.65225799865541,0.8138410863191918
7.878787878787879,10.952626915017248,1.0,-69.7577225210353,0.8151147629226666
7.979797979797979,10.96939894160106,1.0,-70.86489837930941,0.8163629681777778
8.080808080808081,10.985839840027012,1.0,-71.97375156480112,0.8175865302626262
8.181818181818182,11.001960204199102,1.0,-73.08424916986701,0.8187862375951515
8.282828282828282,11.017770299463534,1.0,-74.19635933903395,0.8199628541414142
8.383838383838384,11.033279700416836,1.0,-75.31005122286928,0.8211170924606059
8.484848484848484,11.04849795733338,1.0,-76.4252949344004,0.8222496633018181
8.585858585858587,11.063433832449165,1.0,-77.54206150791542,0.8233612187668686
8.686868686868687,11.078095973338536,1.0,-78.66032285998813,0.8244524024242423
8.787878787878787,11.09249249248806,1.0,-79.78005175258366,0.8255238180202018
8.88888888888889,11.106631266111785,1.0,-80.9012217581112,0.8265760517171717
8.98989898989899,11.120519858405036,1.0,-82.02380722630052,0.8276096664565654
9.09090909090909,11.13416552779871,1.0,-83.147783252788,0.8286252024242424
9.191919191919192,11.147575156772415,1.0,-84.27312564930625,0.8296231718270708
9.292929292929292,11.16075539431291,1.0,-85.39981091537854,0.8306040694949494
9.393939393939394,11.173712764321515,1.0,-86.5278162114276,0.8315683809486869
9.494949494949495,11.186453384171807,1.0,-87.65711933321273,0.8325165614545453
9.595959595959595,11.198983159287033,1.0,-88.7876986875174,0.8334490505050505
9.696969696969697,11.21130779425878,1.0,-89.91953326901299,0.8343662726464647
9.797979797979798,11.223432869288102,1.0,-91.05260263823058,0.8352686431676768
9.8989898989899,11.23536356499753,1.0,-92.18688690057701,0.8361565476202021
10.0,11.247105016839836,1.0,-93.32236668633539,0.8370303681939393
