r,r1,r2,r3,n1,n2,n3
5.073323323323323,0.922422775866498,1.8448466179558096,2.306053929501015,0.0,0.0,0.0
5.125625625625625,0.9319322748432145,1.8638655541252624,2.329827796657148,0.0,0.0,0.0
5.177927927927928,0.9414417476621861,1.8828847538398115,2.3536014264259295,0.0,0.0,0.0
5.23023023023023,0.950951252390306,1.901903723948463,2.3773752538914614,0.0,0.0,0.0
5.2825325325325325,0.9604607675727284,1.9209229265612104,2.4011488383985937,0.0,0.0,0.0
5.334834834834835,0.9699704492681537,1.9399418087468427,2.4249225768198386,0.0,0.0,0.0
5.387137137137137,0.979479794156795,1.9589609889207784,2.448696354059564,0.0,0.0,0.0
5.43943943943944,0.9889893607840707,1.97798009631723,2.472469982338138,0.0,0.0,0.0
5.491741741741742,0.9984987895203962,1.996999047342938,2.4962439048784075,0.0,0.0,0.0
5.544044044044044,1.0080084299095904,2.016018191881527,2.5200174222529266,0.0,0.0,0.0
5.596346346346347,1.0175178429836953,2.035037248341231,2.5437912550214206,0.0,0.0,0.0
5.648648648648649,1.027027382005573,2.0540562823410697,2.567564984302006,0.0,0.0,0.0
5.700950950950951,1.036536937791628,2.0730753710148955,2.591338642144427,0.0,0.0,0.0
5.753253253253253,1.0460464338177808,2.0920944983402934,2.6151123210951783,0.0,0.0,0.0
5.805555555555555,1.0555559664729812,2.1111133735380196,2.638886215544554,0.0,0.0,0.0
5.857857857857858,1.0650655999543113,2.13013232452641,2.662659933377136,0.0,0.0,0.0
5.91016016016016,1.0745749455113331,2.149151448863066,2.6864337657857607,0.0,0.0,0.0
5.9624624624624625,1.0840844532000595,2.1681705011115824,2.7102075081508206,0.0,0.0,0.0
6.014764764764765,1.0935939684230713,2.18718943554194,2.733981360799753,0.0,0.0,0.0
6.067067067067067,1.1031034227912384,2.206208595026589,2.7577550492492398,0.0,0.0,0.0
6.11936936936937,1.112612996068928,2.225227462074447,2.7815289112259944,0.0,0.0,0.0
6.171671671671672,1.1221224549969682,2.2442465766605113,2.8053026400141925,0.0,0.0,0.0
6.223973973973974,1.1316320613775102,2.263265468223192,2.8290764443732725,0.0,0.0,0.0
6.276276276276277,1.141141674804009,2.282284299120297,2.8528503023519702,0.0,0.0,0.0
6.328578578578579,1.1506511278353457,2.301303315488718,2.876624135254515,0.0,0.0,0.0
6.380880880880881,1.1601606688277033,2.3203221694458196,2.9003980426073572,0.0,0.0,0.0
6.433183183183183,1.1696702257648925,2.339341181237157,2.924171776181134,0.0,0.0,0.0
6.485485485485485,1.1791796682995086,2.358360193749666,2.947945623436311,0.0,0.0,0.0
6.537787787787788,1.188689090236151,2.377379209839249,2.9717194877123876,0.0,0.0,0.0
6.59009009009009,1.1981986283846187,2.3963979815331777,2.9954934801722937,0.0,0.0,0.0
6.642392392392392,1.207708058740739,2.415416955688638,3.0192673779630157,0.0,0.0,0.0
6.694694694694695,1.2172176311705387,2.4344358708752463,3.04304119264891,0.0,0.0,0.0
6.746996996996997,1.2267271252942917,2.453454664499412,3.0668152072032933,0.0,0.0,0.0
6.7992992992992995,1.2362186549644698,2.4725244317083717,3.0905562126264585,0.0,0.0,0.0
6.851601601601602,1.245729984468322,2.4915400134243875,3.1143316037088926,0.0,0.0,0.0
6.903903903903904,1.2552412995038367,2.5105551522033376,3.13810745219673,0.0,0.0,0.0
6.956206206206207,1.2647526926667663,2.5295701701490114,3.161883343390429,0.0,0.0,0.0
7.008508508508509,1.2742640820671032,2.548585162295181,3.185659264146225,0.0,0.0,0.0
7.0608108108108105,1.2837751491410314,2.5676001431491886,3.2094355185205905,0.0,0.0,0.0
7.113113113113113,1.2932862949355923,2.586615069044995,3.233211749132525,0.0,0.0,0.0
7.165415415415415,1.3027974060331966,2.6056297927790384,3.2569882166031805,0.0,0.0,0.0
7.217717717717718,1.3123082718233154,2.624644683066332,3.28076476282807,0.0,0.0,0.0
7.27002002002002,1.321818953888949,2.643659889368637,3.3045411767624344,0.0,0.0,0.0
7.322322322322322,1.3313295490105235,2.6626753370340683,3.3283174362777306,0.0,0.0,0.0
7.374624624624625,1.3408397804926662,2.6816911172272624,3.3520937269046964,0.0,0.0,0.0
7.426926926926927,1.3503499175609595,2.700707346286684,3.3758696630792837,0.0,0.0,0.0
7.4792292292292295,1.359859690080657,2.719724064643232,3.399645474505341,0.0,0.0,0.0
7.531531531531532,1.369369410652578,2.738741330329231,3.4234207905497223,0.0,0.0,0.0
7.583833833833834,1.3788789602703055,2.7577589650943493,3.4471959084691797,0.0,0.0,0.0
7.636136136136137,1.3883680760636532,2.7768116750266394,3.4709563850458443,0.0,0.0,0.0
7.688438438438439,1.397889068298391,2.7958120824703143,3.4947372876697336,0.0,0.0,0.0
7.7407407407407405,1.4074048279043916,2.81482004027464,3.5185158725617085,0.0,0.0,0.0
7.793043043043043,1.4168994032285738,2.833856552548072,3.5422870872663967,0.0,0.0,0.0
7.845345345345345,1.4264280563323668,2.852850918588306,3.5660663704246724,0.0,0.0,0.0
7.897647647647648,1.4359369571258014,2.87184782023836,3.589862870283486,0.0,0.0,0.0
7.94994994994995,1.4454810626746952,2.8908891438536415,3.6135797434216137,0.0,0.0,0.0
8.002252252252253,1.4549569407410576,2.9099052932943166,3.637390018216879,0.0,0.0,0.0
8.054554554554555,1.4644911202491997,2.928893791724204,3.661169642581151,0.0,0.0,0.0
8.106856856856856,1.4739789410185473,2.947943259233436,3.684934656604873,0.0,0.0,0.0
8.15915915915916,1.4834935667865612,2.966960723348038,3.7087048690245603,0.0,0.0,0.0
8.211461461461461,1.4930155411829067,2.9859660145279334,3.7324799057506213,0.0,0.0,0.0
8.263763763763764,1.5025024575572148,3.00500504160978,3.756256264596769,0.0,0.0,0.0
8.316066066066066,1.512011035084558,3.0240284845360654,3.7800265464454426,0.0,0.0,0.0
8.368368368368369,1.5215178115134682,3.043063083331078,3.8037874735238226,0.0,0.0,0.0
8.42067067067067,1.5310303679992017,3.062062601502591,3.8275777011688774,0.0,0.0,0.0
8.472972972972974,1.5405389755194436,3.081082815144419,3.851351182309111,0.0,0.0,0.0
8.525275275275275,1.5500473618784212,3.1001036340657397,3.875124279331114,0.0,0.0,0.0
8.577577577577578,1.5595555206566944,3.1191248363794046,3.8988972205414796,0.0,0.0,0.0
8.62987987987988,1.5690636757629253,3.138146566962672,3.9226696371542826,0.0,0.0,0.0
8.682182182182183,1.5785718178117139,3.157168211780236,3.9464421525902336,0.0,0.0,0.0
8.734484484484485,1.5880802990671041,3.1761897796542793,3.9702144057631013,0.0,0.0,0.0
8.786786786786786,1.5975890587824595,3.1952111875105005,3.9939865404938266,0.0,0.0,0.0
8.83908908908909,1.6070982705236645,3.2142317669105473,4.017759051654878,0.0,0.0,0.0
8.891391391391391,1.616607770696901,3.2332517552178204,4.041531865476669,0.0,0.0,0.0
8.943693693693694,1.62611765845198,3.252270839014794,4.06530519622692,0.0,0.0,0.0
8.995995995995996,1.6356277910804162,3.271289070607538,4.089079134308041,0.0,0.0,0.0
9.048298298298299,1.6451381720936222,3.290306712217007,4.11285341398767,0.0,0.0,0.0
9.1006006006006,1.6546487194849697,3.309323635675023,4.136628245440608,0.0,0.0,0.0
9.152902902902904,1.6641593889427262,3.328340412746486,4.16040310121369,0.0,0.0,0.0
9.205205205205205,1.673670000709297,3.347356860404382,4.184178344091526,0.0,0.0,0.0
9.257507507507508,1.6831803835352788,3.3663735341199836,4.207953589852247,0.0,0.0,0.0
9.30980980980981,1.692690716442169,3.3853905921447622,4.231728501222879,0.0,0.0,0.0
9.362112112112113,1.7022008637070558,3.4044078469542733,4.255503401450785,0.0,0.0,0.0
9.414414414414415,1.7117109081231605,3.423425703120371,4.279277803170883,0.0,0.0,0.0
9.466716716716716,1.7212207027745123,3.442443915314606,4.303052098627598,0.0,0.0,0.0
9.51901901901902,1.730730430080267,3.461462314832257,4.326826274106495,0.0,0.0,0.0
9.57132132132132,1.7402400583334419,3.480481033903498,4.350600229084381,0.0,0.0,0.0
9.623623623623624,1.749749608515227,3.499499949157661,4.374374065950736,0.0,0.0,0.0
9.675925925925926,1.7592592055491354,3.5185186951976686,4.398148025179122,0.0,0.0,0.0
