,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.033968556304341e+01,-1.216543886252165e+01,-1.639750552370225e+01,-2.079024140750462e+01
1.010101010101010e-01,-1.035409257884107e+01,-1.218136284104234e+01,-1.641694579731507e+01,-2.081333147136552e+01
2.020202020202020e-01,-1.039593467138535e+01,-1.222761062700257e+01,-1.647340590945889e+01,-2.088039161778935e+01
3.030303030303030e-01,-1.046309124214241e+01,-1.230183833697928e+01,-1.656402440594363e+01,-2.098802317239011e+01
4.040404040404040e-01,-1.055342026525754e+01,-1.240167840407451e+01,-1.668591091937566e+01,-2.113279311930448e+01
5.050505050505051e-01,-1.066481781589853e+01,-1.252480537419644e+01,-1.683622649441725e+01,-2.131132950701821e+01
6.060606060606061e-01,-1.079527028528017e+01,-1.266899361897797e+01,-1.701225404473471e+01,-2.152040513316726e+01
7.070707070707071e-01,-1.094289390924768e+01,-1.283216102645641e+01,-1.721145169135009e+01,-2.175700089683275e+01
8.080808080808081e-01,-1.110595958206064e+01,-1.301239642758350e+01,-1.743148624540793e+01,-2.201834556748859e+01
9.090909090909091e-01,-1.128290389644425e+01,-1.320797179872043e+01,-1.767024810519632e+01,-2.230193347884531e+01
1.010101010101010e+00,-1.147232916430507e+01,-1.341734228453483e+01,-1.792585128409990e+01,-2.260552456205118e+01
1.111111111111111e+00,-1.167299576511392e+01,-1.363913774071940e+01,-1.819662308580168e+01,-2.292713208247744e+01
1.212121212121212e+00,-1.188380990768359e+01,-1.387214920716635e+01,-1.848108759049611e+01,-2.326500302557076e+01
1.262626262626263e+00,-1.199271684285329e+01,-1.399252331661088e+01,-1.862804242470796e+01,-2.343954771430306e+01
1.287878787878788e+00,-1.204799639551848e+01,-1.405362343766557e+01,-1.870263452928384e+01,-2.352814402176660e+01
1.294191919191919e+00,-1.206190010598232e+01,-1.406899111615594e+01,-1.872139566201575e+01,-2.355042744027759e+01
1.294586489898990e+00,-1.206277018992829e+01,-1.406995281414124e+01,-1.872256971986459e+01,-2.355182192017258e+01
1.294685132575757e+00,-1.206311517660203e+01,-1.407019326098067e+01,-1.872286326160366e+01,-2.355217057254424e+01
1.294783775252525e+00,-1.206463802160036e+01,-1.407043371675567e+01,-1.872315681425143e+01,-2.355251923787266e+01
1.294981060606061e+00,-1.206768388134717e+01,-1.407091465510906e+01,-1.872374395226903e+01,-2.355321660739489e+01
1.295770202020202e+00,-1.207986958289543e+01,-1.407283876577887e+01,-1.872609294048411e+01,-2.355600660351197e+01
1.297348484848485e+00,-1.210425183750820e+01,-1.407668870056255e+01,-1.873079300871700e+01,-2.356158908027179e+01
1.300505050505051e+00,-1.215305967732201e+01,-1.408439541198855e+01,-1.874020149784437e+01,-2.357276395461319e+01
1.313131313131313e+00,-1.234886563317779e+01,-1.411531298594857e+01,-1.877794621700776e+01,-2.361759500963084e+01
1.338383838383838e+00,-1.274320041261148e+01,-1.417757807208888e+01,-1.885396053149083e+01,-2.370788053805056e+01
1.341540404040404e+00,-1.279274427542922e+01,-1.418540100084627e+01,-1.886351090078452e+01,-2.371922392967550e+01
1.343118686868687e+00,-1.281753701267035e+01,-1.418931575044607e+01,-1.886829009608717e+01,-2.372490038911943e+01
1.343907828282828e+00,-1.282993857383599e+01,-1.419127394514389e+01,-1.887068069468434e+01,-2.372773980770857e+01
