,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.587501662995137e-01,2.949549912825696e-01,4.149699474683019e-01,2.908238502641276e-01
2.020202020202020e-01,6.911705793386460e-01,5.682623810472630e-01,7.994839937509604e-01,5.603032735851982e-01
3.030303030303030e-01,9.966092010022229e-01,8.193860392155932e-01,1.152787979345904e+00,8.079096829468326e-01
4.040404040404040e-01,1.275179058010250e+00,1.048418870741909e+00,1.475012526046563e+00,1.033734630261430e+00
5.050505050505051e-01,1.527711304236404e+00,1.256044333056791e+00,1.767119150254004e+00,1.238452121857639e+00
6.060606060606061e-01,1.755623227577606e+00,1.443427558429611e+00,2.030747185509076e+00,1.423210849031914e+00
7.070707070707071e-01,1.960738089626893e+00,1.612067589818491e+00,2.268005732517040e+00,1.589488901502309e+00
8.080808080808081e-01,2.145100578557480e+00,1.763645634633641e+00,2.481259614061593e+00,1.738943936053393e+00
9.090909090909091e-01,2.310818126165284e+00,1.899894230613284e+00,2.672946807137414e+00,1.873284239644492e+00
1.010101010101010e+00,2.459943201161883e+00,2.022501035326895e+00,2.845441283136299e+00,1.994173766057212e+00
1.111111111111111e+00,2.594397178296307e+00,2.133045549587345e+00,3.000965530057842e+00,2.103170005265577e+00
1.212121212121212e+00,2.715929074898166e+00,2.232965906027507e+00,3.141542730239820e+00,2.201690872876142e+00
1.262626262626263e+00,2.772344648896965e+00,2.279349285378612e+00,3.206799211218360e+00,2.247424627279329e+00
1.287878787878788e+00,2.799544447138716e+00,2.301712269988069e+00,3.238261480087307e+00,2.269474406941427e+00
1.300505050505051e+00,2.812901743696765e+00,2.312694275353417e+00,3.253711942849109e+00,2.280302595598388e+00
1.306818181818182e+00,2.819520763684163e+00,2.318136334496900e+00,3.261368334419438e+00,2.285668400644403e+00
1.309974747474747e+00,2.822815604778588e+00,2.320845217472899e+00,3.265179468974598e+00,2.288339362317577e+00
1.310369318181818e+00,2.823226795326075e+00,2.321183287594797e+00,3.265655034877984e+00,2.288672694176543e+00
1.310566603535353e+00,2.823432313705186e+00,2.321352259434990e+00,3.265892817829678e+00,2.288839299389842e+00
1.310665246212121e+00,2.823535022963163e+00,2.321436724007818e+00,3.266011657324797e+00,2.288922585805509e+00
1.310763888888889e+00,2.823637782152720e+00,2.321521214854207e+00,3.266130485268642e+00,1.602298686575575e+01
1.311553030303030e+00,2.824459406284955e+00,2.322196650638146e+00,3.267080866242679e+00,1.602770308857071e+01
1.313131313131313e+00,2.826100657286267e+00,2.323546093581135e+00,3.268979334107962e+00,1.603701690448856e+01
1.316287878787879e+00,2.829375969141518e+00,2.326238977600486e+00,3.272767867442656e+00,1.605560285587717e+01
1.317077020202020e+00,2.830193289171646e+00,2.326910964979523e+00,3.273713318333440e+00,1.606024081957663e+01
1.317471590909091e+00,2.830601669569866e+00,2.327246736164820e+00,3.274185765393155e+00,1.606255858305490e+01
1.317668876262626e+00,2.830805839796345e+00,2.327414580540820e+00,3.274421815653919e+00,1.606371702682797e+01
1.317767518939394e+00,2.830907919916427e+00,1.629237928886853e+01,3.274539915867575e+00,1.606429619447470e+01
1.317866161616162e+00,2.831009930132298e+00,1.629301021231357e+01,3.274657923671049e+00,1.606487530221479e+01
1.319444444444444e+00,2.832641574297814e+00,1.630246706865360e+01,3.276545235317010e+00,1.607413400240800e+01
1.325757575757576e+00,2.839143784349329e+00,1.633988901053173e+01,3.284066488546225e+00,1.611103185175256e+01
1.338383838383838e+00,2.852033685377322e+00,1.641407305613208e+01,3.298976298602621e+00,1.618417679760258e+01
1.363636363636364e+00,2.877363362237788e+00,1.655985067371374e+01,3.328275386017060e+00,1.632791260061989e+01
