,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.199628829940220e+01,-1.206223470133355e+01,-1.511224961519953e+01,-1.137817499598290e+01
1.010101010101010e-01,-1.201207173587983e+01,-1.207807293066489e+01,-1.513062200888394e+01,-1.139344486097189e+01
2.020202020202020e-01,-1.205791134756896e+01,-1.212407167646533e+01,-1.518398069243085e+01,-1.143779291423855e+01
3.030303030303030e-01,-1.213148393772130e+01,-1.219789967691282e+01,-1.526962139511152e+01,-1.150897155268709e+01
4.040404040404040e-01,-1.223044283513958e+01,-1.229720211424379e+01,-1.538481252123413e+01,-1.160471046259929e+01
5.050505050505051e-01,-1.235248310975295e+01,-1.241966605672715e+01,-1.552687106303060e+01,-1.172277971318405e+01
6.060606060606061e-01,-1.249539877617220e+01,-1.256307786080400e+01,-1.569322918731136e+01,-1.186104509880694e+01
7.070707070707071e-01,-1.265712609876370e+01,-1.272536662649695e+01,-1.588148464387092e+01,-1.201751003497617e+01
8.080808080808081e-01,-1.283577077609816e+01,-1.290463147623082e+01,-1.608943240900200e+01,-1.219034185824646e+01
9.090909090909091e-01,-1.302962003574882e+01,-1.309915369161838e+01,-1.631507876420350e+01,-1.237788352746894e+01
1.010101010101010e+00,-1.323714265698625e+01,-1.330739673623402e+01,-1.655664132259798e+01,-1.257865364574761e+01
1.111111111111111e+00,-1.345698058813942e+01,-1.352799784387404e+01,-1.681253927128835e+01,-1.279133835055992e+01
1.212121212121212e+00,-1.368793553915538e+01,-1.375975456457193e+01,-1.708137776469506e+01,-1.301477834257632e+01
1.313131313131313e+00,-1.392895320010505e+01,-1.400160892831801e+01,-1.736192955442329e+01,-1.324795361767441e+01
1.319444444444444e+00,-1.394432913424727e+01,-1.401703824065270e+01,-1.737982760316107e+01,-1.326282923989800e+01
1.322601010101010e+00,-1.395203040469717e+01,-1.402476624638206e+01,-1.738879211306208e+01,-1.327027992151480e+01
1.323390151515151e+00,-1.395395710363730e+01,-1.402669963393740e+01,-1.739103484844417e+01,-1.327214392830013e+01
1.323784722222222e+00,-1.395492066002564e+01,-1.402766653535166e+01,-1.739215645699430e+01,-1.327307613187823e+01
1.323982007575757e+00,-1.395540248992707e+01,-1.402815003794556e+01,-1.739271732145816e+01,-1.327354228369206e+01
1.324080650252525e+00,-1.395564341780181e+01,-1.402839180221140e+01,-1.739299776873405e+01,-1.327377537210247e+01
1.324179292929293e+00,-1.395588435429150e+01,-1.402863357512210e+01,-1.739327822603800e+01,-1.327083432126725e+01
1.325757575757576e+00,-1.395974050911146e+01,-1.403250311674329e+01,-1.739776690596272e+01,-1.329694907567551e+01
1.338383838383838e+00,-1.399066874629176e+01,-1.406353872258046e+01,-1.743376830212549e+01,-1.350640219745425e+01
1.339962121212121e+00,-1.399454460234771e+01,-1.406742803383129e+01,-1.743827991488009e+01,-1.353265038436996e+01
1.340060763888889e+00,-1.398949034253340e+01,-1.406767118821680e+01,-1.743856197469897e+01,-1.353429138488357e+01
1.340159406565657e+00,-1.399118658021240e+01,-1.406791435111906e+01,-1.743884404439732e+01,-1.353593244287504e+01
1.340356691919192e+00,-1.399457924717193e+01,-1.406840070247071e+01,-1.743940821342874e+01,-1.353921473127042e+01
1.340751262626263e+00,-1.400136532219491e+01,-1.406937350734058e+01,-1.744053667000513e+01,-1.354577999756311e+01
1.341540404040404e+00,-1.401494032363107e+01,-1.407131952557145e+01,-1.744279405700886e+01,-1.355891328697377e+01
1.341639046717172e+00,-1.401663746584915e+01,-1.407156281613111e+01,-1.744307627479017e+01,-1.356055520649960e+01
1.341737689393939e+00,-1.401833466739096e+01,-1.406699992128455e+01,-1.744335850243642e+01,-1.356219718341884e+01
1.341934974747475e+00,-1.402172924842396e+01,-1.407040626622860e+01,-1.744392298732013e+01,-1.356548130941647e+01
1.342329545454545e+00,-1.402851912213503e+01,-1.407721970753092e+01,-1.744505207542700e+01,-1.357205024990084e+01
1.343118686868687e+00,-1.404210171491764e+01,-1.409084945284715e+01,-1.744731072479574e+01,-1.358519088364589e+01
1.344696969696970e+00,-1.406927827217612e+01,-1.411812035465020e+01,-1.745182991453210e+01,-1.361148315280988e+01
1.351010101010101e+00,-1.417813571645211e+01,-1.422735570205444e+01,-1.746993181906031e+01,-1.371679852437026e+01
1.363636363636364e+00,-1.439657184794199e+01,-1.444655014362556e+01,-1.750625556360567e+01,-1.392812704216776e+01
1.388888888888889e+00,-1.483629010579175e+01,-1.488779490162691e+01,-1.757937631318646e+01,-1.435353746784265e+01
1.401515151515151e+00,-1.505755035730485e+01,-1.510982326727093e+01,-1.761616968065358e+01,-1.456759821265093e+01
1.404671717171717e+00,-1.511300955032893e+01,-1.516547498918151e+01,-1.762539198992247e+01,-1.462125283920051e+01
1.405460858585859e+00,-1.512688331138422e+01,-1.517939691357316e+01,-1.762769905766359e+01,-1.463467516699992e+01
1.405658143939394e+00,-1.513035231111840e+01,-1.518287795608364e+01,-1.762827591763320e+01,-1.463803129021572e+01
1.405756786616162e+00,-1.513208689487839e+01,-1.518461856152303e+01,-1.761420339742889e+01,-1.463970943298676e+01
1.405855429292929e+00,-1.513382153456029e+01,-1.518635922307846e+01,-1.761622253092079e+01,-1.464138762986009e+01
1.406250000000000e+00,-1.514076065240650e+01,-1.519332243035979e+01,-1.762429976592093e+01,-1.464810095827906e+01
1.407828282828283e+00,-1.516852606406707e+01,-1.522118423079739e+01,-1.765661951097396e+01,-1.467496292132632e+01
