,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.124164309351961e-01,3.433299349797645e-01,3.674051142561935e-01,3.475423528886871e-01
2.020202020202020e-01,6.019036780218844e-01,6.614618883040843e-01,7.078452277083003e-01,6.695775393117847e-01
3.030303030303030e-01,8.678939482955073e-01,9.537717716883967e-01,1.020652680863444e+00,9.654739802569433e-01
4.040404040404040e-01,1.110485620970896e+00,1.220367792215810e+00,1.305943077925651e+00,1.235340937616287e+00
5.050505050505051e-01,1.330402549321480e+00,1.462045448084012e+00,1.564567814000180e+00,1.479983720099918e+00
6.060606060606061e-01,1.528878895728991e+00,1.680161012083201e+00,1.797978187411917e+00,1.700775366781832e+00
7.070707070707071e-01,1.707502511664548e+00,1.876459364762837e+00,2.008041483275421e+00,1.899482247938477e+00
8.080808080808081e-01,1.868054006267474e+00,2.052897341508701e+00,2.196851738900947e+00,2.078084944813880e+00
9.090909090909091e-01,2.012368622499553e+00,2.211491794208708e+00,2.366567290247202e+00,2.238625298449596e+00
1.010101010101010e+00,2.142233727416192e+00,2.354207028056288e+00,2.519290059825324e+00,2.383091596661569e+00
1.111111111111111e+00,2.259322511398596e+00,2.482881728176173e+00,2.656987727413887e+00,2.513344948512968e+00
1.212121212121212e+00,2.365158184104178e+00,2.599189863553352e+00,2.781451648654291e+00,2.631080035554102e+00
1.313131313131313e+00,2.461100744229144e+00,2.704625873571133e+00,2.894281137830610e+00,2.737809690939115e+00
1.338383838383838e+00,2.483684481927452e+00,2.729444223469544e+00,2.920839816585409e+00,2.762932622008076e+00
1.344696969696970e+00,2.489247648403407e+00,2.735557882569761e+00,2.927382157736193e+00,2.769121255823244e+00
1.345486111111111e+00,2.489940737452668e+00,2.736319562111686e+00,2.928197217508504e+00,2.769892260130253e+00
1.345584753787879e+00,1.743005059950729e+01,2.736414750551014e+00,2.928299131940163e+00,2.769988643553209e+00
1.345683396464647e+00,1.743070239837454e+01,2.736509908025428e+00,2.928400907281379e+00,2.770084999888038e+00
1.345880681818182e+00,1.743200574982272e+01,2.736700220298276e+00,2.928604583145210e+00,2.770277615814389e+00
1.346275252525253e+00,1.743443323732058e+01,2.737080735128783e+00,2.929011725009937e+00,2.770662735444852e+00
1.347853535353535e+00,1.744411885610074e+01,2.738601265319255e+00,2.930638970700542e+00,2.772201985326697e+00
