,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.722802708472081e-01,2.834465164448643e-01,3.642172322769774e-01,4.004247260079617e-01
2.020202020202020e-01,7.172376446096486e-01,5.460900236966492e-01,7.017034791183451e-01,7.714611649107672e-01
3.030303030303030e-01,1.034195763011715e+00,7.874154980647614e-01,1.011796767472611e+00,1.112381502178271e+00
4.040404040404040e-01,1.323271714886728e+00,1.007511899219557e+00,1.294611763769752e+00,1.423311669698514e+00
5.050505050505051e-01,1.585328086834375e+00,1.207036287130361e+00,1.550992477820780e+00,1.705179682270818e+00
6.060606060606061e-01,1.821835633484874e+00,1.387108188966276e+00,1.782377623543650e+00,1.959567201161001e+00
7.070707070707071e-01,2.034686309260688e+00,1.549168307330394e+00,1.990618196940749e+00,2.188509521091531e+00
8.080808080808081e-01,2.226001823346361e+00,1.694832066769066e+00,2.177790258566100e+00,2.394288659846956e+00
9.090909090909091e-01,2.397969337281668e+00,1.825764640378962e+00,2.346033234595952e+00,2.579256888664113e+00
1.010101010101010e+00,2.552718591532870e+00,1.943587529371183e+00,2.497430840151491e+00,2.745705345301954e+00
1.111111111111111e+00,2.692243416553743e+00,2.049818850545515e+00,2.633933799599835e+00,2.895778296027486e+00
1.212121212121212e+00,2.818358830196818e+00,2.145840529117857e+00,2.757317792057870e+00,3.031428070770376e+00
1.262626262626263e+00,2.876902055119225e+00,2.190414143259515e+00,2.814592964135491e+00,3.094397227180253e+00
1.287878787878788e+00,2.905127720083311e+00,2.211904588171140e+00,2.842207377868387e+00,3.124756725795554e+00
1.294191919191919e+00,2.912078913580205e+00,2.217197092063292e+00,2.849007999492374e+00,3.132233472974189e+00
1.297348484848485e+00,2.915538997001266e+00,2.219831528535358e+00,2.852393092416535e+00,3.135955084625708e+00
1.297447127525253e+00,2.915646947790439e+00,2.219913751610250e+00,2.852498735581905e+00,3.136071285717303e+00
1.297545770202020e+00,2.915754876610171e+00,1.553995246829999e+01,2.852604338193278e+00,3.136187319613082e+00
1.297743055555556e+00,2.915970820883848e+00,1.554112197535811e+01,2.852815563693021e+00,3.136419610332394e+00
1.298137626262626e+00,2.916402437507548e+00,1.554342230415277e+01,2.853237781507019e+00,3.136883745915513e+00
1.298926767676768e+00,2.917265152607741e+00,1.554802046688206e+01,2.854081912980028e+00,3.137811794153995e+00
1.300505050505051e+00,2.918988717478179e+00,1.555720663868644e+01,2.855768159581255e+00,3.139665661353421e+00
1.313131313131313e+00,2.932685472571270e+00,1.563020556025148e+01,2.869168253781423e+00,3.154397897685906e+00
1.363636363636364e+00,2.985881490854716e+00,1.591372198169576e+01,2.921212162858284e+00,3.211615593846821e+00
1.388888888888889e+00,3.011560016688213e+00,1.605057987941645e+01,2.946334502984887e+00,3.239235424062809e+00
1.401515151515151e+00,3.024177937480936e+00,1.611782890229820e+01,2.958679190736425e+00,3.252807180993015e+00
1.407828282828283e+00,3.030432544235251e+00,1.615116377485065e+01,2.964798282143277e+00,3.259534694742932e+00
1.409406565656566e+00,3.031990612887670e+00,1.615946763917184e+01,2.966322605551479e+00,3.261210554131063e+00
1.410195707070707e+00,3.032768766363627e+00,1.616361513045003e+01,2.967083854790621e+00,3.262047480650236e+00
1.410590277777778e+00,3.033157652423434e+00,1.616568770582462e+01,2.967464403371444e+00,3.262465826872752e+00
1.410787563131313e+00,3.033351992860190e+00,1.616672380335971e+01,2.967654500238114e+00,3.262674855080971e+00
1.410886205808081e+00,3.033449207639227e+00,1.616724175113355e+01,2.077378653254332e+01,3.262779408197436e+00
1.410984848484849e+00,3.033546380966489e+00,1.616775968312713e+01,2.077450340556990e+01,3.262883956855347e+00
1.414141414141414e+00,3.036651347017538e+00,1.618430778982247e+01,2.079617681064064e+01,3.266223653137854e+00
1.417297979797980e+00,3.039747380210733e+00,1.620080865355811e+01,2.081737956628501e+01,3.269553736775622e+00
1.418876262626263e+00,3.041292049576371e+00,1.620904133972804e+01,2.082795812741394e+01,3.271215217323642e+00
1.419073547979798e+00,3.041485005523789e+00,1.621006957269426e+01,2.082927960580612e+01,3.271422707330359e+00
1.419172190656566e+00,3.041581445154605e+00,1.621058373131068e+01,2.082994020407708e+01,3.271526470836723e+00
1.419270833333333e+00,2.129121513512262e+01,1.621109769362059e+01,2.083060054483014e+01,3.271630253069016e+00
1.419665404040404e+00,2.129412432443285e+01,1.621315325565943e+01,2.083324191798090e+01,3.272045077924735e+00
1.420454545454545e+00,2.129984176797733e+01,1.621726231536271e+01,2.083852183564102e+01,3.272874357130248e+00
1.426767676767677e+00,2.134287785633534e+01,1.625002897841676e+01,2.088062565559847e+01,3.279487118818968e+00
1.439393939393939e+00,2.142821672832505e+01,1.631500422753512e+01,2.096411618524589e+01,3.292600007948876e+00
1.445707070707071e+00,2.147052360324712e+01,1.634721581658400e+01,2.100550682664600e+01,3.299100804173321e+00
1.446101641414141e+00,2.147315967716437e+01,1.634922300800531e+01,2.100808606093297e+01,3.299505863901719e+00
1.446200284090909e+00,2.147381868787148e+01,1.634972469737131e+01,2.100873071134412e+01,3.299607095394657e+00
1.446298926767677e+00,2.147447753277148e+01,1.635022642303193e+01,2.100937512045898e+01,2.309750398374397e+01
1.446496212121212e+00,2.147579511438234e+01,1.635122951929718e+01,2.101066428136999e+01,2.309903208884625e+01
1.447285353535353e+00,2.148106276925878e+01,1.635524017515664e+01,2.101581793415665e+01,2.310504161695068e+01
1.448863636363636e+00,2.149158732351921e+01,1.636325322969368e+01,2.102611422120865e+01,2.311636153605563e+01
1.452020202020202e+00,2.151259136359595e+01,1.637924532345805e+01,2.104666353839045e+01,2.313895360708989e+01
