,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-2.074703389480557e+01,-1.386613616972961e+01,-7.206241027902305e+00,-1.078529723518365e+01
1.010101010101010e-01,-2.077008805886220e+01,-1.388347320576411e+01,-7.218044560219555e+00,-1.080007449612657e+01
2.020202020202020e-01,-2.083704394199137e+01,-1.393382491470838e+01,-7.252325392454643e+00,-1.084299188641814e+01
3.030303030303030e-01,-2.094450815397376e+01,-1.401463942227335e+01,-7.307346138206543e+00,-1.091187431037371e+01
4.040404040404040e-01,-2.108905301650589e+01,-1.412333906907757e+01,-7.381351855872126e+00,-1.100452469432822e+01
5.050505050505051e-01,-2.126731182069214e+01,-1.425739204554003e+01,-7.472618819657023e+00,-1.111878504479524e+01
6.060606060606061e-01,-2.147606238173508e+01,-1.441437522611144e+01,-7.579497298853352e+00,-1.125259000536276e+01
7.070707070707071e-01,-2.171229029273196e+01,-1.459202173696515e+01,-7.700443943235688e+00,-1.140400740111953e+01
8.080808080808081e-01,-2.197322863179065e+01,-1.478825081627301e+01,-7.834042112760471e+00,-1.157126369012715e+01
9.090909090909091e-01,-2.225637562836360e+01,-1.500118109952203e+01,-7.979010922576032e+00,-1.175275528718907e+01
1.010101010101010e+00,-2.255949469639729e+01,-1.522913064444318e+01,-8.134205259994772e+00,-1.194704858509866e+01
1.111111111111111e+00,-2.288060219018401e+01,-1.547060772325010e+01,-8.298609515595359e+00,-1.215287210638360e+01
1.161616161616162e+00,-2.304734613587712e+01,-1.559600137395529e+01,-8.383980971565766e+00,-1.225975166142226e+01
1.174242424242424e+00,-2.308964237010205e+01,-1.562780870104294e+01,-8.405636277147256e+00,-1.228686270689369e+01
1.175031565656566e+00,-2.309229382006075e+01,-1.562980262645116e+01,-8.406993796561027e+00,-1.228856223361782e+01
1.175130208333333e+00,-2.309262531665656e+01,-1.563005191627198e+01,-8.406457445188206e+00,-1.228877471634701e+01
1.175228851010101e+00,-2.309295682777011e+01,-1.563030121701033e+01,-8.407645560043676e+00,-1.228898720838179e+01
1.175426136363636e+00,-2.309361989354482e+01,-1.563079985123542e+01,-8.410021947579018e+00,-1.228941222036449e+01
1.175820707070707e+00,-2.309494619924530e+01,-1.563179725064949e+01,-8.414775346796553e+00,-1.229026235595726e+01
1.177398989898990e+00,-2.310025374241242e+01,-1.563578859325107e+01,-8.433797259714778e+00,-1.229366438563631e+01
1.180555555555556e+00,-2.311087994782255e+01,-1.564377964014624e+01,-8.471880935645137e+00,-1.230047557210106e+01
1.186868686868687e+00,-2.313217667462484e+01,-1.565979506014072e+01,-8.548207113298609e+00,-1.231412635069424e+01
1.212121212121212e+00,-2.321794782070986e+01,-1.572429609547404e+01,-8.855605700621432e+00,-1.236910395057420e+01
1.262626262626263e+00,-2.339222113209986e+01,-1.585535192868489e+01,-9.480190682571660e+00,-1.248080967937324e+01
1.287878787878788e+00,-2.348067969243039e+01,-1.592187393504538e+01,-9.797220799614305e+00,-1.253750985837036e+01
1.300505050505051e+00,-2.352523025141704e+01,-1.595537654414505e+01,-9.956887301952563e+00,-1.256606588120780e+01
1.306818181818182e+00,-2.354758473539438e+01,-1.597218741151357e+01,-1.003700441719031e+01,-1.258039466112653e+01
1.307607323232323e+00,-2.355038273559803e+01,-1.597429154464267e+01,-1.004703228027938e+01,-1.258218812364489e+01
1.307705965909091e+00,-2.355073254314479e+01,-1.597455460454059e+01,-1.004828596931837e+01,-1.258241234332970e+01
1.307804608585859e+00,-2.355108236347010e+01,-1.597481767404814e+01,-1.004953970415491e+01,-1.258137535401951e+01
1.308001893939394e+00,-2.355178204245163e+01,-1.597534384188860e+01,-1.005204731120363e+01,-1.258451471439547e+01
1.308396464646465e+00,-2.355318155370507e+01,-1.597639629284592e+01,-1.005706307468455e+01,-1.259079412667590e+01
1.309974747474747e+00,-2.355878164119891e+01,-1.598060763264721e+01,-1.007713344873302e+01,-1.261592094012166e+01
1.313131313131313e+00,-2.356999160432773e+01,-1.598903767306127e+01,-1.011730927693431e+01,-1.266621848504056e+01
