,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.350744065078360e-01,3.569694195172939e-01,3.513184447967033e-01,3.768789452526514e-01
2.020202020202020e-01,6.455567714910331e-01,6.877397623137445e-01,6.768525657476403e-01,7.260977100696423e-01
3.030303030303030e-01,9.308378844427095e-01,9.916623078953336e-01,9.759639095083840e-01,1.046971231965210e+00
4.040404040404040e-01,1.191023469945205e+00,1.268849391181030e+00,1.248763043254431e+00,1.339618105343032e+00
5.050505050505051e-01,1.426889883147263e+00,1.520128196631652e+00,1.496063978560678e+00,1.604911689436212e+00
6.060606060606061e-01,1.639760756645252e+00,1.746908847940332e+00,1.719254604331076e+00,1.844340710753804e+00
7.070707070707071e-01,1.831339023848989e+00,1.951005566469346e+00,1.920120304747794e+00,2.059820736371672e+00
8.080808080808081e-01,2.003534439142610e+00,2.134452891123952e+00,2.100663645883934e+00,2.253499659823889e+00
9.090909090909091e-01,2.158315442214810e+00,2.299347853008025e+00,2.262948315337195e+00,2.427591545312135e+00
1.010101010101010e+00,2.297599031006022e+00,2.447732821183051e+00,2.408984164866411e+00,2.584252389586332e+00
1.111111111111111e+00,2.423179699119282e+00,2.581519287822608e+00,2.540652863146966e+00,2.725500789321304e+00
1.212121212121212e+00,2.536691083959814e+00,2.702447952301764e+00,2.659667154607367e+00,2.853174088912918e+00
1.313131313131313e+00,2.639591882560426e+00,2.812072673351496e+00,2.767556473867200e+00,2.968913011224816e+00
1.363636363636364e+00,2.687471487490824e+00,2.863080924379140e+00,2.817757224967611e+00,3.022766245210404e+00
1.376262626262626e+00,2.699094690442400e+00,2.875463650690282e+00,2.829943958046329e+00,3.035839562839292e+00
1.376657196969697e+00,2.699455827334227e+00,2.875848252462833e+00,2.830322501935735e+00,3.036245636345201e+00
1.376755839646465e+00,1.889650994433286e+01,2.875944420295276e+00,2.830417076982151e+00,3.036347104889628e+00
1.376854482323232e+00,1.889718982568364e+01,2.876040578190974e+00,2.830511712661120e+00,3.036448657361718e+00
1.377051767676768e+00,1.889854918544719e+01,2.876232854235384e+00,2.830700944901280e+00,3.036651579763232e+00
1.377840909090909e+00,1.890376695428279e+01,2.877001378504495e+00,2.831457326213064e+00,3.037463080532044e+00
1.379419191919192e+00,1.891385636636721e+01,2.878536937325686e+00,2.832968485007826e+00,3.039084195795447e+00
1.382575757575758e+00,1.893399101062554e+01,2.881601181521792e+00,2.835984318826021e+00,3.042319428853359e+00
1.388888888888889e+00,1.897408597735416e+01,2.887703327599082e+00,2.841989892950100e+00,3.048761894602653e+00
1.395202020202020e+00,1.901394976737328e+01,2.893770285669734e+00,2.847960763739427e+00,3.055167201379203e+00
1.395991161616161e+00,1.901891637153722e+01,2.894526156088407e+00,2.848704715377969e+00,3.055965248543655e+00
1.396385732323232e+00,1.902139836313804e+01,2.894903951189618e+00,2.849076485633327e+00,3.056364093779599e+00
1.396484375000000e+00,1.902201884620789e+01,2.894998350281188e+00,1.994376935932941e+01,3.056463820825021e+00
1.396583017676767e+00,1.902263908005314e+01,2.895092777195648e+00,1.994446957729467e+01,3.056563442960865e+00
1.396780303030303e+00,1.902387961601923e+01,2.895281537619153e+00,1.994587029682906e+01,3.056762771160215e+00
1.398358585858586e+00,1.903379525737063e+01,2.896790655155428e+00,1.995653333699531e+01,3.058356066081925e+00
1.401515151515151e+00,1.905358372791348e+01,2.899802300177711e+00,1.997728127616121e+01,3.061535632438875e+00
1.402304292929293e+00,1.905852204620460e+01,2.900553885871301e+00,1.998245891278222e+01,3.062329220946236e+00
1.402698863636364e+00,1.906098987714720e+01,2.900929411419615e+00,1.998504641673547e+01,3.062725726698575e+00
1.402797506313131e+00,1.906160667072293e+01,2.901023317648560e+00,1.998569312158351e+01,3.062824761340780e+00
1.402896148989899e+00,1.906222357622588e+01,2.030736674798135e+01,1.998633973841656e+01,3.062923900892562e+00
