,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.361159661055180e+01,-1.495843530419335e+01,-1.461082476922113e+01,-1.618314348649453e+01
1.010101010101010e-01,-1.362872215743116e+01,-1.497667989825875e+01,-1.462878054429667e+01,-1.620240565322962e+01
2.020202020202020e-01,-1.367845964140850e+01,-1.502966741517681e+01,-1.468092924830081e+01,-1.625834849208344e+01
3.030303030303030e-01,-1.375828831772214e+01,-1.511471239530974e+01,-1.476462793346184e+01,-1.634813676478661e+01
4.040404040404040e-01,-1.386566197106234e+01,-1.522910224413100e+01,-1.487720694667513e+01,-1.646890658476168e+01
5.050505050505051e-01,-1.399807967661228e+01,-1.537017261705686e+01,-1.501604412096355e+01,-1.661784500646284e+01
6.060606060606061e-01,-1.415314786778383e+01,-1.553537354291991e+01,-1.517862985219085e+01,-1.679225983681523e+01
7.070707070707071e-01,-1.432862732364498e+01,-1.572231948173037e+01,-1.536261636438914e+01,-1.698963248489424e+01
8.080808080808081e-01,-1.452246266493931e+01,-1.592882074807568e+01,-1.556584863571399e+01,-1.720765113793151e+01
9.090909090909091e-01,-1.473279547733925e+01,-1.615289749189614e+01,-1.578637815789887e+01,-1.744422552185330e+01
1.010101010101010e+00,-1.495796433607072e+01,-1.639277972471855e+01,-1.602246296207363e+01,-1.769748692897736e+01
1.111111111111111e+00,-1.519649571047453e+01,-1.664689762988777e+01,-1.627255808238873e+01,-1.796577798780797e+01
1.212121212121212e+00,-1.544708941649342e+01,-1.691386606446488e+01,-1.653530030325442e+01,-1.824763630054413e+01
1.313131313131313e+00,-1.570860149323263e+01,-1.719246631687830e+01,-1.680949020577526e+01,-1.854177518328321e+01
1.363636363636364e+00,-1.584313278396269e+01,-1.733578838453284e+01,-1.695054342959277e+01,-1.869309088557196e+01
1.376262626262626e+00,-1.587713902622994e+01,-1.737201672166135e+01,-1.698619825811397e+01,-1.873133981935493e+01
1.376657196969697e+00,-1.587820408118091e+01,-1.737315137128011e+01,-1.698731494578983e+01,-1.873253775283945e+01
1.376755839646465e+00,-1.586811639612231e+01,-1.737343505739661e+01,-1.698759414104523e+01,-1.873283726124488e+01
1.376854482323232e+00,-1.586998043198707e+01,-1.737371875299610e+01,-1.698787334563352e+01,-1.873313677966222e+01
1.377051767676768e+00,-1.587370870487289e+01,-1.737428617264066e+01,-1.698843178280535e+01,-1.873373584652899e+01
1.377840909090909e+00,-1.588862442917902e+01,-1.737655623036684e+01,-1.699066590463857e+01,-1.873613251429059e+01
1.379419191919192e+00,-1.591846788392643e+01,-1.738109816429924e+01,-1.699513593799781e+01,-1.874092776971759e+01
1.382575757575758e+00,-1.597820250698344e+01,-1.739018929378468e+01,-1.700408315138267e+01,-1.875052594720135e+01
1.388888888888889e+00,-1.609786196324067e+01,-1.740840050121047e+01,-1.702200606834203e+01,-1.876975286519280e+01
1.395202020202020e+00,-1.621777381288108e+01,-1.742665012088045e+01,-1.703996678946488e+01,-1.878902033783017e+01
1.395991161616161e+00,-1.623278046795521e+01,-1.742893401316000e+01,-1.704221452684515e+01,-1.879143161175253e+01
1.396385732323232e+00,-1.624028526495133e+01,-1.743007618293964e+01,-1.704333861563483e+01,-1.879263748482684e+01
1.396484375000000e+00,-1.624216161720922e+01,-1.743036174867127e+01,-1.702956441195153e+01,-1.879293897768093e+01
1.396583017676767e+00,-1.624403803065963e+01,-1.743064732371591e+01,-1.703153175329273e+01,-1.879324048036744e+01
1.396780303030303e+00,-1.624779104111594e+01,-1.743121850174085e+01,-1.703546664321667e+01,-1.879384351523424e+01
1.398358585858586e+00,-1.627782393040327e+01,-1.743578926608756e+01,-1.706695542469972e+01,-1.879866920906100e+01
1.401515151515151e+00,-1.633793660194157e+01,-1.744493793151312e+01,-1.712998229426105e+01,-1.880832813149024e+01
1.402304292929293e+00,-1.635297452278891e+01,-1.744722658219205e+01,-1.714574923742734e+01,-1.881074442920658e+01
