,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-9.920512546194775e+00,-1.711841191540115e+01,-1.281335168947465e+01,-1.213075031298411e+01
1.010101010101010e-01,-9.934571283919356e+00,-1.713845116814401e+01,-1.282981399899907e+01,-1.214664546984715e+01
2.020202020202020e-01,-9.975401877373917e+00,-1.719665088691724e+01,-1.287762525209182e+01,-1.219280954947403e+01
3.030303030303030e-01,-1.004093499179648e+01,-1.729006145255037e+01,-1.295436232727296e+01,-1.226690291076125e+01
4.040404040404040e-01,-1.012908038309254e+01,-1.741570344181746e+01,-1.305757761893669e+01,-1.236656227199641e+01
5.050505050505051e-01,-1.023778498712836e+01,-1.757065042761819e+01,-1.318486705796205e+01,-1.248946638805102e+01
6.060606060606061e-01,-1.036508387249907e+01,-1.775210160679260e+01,-1.333392977569251e+01,-1.263339365884141e+01
7.070707070707071e-01,-1.050913881354027e+01,-1.795743678189411e+01,-1.350261327163647e+01,-1.279626574093035e+01
8.080808080808081e-01,-1.066826250425851e+01,-1.818425087560220e+01,-1.368894176716640e+01,-1.297617492439630e+01
9.090909090909091e-01,-1.084092933149827e+01,-1.843036928673924e+01,-1.389112882053532e+01,-1.317139631324257e+01
1.010101010101010e+00,-1.102577539515681e+01,-1.869384791908479e+01,-1.410757735054780e+01,-1.338038784825282e+01
1.111111111111111e+00,-1.122159104153883e+01,-1.897296253845750e+01,-1.433687089336908e+01,-1.360178186501696e+01
1.212121212121212e+00,-1.142730892098343e+01,-1.926619175011772e+01,-1.457775961840746e+01,-1.383437159158858e+01
1.262626262626263e+00,-1.153358311818306e+01,-1.941767444646285e+01,-1.470220313268542e+01,-1.395452782951509e+01
1.275252525252525e+00,-1.156048889494262e+01,-1.945602580284283e+01,-1.473370889327986e+01,-1.398494816670988e+01
1.278409090909091e+00,-1.156723597281067e+01,-1.946564305307699e+01,-1.474160949477235e+01,-1.399257657995586e+01
1.279987373737374e+00,-1.157061258976700e+01,-1.947045606559129e+01,-1.474556339977929e+01,-1.399639426666704e+01
1.280776515151515e+00,-1.157230166640398e+01,-1.947286366677807e+01,-1.474754125177091e+01,-1.399830397852200e+01
1.281171085858586e+00,-1.157314639659414e+01,-1.947406774086437e+01,-1.474853040244201e+01,-1.399925905138435e+01
1.281368371212121e+00,-1.157356880963616e+01,-1.947466984625083e+01,-1.474902503392181e+01,-1.399973664202551e+01
1.281467013888889e+00,-1.157287237467726e+01,-1.947497091602616e+01,-1.474927236369470e+01,-1.399997545089563e+01
1.281565656565657e+00,-1.157435095908021e+01,-1.947527199718812e+01,-1.474951970282176e+01,-1.400021426879764e+01
1.287878787878788e+00,-1.166909650006075e+01,-1.949456482701969e+01,-1.476536882356315e+01,-1.401551736220334e+01
1.313131313131313e+00,-1.205034169263126e+01,-1.957219696198080e+01,-1.482914386803062e+01,-1.407709525528413e+01
1.338383838383838e+00,-1.243514374446487e+01,-1.965055337250979e+01,-1.489351390716841e+01,-1.413924764452559e+01
1.341540404040404e+00,-1.248348992406233e+01,-1.966039800061922e+01,-1.490160130030476e+01,-1.414705641414717e+01
1.343118686868687e+00,-1.250768331672899e+01,-1.966532444890307e+01,-1.490564839315525e+01,-1.415096407823296e+01
1.343315972222222e+00,-1.251070844105292e+01,-1.966594044843400e+01,-1.490615443871868e+01,-1.415145268972447e+01
1.343414614898990e+00,-1.251222108235556e+01,-1.966624846431470e+01,-1.490640747473912e+01,-1.414662689372002e+01
1.343513257575758e+00,-1.251373377641219e+01,-1.966655649093759e+01,-1.490666051958429e+01,-1.414833716978728e+01
