,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.681681026518563e-01,2.662300611266671e-01,3.289428158903009e-01,2.877105938460979e-01
2.020202020202020e-01,5.166545297995229e-01,5.129207643617485e-01,6.337435131589737e-01,5.543051507170537e-01
3.030303030303030e-01,7.449719485238080e-01,7.395881528184964e-01,9.138043040562536e-01,7.992609343817182e-01
4.040404040404040e-01,9.532047308902536e-01,9.463160694492175e-01,1.169228703792543e+00,1.022668468627753e+00
5.050505050505051e-01,1.141974294711412e+00,1.133721417758754e+00,1.400778952411177e+00,1.225194376297750e+00
6.060606060606061e-01,1.312339974991716e+00,1.302855891924998e+00,1.609754415319681e+00,1.407975262312630e+00
7.070707070707071e-01,1.465664701652311e+00,1.455072498078918e+00,1.797826975334232e+00,1.572473289507637e+00
8.080808080808081e-01,1.603476817935202e+00,1.591888727048180e+00,1.966871406914709e+00,1.720328356482609e+00
9.090909090909091e-01,1.727351777668068e+00,1.714868476651702e+00,2.118820015353982e+00,1.853230603460551e+00
1.010101010101010e+00,1.838823783989878e+00,1.825534892225986e+00,2.255554817971857e+00,1.972826013828786e+00
1.111111111111111e+00,1.939329019266275e+00,1.925313777071437e+00,2.378837483409109e+00,2.080655408650379e+00
1.212121212121212e+00,2.030174869060001e+00,2.015503133695734e+00,2.490271633960860e+00,2.178121534543919e+00
1.262626262626263e+00,2.072345897509025e+00,2.057369377970219e+00,2.541999857507047e+00,2.223365744881637e+00
1.263020833333333e+00,2.072667369217142e+00,2.057688514595180e+00,2.542394206049234e+00,2.223710653086489e+00
1.263218118686869e+00,2.072828072225919e+00,2.057848068085880e+00,2.542591297911049e+00,2.223883067144773e+00
1.263316761363636e+00,2.072908393870959e+00,2.057927809555396e+00,2.542689841094980e+00,2.223969256554491e+00
1.263415404040404e+00,2.072988697600391e+00,1.440605289748962e+01,2.542788384278912e+00,2.224055457176571e+00
1.264204545454545e+00,2.073631034871871e+00,1.441051665865866e+01,2.543576268258403e+00,2.224744576818202e+00
1.265782828282828e+00,2.074914195545905e+00,1.441943421690734e+01,2.545150307453857e+00,2.226121270397578e+00
1.267361111111111e+00,2.076195527334899e+00,1.442833821352432e+01,2.546721903672030e+00,2.227495929734535e+00
1.267459753787879e+00,1.453392144012220e+01,1.442889428963231e+01,2.546820111724895e+00,2.227581744331085e+00
1.267558396464647e+00,1.453448883341714e+01,1.442945034825061e+01,2.546918209898723e+00,2.227667582954119e+00
1.267755681818182e+00,1.453560867988245e+01,1.443056219039498e+01,2.547114450197994e+00,2.227839232970171e+00
1.268150252525253e+00,1.453784805928992e+01,1.443278536837174e+01,2.547506855712524e+00,2.228182446506930e+00
1.268939393939394e+00,1.454232405074053e+01,1.443722894672380e+01,2.548291199755675e+00,2.228868490758446e+00
1.275252525252525e+00,1.457801123024792e+01,1.447265812778456e+01,2.554544791229473e+00,2.234338192209183e+00
1.287878787878788e+00,1.464874544784764e+01,1.454288144039319e+01,2.566939741896320e+00,2.245179462935994e+00
1.300505050505051e+00,1.471863802748144e+01,1.461226875276840e+01,2.579187190942527e+00,2.255891751481056e+00
1.303661616161616e+00,1.473598114724808e+01,1.462948653652218e+01,2.582226287640888e+00,2.258549881634549e+00
1.305239898989899e+00,1.474463336947140e+01,1.463807622604279e+01,2.583742444390430e+00,2.259875943400638e+00
1.305338541666667e+00,1.474517375349348e+01,1.463861264995351e+01,2.583837123494857e+00,1.581969925674894e+01
1.305437184343435e+00,1.474571410616323e+01,1.463914923393943e+01,2.583931784286111e+00,1.582029126614241e+01
1.305634469696970e+00,1.474679462637479e+01,1.464022170084113e+01,2.584121120519160e+00,1.582145046076479e+01
1.306029040404041e+00,1.474895476355263e+01,1.464236635065923e+01,2.584499694094121e+00,1.582376796743663e+01
1.306818181818182e+00,1.475327279845726e+01,1.464665315994007e+01,2.585256352282325e+00,1.582840076393662e+01
