,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.467778851202481e-01,4.385382936878602e-01,4.513731357824068e-01,2.219569003118492e-01
2.020202020202020e-01,6.681047087925833e-01,8.448910437500121e-01,8.696185091060721e-01,4.276237053324712e-01
3.030303030303030e-01,9.633502183126919e-01,1.218260928364808e+00,1.253915990501320e+00,6.165970911134644e-01
4.040404040404040e-01,1.232623536786056e+00,1.558786329836009e+00,1.604407597699767e+00,7.889468090194843e-01
5.050505050505051e-01,1.476728289956148e+00,1.867483288734073e+00,1.922139195866585e+00,9.451872461715358e-01
6.060606060606061e-01,1.697034270825066e+00,2.146084184017517e+00,2.208893890936678e+00,1.086195202196768e+00
7.070707070707071e-01,1.895303975875689e+00,2.396817744721693e+00,2.466965836567557e+00,1.213098703721914e+00
8.080808080808081e-01,2.073513888489746e+00,2.622183443833844e+00,2.698927399441957e+00,1.327162834659493e+00
9.090909090909091e-01,2.233701099307400e+00,2.824757609255471e+00,2.907430274133462e+00,1.429691453844898e+00
1.010101010101010e+00,2.377849587497360e+00,3.007048986662414e+00,3.095056919215637e+00,1.521954385322716e+00
1.111111111111111e+00,2.507816537089748e+00,3.171406305594826e+00,3.264224450597491e+00,1.605140369199574e+00
1.136363636363636e+00,2.538294459862880e+00,3.209948982349331e+00,3.303895143217665e+00,1.624647921808922e+00
1.142676767676768e+00,2.545795025106388e+00,3.219434218157073e+00,3.313658029861144e+00,1.629448664793592e+00
1.145833333333333e+00,2.549527666777862e+00,3.224154597721986e+00,3.318516564138378e+00,1.631837797625564e+00
1.147411616161616e+00,2.551389653393804e+00,3.226509281998180e+00,3.320940098047682e+00,1.633029565188803e+00
1.147510258838384e+00,2.551505930182150e+00,3.226656349085480e+00,3.321091438716293e+00,1.143170599238406e+01
1.147608901515152e+00,2.551622233999038e+00,3.226803405430329e+00,3.321242905030954e+00,1.143224894831563e+01
1.147806186868687e+00,2.551854766339020e+00,3.227097418996499e+00,3.321545430567072e+00,1.143329056935353e+01
1.148200757575758e+00,2.552319570386613e+00,3.227685238604213e+00,3.322150506768520e+00,1.143537334087606e+01
1.148989898989899e+00,2.553248773053666e+00,3.228860401733734e+00,3.323359902782186e+00,1.143953636680722e+01
1.161616161616162e+00,2.568017293976294e+00,3.247536702552622e+00,3.342582982167319e+00,1.150570518264848e+01
1.212121212121212e+00,2.625292676451712e+00,3.319967667863009e+00,3.417133772463212e+00,1.176232068429210e+01
1.313131313131313e+00,2.731787545801330e+00,3.454642007053156e+00,3.555749619653407e+00,1.223945887501602e+01
1.363636363636364e+00,2.781339503050129e+00,3.517305764789184e+00,3.620247459345057e+00,1.246147064173871e+01
1.388888888888889e+00,2.805258954316925e+00,3.547554578736104e+00,3.651381497906271e+00,1.256863919875904e+01
1.390467171717172e+00,2.806735588829423e+00,3.549421970775039e+00,3.653303492986116e+00,1.257525499466016e+01
1.390861742424242e+00,2.807104412593216e+00,3.549888400683688e+00,3.653783624241379e+00,1.257690753889557e+01
1.391059027777778e+00,2.807288785862909e+00,3.550121487461036e+00,3.654023570505261e+00,1.257773349306855e+01
1.391157670454545e+00,1.965127332017579e+01,3.550238043057042e+00,3.654143512225689e+00,1.257814641961504e+01
1.391256313131313e+00,1.965196792474999e+01,3.550354623067709e+00,3.654263474049486e+00,1.257855933133318e+01
1.392045454545455e+00,1.965747065599408e+01,3.551286542920522e+00,3.655222761546652e+00,1.258186120897002e+01
1.395202020202020e+00,1.967806881837816e+01,3.555007850105014e+00,3.659052867817692e+00,1.259504526228925e+01
1.401515151515151e+00,1.971908743048164e+01,3.562418151668943e+00,3.666680148529765e+00,1.262129935861878e+01
