,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.341294653446226e-01,4.200534218242315e-01,3.666966017560686e-01,3.544928283819330e-01
2.020202020202020e-01,6.437361480119630e-01,8.092780265981505e-01,7.064804195616939e-01,6.829683636471552e-01
3.030303030303030e-01,9.282128438556337e-01,1.166910151775075e+00,1.018684667737026e+00,9.847823563891417e-01
4.040404040404040e-01,1.187664685394296e+00,1.493082082464245e+00,1.303424915797660e+00,1.260046372037836e+00
5.050505050505051e-01,1.422865920231053e+00,1.788767176741604e+00,1.561550902029901e+00,1.509581854242857e+00
6.060606060606061e-01,1.635136450054754e+00,2.055624765586145e+00,1.794511216511389e+00,1.734789159334296e+00
7.070707070707071e-01,1.826174422585476e+00,2.295789806764319e+00,2.004169547418657e+00,1.937469916054731e+00
8.080808080808081e-01,1.997884298042873e+00,2.511656142763199e+00,2.192615635757501e+00,2.119644461255373e+00
9.090909090909091e-01,2.152228790817577e+00,2.705691588812243e+00,2.362003931254934e+00,2.283395464752924e+00
1.010101010101010e+00,2.291119590582691e+00,2.880299222824716e+00,2.514432201292083e+00,2.430750910949295e+00
1.111111111111111e+00,2.416346116908075e+00,3.037728686299126e+00,2.651864392692804e+00,2.563609231777205e+00
1.212121212121212e+00,2.529537359264449e+00,3.180028010061259e+00,2.776088321562733e+00,2.683698967103726e+00
1.313131313131313e+00,2.632147986591436e+00,3.309025761726054e+00,2.888700208899961e+00,2.792563084784388e+00
1.363636363636364e+00,2.679892572138708e+00,3.369048279661837e+00,2.941098408560841e+00,2.843217450935405e+00
1.369949494949495e+00,2.685704705598978e+00,3.376354911461592e+00,2.947477035344824e+00,2.849383725337203e+00
1.373106060606061e+00,2.688598046191846e+00,3.379992465492601e+00,2.950652389956337e+00,2.852453471923522e+00
1.374684343434343e+00,2.690041559182975e+00,3.381807185113077e+00,2.952236647743658e+00,2.853985004963893e+00
1.375473484848485e+00,2.690762569927231e+00,3.382713551036926e+00,2.953027883479518e+00,2.854749906077373e+00
1.375572127525253e+00,1.883567588607898e+01,3.382826795621490e+00,2.953126743288611e+00,2.854845458424256e+00
1.375670770202020e+00,1.883635447884593e+01,3.382940028513273e+00,2.953225603097704e+00,2.854941047479381e+00
1.375868055555556e+00,1.883771148952172e+01,3.383166497570817e+00,2.953423302300853e+00,2.855132147436598e+00
1.376262626262626e+00,1.884038112109158e+01,3.383619273857815e+00,2.953818557801905e+00,2.855514268408572e+00
1.388888888888889e+00,1.892057721641107e+01,3.398021962163219e+00,2.966391800447979e+00,2.867669048662687e+00
1.395202020202020e+00,1.896032849454863e+01,3.405161059795949e+00,2.972624043261881e+00,2.873693907517295e+00
1.398358585858586e+00,1.898011823047018e+01,3.408715232605220e+00,2.975726697890709e+00,2.876693296637180e+00
1.399936868686869e+00,1.898999164445491e+01,3.410488396081810e+00,2.977274672443852e+00,2.878189749622408e+00
1.400035511363636e+00,1.899060825782871e+01,3.410599196875133e+00,2.977371357643370e+00,2.878283247097086e+00
1.400134154040404e+00,1.899122483176643e+01,3.410709880740645e+00,2.977468028960664e+00,2.014821014316789e+01
1.400331439393939e+00,1.899245787547106e+01,3.410931306935574e+00,2.977661277686090e+00,2.014961881213889e+01
1.400726010101010e+00,1.899492304952564e+01,3.411374077475964e+00,2.978047803717988e+00,2.015243573365943e+01
1.401515151515151e+00,1.899985083986965e+01,3.412259045610472e+00,2.978820402568001e+00,2.015778851786434e+01
1.407828282828283e+00,1.903914648348943e+01,3.419316375625252e+00,2.984981235629455e+00,2.019947882966572e+01
1.410984848484849e+00,1.905870975395423e+01,3.422829845863654e+00,2.988048447715264e+00,2.022023451514391e+01
1.412563131313131e+00,1.906847033087359e+01,3.424582710672325e+00,2.989578636281236e+00,2.023058989480635e+01
1.413352272727273e+00,1.907334543125545e+01,3.425458254425299e+00,2.990342944585358e+00,2.023576205669189e+01
1.413450915404041e+00,1.907395464441010e+01,3.425567593620988e+00,2.990438478785178e+00,2.023640830728975e+01
1.413549558080808e+00,1.907456352273004e+01,3.425677016536992e+00,2.093327840758361e+01,2.023705451249569e+01
1.413746843434343e+00,1.907578158630174e+01,3.425895821678118e+00,2.093471846580964e+01,2.023834688935702e+01
1.414141414141414e+00,1.907821713678537e+01,3.426333134028309e+00,2.093759805147078e+01,2.024093043328652e+01
1.439393939393939e+00,1.923228316092436e+01,3.454002486802473e+00,2.110683010743563e+01,2.040438624724776e+01
1.452020202020202e+00,1.930801128994393e+01,3.467602849211342e+00,2.118993930757298e+01,2.048472943146549e+01
1.458333333333333e+00,1.934555518773533e+01,3.474345491409459e+00,2.123114252241855e+01,2.052456136871132e+01
1.461489898989899e+00,1.936424765170715e+01,3.477702605779530e+00,2.125165709135851e+01,2.054439322414435e+01
1.462279040404040e+00,1.936891259940734e+01,3.478540311692996e+00,2.125677654733793e+01,2.054934231437685e+01
1.462673611111111e+00,1.937124366025495e+01,3.478958995104403e+00,2.125933508411032e+01,2.055181583817503e+01
1.462870896464646e+00,1.937240917337896e+01,3.479168237421467e+00,2.126061394725806e+01,2.055305202774130e+01
1.462969539141414e+00,1.937299157185384e+01,2.435455177762510e+01,2.126125319917962e+01,2.055367013732614e+01
1.463068181818182e+00,1.937357427726055e+01,2.435534199400986e+01,2.126189244497667e+01,2.055428807915826e+01
1.464646464646465e+00,1.938288775125057e+01,2.436735124018901e+01,2.127211382450308e+01,2.056416929686241e+01
1.515151515151515e+00,1.967413999674796e+01,2.473350162418611e+01,2.159175418809040e+01,2.087317188858368e+01
1.616161616161616e+00,2.021961121511776e+01,2.541924497923920e+01,2.219039195840290e+01,2.145188644322059e+01
1.717171717171717e+00,2.072052479765043e+01,2.604897250213136e+01,2.274012893085003e+01,2.198332817219120e+01
1.818181818181818e+00,2.118197984766129e+01,2.662909447945184e+01,2.324656127290362e+01,2.247290638210621e+01
1.919191919191919e+00,2.160838798546510e+01,2.716515668734517e+01,2.371453097979652e+01,2.292530163095131e+01
2.020202020202020e+00,2.200357024396082e+01,2.766196310023263e+01,2.414823115486024e+01,2.334456819737228e+01
2.121212121212121e+00,2.237084254374848e+01,2.812368250559001e+01,2.455130116400521e+01,2.373422352642796e+01
2.222222222222222e+00,2.271308860524766e+01,2.855393995786536e+01,2.492690525402214e+01,2.409732782253497e+01
2.323232323232323e+00,2.303282321943653e+01,2.895589694792765e+01,2.527780422364701e+01,2.443654850795886e+01
2.424242424242424e+00,2.333224578717804e+01,2.933231822029484e+01,2.560641093000085e+01,2.475421920269873e+01
2.525252525252525e+00,2.361328494524613e+01,2.968562886898379e+01,2.591484272869128e+01,2.505238618212418e+01
2.626262626262626e+00,2.387763779965289e+01,3.001796236911631e+01,2.620496184250359e+01,2.533284990662943e+01
2.727272727272727e+00,2.412680184655767e+01,3.033120059476079e+01,2.647841130207063e+01,2.559719914964229e+01
2.828282828282828e+00,2.436210247521818e+01,3.062701046504338e+01,2.673664646260447e+01,2.584683991819409e+01
2.929292929292929e+00,2.458471617947676e+01,3.090687116961956e+01,2.698095815495492e+01,2.608302074608335e+01
3.030303030303030e+00,2.479569092724400e+01,3.117209986332649e+01,2.721249642217124e+01,2.630685325641287e+01
3.131313131313131e+00,2.499596214885615e+01,3.142387261730824e+01,2.743228783553516e+01,2.651933015060244e+01
3.232323232323232e+00,2.518636786341926e+01,3.166324236696697e+01,2.764125212628197e+01,2.672133985497802e+01
3.333333333333333e+00,2.536765992218669e+01,3.189115521169969e+01,2.784021442033126e+01,2.691368074028205e+01
3.434343434343434e+00,2.554051557151781e+01,3.210846191357919e+01,2.802991796257018e+01,2.709707099934871e+01
3.535353535353535e+00,2.570554597144510e+01,3.231593131271563e+01,2.821103398139861e+01,2.727215906948193e+01
3.636363636363636e+00,2.586330373354757e+01,3.251425806787751e+01,2.838416828278555e+01,2.743953145960031e+01
3.737373737373737e+00,2.601429045733601e+01,3.270407198733107e+01,2.854987135816149e+01,2.759971991623873e+01
3.838383838383838e+00,2.615896175798217e+01,3.288594666980543e+01,2.870864361066748e+01,2.775320817312859e+01
3.939393939393939e+00,2.629773259763150e+01,3.306040352680927e+01,2.886094029763524e+01,2.790043646078584e+01
4.040404040404041e+00,2.643098193104871e+01,3.322791906723346e+01,2.900717713451433e+01,2.804180640804815e+01
4.141414141414141e+00,2.655905607033457e+01,3.338892847534201e+01,2.914773460244463e+01,2.817768607386731e+01
4.242424242424242e+00,2.668227266573858e+01,3.354383130515654e+01,2.928296109298848e+01,2.830841211822681e+01
4.343434343434343e+00,2.680092364290348e+01,3.369299425398385e+01,2.941317666041410e+01,2.843429411437368e+01
4.444444444444445e+00,2.691527664488676e+01,3.383675416746075e+01,2.953867547354136e+01,2.855561648685583e+01
4.545454545454545e+00,2.702557918783140e+01,3.397542164093047e+01,2.965972896169881e+01,2.867264114306890e+01
4.646464646464646e+00,2.713205916693837e+01,3.410928387248143e+01,2.977658766636731e+01,2.878561057451083e+01
4.747474747474747e+00,2.723492752770354e+01,3.423860570360464e+01,2.988948240402048e+01,2.889474810150341e+01
4.848484848484849e+00,2.733437951410705e+01,3.436363234361168e+01,2.999862791020855e+01,2.900026126771803e+01
4.949494949494950e+00,2.743059615081500e+01,3.448459187890561e+01,3.010422249658575e+01,2.910234166255514e+01
5.050505050505050e+00,2.752374572203272e+01,3.460169572899930e+01,3.020645134793847e+01,2.920116827146224e+01
5.151515151515151e+00,2.761398447837809e+01,3.471513979240806e+01,3.030548544100511e+01,2.929690650691514e+01
5.252525252525253e+00,2.770145792376290e+01,3.482510807141178e+01,3.040148503953002e+01,2.938971109731729e+01
5.353535353535354e+00,2.778630212124827e+01,3.493177054396872e+01,3.049459876333798e+01,2.947972599424238e+01
5.454545454545454e+00,2.786864379944762e+01,3.503528700362484e+01,3.058496611163251e+01,2.956708596312486e+01
5.555555555555555e+00,2.794860132168721e+01,3.513580619424801e+01,3.067271706898573e+01,2.965191637879900e+01
5.656565656565657e+00,2.802628574631600e+01,3.523346775102964e+01,3.075797327838627e+01,2.973433543983484e+01
5.757575757575758e+00,2.810180095357083e+01,3.532840252320543e+01,3.084084898237244e+01,2.981445275981003e+01
5.858585858585858e+00,2.817524456265150e+01,3.542073257405549e+01,3.092145089237594e+01,2.989237241448875e+01
5.959595959595959e+00,2.824670797599331e+01,3.551057353816876e+01,3.099987982192477e+01,2.996819120508755e+01
6.060606060606061e+00,2.831627738191107e+01,3.559803328145055e+01,3.107623006398459e+01,3.004200041079806e+01
6.161616161616162e+00,2.838403363554670e+01,3.568321359657565e+01,3.115059059544584e+01,3.011388607495322e+01
6.262626262626262e+00,2.845005318896567e+01,3.576621048829222e+01,3.122304491380344e+01,3.018392912896717e+01
6.363636363636363e+00,2.851440772283883e+01,3.584711445404857e+01,3.129367200482950e+01,3.025220597256212e+01
6.464646464646465e+00,2.857716537416965e+01,3.592601064301493e+01,3.136254656713865e+01,3.031878811458027e+01
6.565656565656566e+00,2.863839016149469e+01,3.600297989206386e+01,3.142973870800412e+01,3.038374414062455e+01
6.666666666666667e+00,2.869814246667348e+01,3.607809794235396e+01,3.149531531116495e+01,3.044713814210375e+01
6.767676767676767e+00,2.875647976966475e+01,3.615143735694593e+01,3.155933847507597e+01,3.050903083366294e+01
6.868686868686869e+00,2.881345669503120e+01,3.622306609428330e+01,3.162186874052474e+01,3.056947993802800e+01
6.969696969696970e+00,2.886912404463924e+01,3.629304876540021e+01,3.168296200591978e+01,3.062854012048345e+01
7.070707070707071e+00,2.892353107825544e+01,3.636144695851309e+01,3.174267185664611e+01,3.068626290400913e+01
7.171717171717171e+00,2.897672382077102e+01,3.642831877598643e+01,3.180104940174493e+01,3.074269750607045e+01
7.272727272727272e+00,2.902874658755997e+01,3.649371936284653e+01,3.185814266554561e+01,3.079789072809884e+01
7.373737373737374e+00,2.907964080325661e+01,3.655770156157730e+01,3.191399762679095e+01,3.085188676800342e+01
7.474747474747475e+00,2.912944672243396e+01,3.662031546872988e+01,3.196865801652835e+01,3.090472784618477e+01
7.575757575757575e+00,2.917820171636617e+01,3.668160809162273e+01,3.202216496901271e+01,3.095645426276808e+01
7.676767676767676e+00,2.922594193046027e+01,3.674162532442146e+01,3.207455856304159e+01,3.100710408972771e+01
7.777777777777778e+00,2.927270195128171e+01,3.680041004736052e+01,3.212587624591451e+01,3.105671389913127e+01
7.878787878787879e+00,2.931851445311771e+01,3.685800344475336e+01,3.217615393584479e+01,3.110531837040093e+01
7.979797979797979e+00,2.936341066302545e+01,3.691444504942501e+01,3.222542610361977e+01,3.115295077580952e+01
8.080808080808081e+00,2.940742025852147e+01,3.696977210896340e+01,3.227372539900561e+01,3.119964261537168e+01
8.181818181818182e+00,2.945057212654037e+01,3.702402071991908e+01,3.232108313050067e+01,3.124542424838351e+01
8.282828282828282e+00,2.949289319895406e+01,3.707722509536945e+01,3.236752912447172e+01,3.129032456778494e+01
8.383838383838384e+00,2.953440974168543e+01,3.712941792131467e+01,3.241309224573734e+01,3.133437125474916e+01
8.484848484848484e+00,2.957514664783504e+01,3.718063049699106e+01,3.245779980553196e+01,3.137759086749289e+01
8.585858585858587e+00,2.961512781902068e+01,3.723089308565460e+01,3.250167773462527e+01,3.142000856497775e+01
8.686868686868687e+00,2.965437593843381e+01,3.728023442348400e+01,3.254475152445542e+01,3.146164884344344e+01
8.787878787878787e+00,2.969291319631482e+01,3.732868191835806e+01,3.258704489402718e+01,3.150253477263940e+01
8.888888888888889e+00,2.973076067794953e+01,3.737626200765477e+01,3.262858125367000e+01,3.154268871814838e+01
8.989898989898990e+00,2.976793836515736e+01,3.742300039210689e+01,3.266938251892440e+01,3.158213215981868e+01
9.090909090909090e+00,2.980446568690845e+01,3.746892087634582e+01,3.270947010516256e+01,3.162088565426662e+01
9.191919191919192e+00,2.984036113054331e+01,3.751404715555852e+01,3.274886438658984e+01,3.165896882856099e+01
9.292929292929292e+00,2.987564267333756e+01,3.755840162750093e+01,3.278758475748989e+01,3.169640060520918e+01
9.393939393939394e+00,2.991032757788074e+01,3.760200604729385e+01,3.282565040799604e+01,3.173319936004207e+01
9.494949494949495e+00,2.994443226409505e+01,3.764488102697167e+01,3.286307909918911e+01,3.176938249987180e+01
9.595959595959595e+00,2.997797258826423e+01,3.768704642321521e+01,3.289988863298000e+01,3.180496688680761e+01
9.696969696969697e+00,3.001096388023748e+01,3.772852170918207e+01,3.293609537201959e+01,3.183996868629147e+01
9.797979797979798e+00,3.004342075741011e+01,3.776932519109022e+01,3.297171577082650e+01,3.187440378549325e+01
9.898989898989900e+00,3.007535741491368e+01,3.780947455076323e+01,3.300676532441256e+01,3.190828664864496e+01
1.000000000000000e+01,3.010678752888594e+01,3.784898719641352e+01,3.304125903782882e+01,3.194163230836431e+01
