,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.115154421178666e-01,3.068215741432954e-01,2.769623474022331e-01,2.599194795556253e-01
2.020202020202020e-01,6.001678051678974e-01,5.911245987796070e-01,5.335975073683439e-01,5.007627102786256e-01
3.030303030303030e-01,8.653909981795315e-01,8.523513975821144e-01,7.694023058862715e-01,7.220572319937847e-01
4.040404040404040e-01,1.107283026118139e+00,1.090598651501757e+00,9.844637600743644e-01,9.238849546803320e-01
5.050505050505051e-01,1.326565754259527e+00,1.306577226552193e+00,1.179423760339377e+00,1.106848083457525e+00
6.060606060606061e-01,1.524469738914853e+00,1.501499247212225e+00,1.355376308639705e+00,1.271973490619329e+00
7.070707070707071e-01,1.702578213792773e+00,1.676923974424086e+00,1.513729068844097e+00,1.420582004064343e+00
8.080808080808081e-01,1.862666615756911e+00,1.834600234470758e+00,1.656060604320049e+00,1.554155177867526e+00
9.090909090909091e-01,2.006565055295615e+00,1.976330459520428e+00,1.783997910367710e+00,1.674219875975221e+00
1.010101010101010e+00,2.136055712208369e+00,2.103869904011759e+00,1.899125494483844e+00,1.782263074539804e+00
1.111111111111111e+00,2.252806762465267e+00,2.218861830150524e+00,2.002926598097817e+00,1.879676830800348e+00
1.212121212121212e+00,2.358337220594950e+00,2.322802128455832e+00,2.096751664160814e+00,1.967728372663569e+00
1.237373737373737e+00,2.383129100162714e+00,2.347220497236156e+00,2.118793667359494e+00,1.988414032121542e+00
1.243686868686869e+00,2.389233177534413e+00,2.353232536083238e+00,2.124220641963945e+00,1.993507089140390e+00
1.246843434343434e+00,2.392271340132350e+00,2.356224945725110e+00,2.126921820832473e+00,1.996042042737283e+00
1.248421717171717e+00,2.393786957178649e+00,2.357717768385054e+00,2.128269341831654e+00,1.997306687668768e+00
1.249210858585859e+00,2.394543907226169e+00,2.358463278659509e+00,2.128942323658020e+00,1.997938214259789e+00
1.249605429292929e+00,2.394922174134625e+00,2.358835861613995e+00,2.129278656523667e+00,1.998263184378776e+00
1.249704071969697e+00,2.395016719183062e+00,2.358928966356726e+00,2.129362691554855e+00,1.998381994004155e+00
1.249802714646465e+00,2.395111281574439e+00,2.359022078273737e+00,2.129446752798805e+00,1.398888121509335e+01
1.250000000000000e+00,2.395300336985428e+00,2.359208293566949e+00,2.129614835196596e+00,1.398998528318351e+01
1.262626262626263e+00,2.407324868127278e+00,2.371051647709109e+00,2.140305640800457e+00,1.406021586339533e+01
1.275252525252525e+00,2.419205137208795e+00,2.382752898136570e+00,2.150868107179530e+00,1.412960376219159e+01
1.281565656565657e+00,2.425091844041782e+00,2.388550974305006e+00,2.156101867515119e+00,1.416398577731984e+01
1.284722222222222e+00,2.428022072146324e+00,2.391436999610216e+00,2.158707069126470e+00,1.418109965521772e+01
1.285116792929293e+00,2.428387652692690e+00,2.391797080184534e+00,2.159032145923719e+00,1.418323528807920e+01
1.285215435606061e+00,2.428479102025975e+00,2.391887084954654e+00,1.511377609852972e+01,1.418376898372367e+01
1.285314078282828e+00,2.428570447301608e+00,2.391977120471692e+00,1.511436261678960e+01,1.418430275143098e+01
1.285511363636364e+00,2.428753163867288e+00,2.392157075350745e+00,1.511549994227591e+01,1.418537016268913e+01
1.286300505050505e+00,2.429483865372057e+00,2.392876706969123e+00,1.512004692362074e+01,1.418963743746213e+01
1.287878787878788e+00,2.430943378000913e+00,2.394314321829438e+00,1.512913097942830e+01,1.419816227878358e+01
1.313131313131313e+00,2.454003094813990e+00,2.417026549248292e+00,1.527264442521491e+01,1.433284480065453e+01
1.325757575757576e+00,2.465328951662104e+00,2.428181761740704e+00,1.534313150599596e+01,1.439899435206499e+01
1.332070707070707e+00,2.470941828702343e+00,2.433710040535369e+00,1.537806364571234e+01,1.443177696664601e+01
1.335227272727273e+00,2.473735890778747e+00,2.436461975114373e+00,1.539545239486124e+01,1.444809585165220e+01
1.336805555555556e+00,2.475129777714989e+00,2.437834900167144e+00,1.540412769564230e+01,1.445623725645062e+01
1.336904198232324e+00,2.475216856626885e+00,2.437920660154403e+00,1.540466938792042e+01,1.445674576396252e+01
1.337002840909091e+00,2.475303909524368e+00,1.706589395312577e+01,1.540521123654996e+01,1.445725422951010e+01
1.337200126262627e+00,2.475477971961978e+00,1.706718408014439e+01,1.540629454678530e+01,1.445827080607927e+01
1.337594696969697e+00,2.475826010122488e+00,1.706964434262555e+01,1.540846056282054e+01,1.446030352510411e+01
1.338383838383838e+00,2.476521678884370e+00,1.707444079523248e+01,1.541279017560727e+01,1.446436675785731e+01
1.341540404040404e+00,2.479299298464301e+00,1.709359130819822e+01,1.543007698671691e+01,1.448058972346331e+01
1.343118686868687e+00,2.480685077575148e+00,1.710314536126472e+01,1.543870139835017e+01,1.448868340182529e+01
1.343907828282828e+00,2.481377191033917e+00,1.710791720950452e+01,1.544300875958581e+01,1.449272582317805e+01
1.344105113636364e+00,2.481550139360931e+00,1.710910972872344e+01,1.544408520207750e+01,1.449373593579744e+01
1.344203756313131e+00,1.737130392079646e+01,1.710970581410036e+01,1.544462331924327e+01,1.449424106011825e+01
1.344302398989899e+00,1.737195470949298e+01,1.711030194047317e+01,1.544516132076449e+01,1.449474589792415e+01
1.344696969696970e+00,1.737448172356068e+01,1.711268560794010e+01,1.544731311097959e+01,1.449676525204187e+01
1.351010101010101e+00,1.741308406534814e+01,1.715070625204205e+01,1.548163367303560e+01,1.452897393734072e+01
1.363636363636364e+00,1.748961406512101e+01,1.722608325786302e+01,1.554967506457184e+01,1.459282842626561e+01
1.414141414141414e+00,1.778699534941211e+01,1.751898340811593e+01,1.581407093676447e+01,1.484095460671332e+01
1.515151515151515e+00,1.834258590912162e+01,1.806620261413768e+01,1.630803570950167e+01,1.530452344927037e+01
1.616161616161616e+00,1.885113945482845e+01,1.856709332393750e+01,1.676018080021944e+01,1.572884577985088e+01
1.717171717171717e+00,1.931815097110898e+01,1.902706801829194e+01,1.717539165222131e+01,1.611850675948301e+01
1.818181818181818e+00,1.974837459125146e+01,1.945080898069326e+01,1.755789510638051e+01,1.647747281766473e+01
1.919191919191919e+00,2.014592317002328e+01,1.984236742028883e+01,1.791134769651604e+01,1.680917597948690e+01
2.020202020202020e+00,2.051435931781429e+01,2.020525203325438e+01,1.823891701904839e+01,1.711658842722891e+01
2.121212121212121e+00,2.085677447300599e+01,2.054250768415731e+01,1.854335164706177e+01,1.740228969099665e+01
2.222222222222222e+00,2.117585710517233e+01,2.085678252477088e+01,1.882704190875598e+01,1.766852304729934e+01
2.323232323232323e+00,2.147395210112846e+01,2.115038582800221e+01,1.909207223433220e+01,1.791724487485860e+01
2.424242424242424e+00,2.175310944656914e+01,2.142533702581039e+01,1.934026567451446e+01,1.815016589625768e+01
2.525252525252525e+00,2.201512789802471e+01,2.168340735419885e+01,1.957322124294203e+01,1.836878635126291e+01
2.626262626262626e+00,2.226158920152626e+01,2.192615501231622e+01,1.979234520032993e+01,1.857442645133177e+01
2.727272727272727e+00,2.249388968069337e+01,2.215495505529347e+01,1.999887906789351e+01,1.876825132087948e+01
2.828282828282828e+00,2.271326493932704e+01,2.237102481169609e+01,2.019392118349037e+01,1.895129169002186e+01
2.929292929292929e+00,2.292081211760720e+01,2.257544475726526e+01,2.037844734802533e+01,1.912446305345033e+01
3.030303030303030e+00,2.311750804841864e+01,2.276917690328296e+01,2.055332580373098e+01,1.928858043029043e+01
3.131313131313131e+00,2.330422493710498e+01,2.295308041259013e+01,2.071933221399023e+01,1.944437163350395e+01
3.232323232323232e+00,2.348174381438872e+01,2.312792447058818e+01,2.087716081146982e+01,1.959248821678398e+01
3.333333333333333e+00,2.365076599415938e+01,2.329439975554758e+01,2.102743514905334e+01,1.973351543745937e+01
3.434343434343434e+00,2.381192261209158e+01,2.345312821783606e+01,2.117071643087381e+01,1.986797994030337e+01
3.535353535353535e+00,2.396578386076166e+01,2.360467093746425e+01,2.130751131600708e+01,1.999635710128677e+01
3.636363636363636e+00,2.411286450470327e+01,2.374953542647881e+01,2.143827786753533e+01,2.011907709069620e+01
3.737373737373737e+00,2.425363239058900e+01,2.388818232324975e+01,2.156343190991277e+01,2.023652968745269e+01
3.838383838383838e+00,2.438851221585169e+01,2.402102971753690e+01,2.168335084801089e+01,2.034906945953259e+01
3.939393939393939e+00,2.451789095008810e+01,2.414845903852470e+01,2.179837903919276e+01,2.045701935987421e+01
4.040404040404041e+00,2.464212191932177e+01,2.427081807826918e+01,2.190883034057671e+01,2.056067415240150e+01
4.141414141414141e+00,2.476152811850491e+01,2.438842512545034e+01,2.201499198821674e+01,2.066030314259784e+01
4.242424242424242e+00,2.487640526907915e+01,2.450157140121119e+01,2.211712716286933e+01,2.075615344638055e+01
