,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.679298952713497e-01,3.535859238815287e-01,2.620932754518981e-01,3.779374502085687e-01
2.020202020202020e-01,5.161956339329921e-01,6.812210013143306e-01,5.049507771807861e-01,7.281368144947125e-01
3.030303030303030e-01,7.443101891706678e-01,9.822628182011094e-01,7.280960600751412e-01,1.049911435586431e+00
4.040404040404040e-01,9.523579983170739e-01,1.256822550596211e+00,9.316117716898424e-01,1.343380215266930e+00
5.050505050505051e-01,1.140959909283958e+00,1.505719618059761e+00,1.116105122987530e+00,1.609418799627318e+00
6.060606060606061e-01,1.311174232543951e+00,1.730350722481404e+00,1.282611498535678e+00,1.849520183505859e+00
7.070707070707071e-01,1.464362672420641e+00,1.932512835530837e+00,1.432462907093441e+00,2.065605342933761e+00
8.080808080808081e-01,1.602052468118391e+00,2.114221418371913e+00,1.567153243961946e+00,2.259828228636017e+00
9.090909090909091e-01,1.725817405504819e+00,2.277553418645458e+00,1.688222077207895e+00,2.434408912175295e+00
1.010101010101010e+00,1.837190421853623e+00,2.424531817231737e+00,1.797168870238017e+00,2.591509760612331e+00
1.111111111111111e+00,1.937606289531958e+00,2.557050283447935e+00,1.895397359108924e+00,2.733154797489085e+00
1.212121212121212e+00,2.028371537055889e+00,2.676832771336305e+00,1.984185311702006e+00,2.861186674312258e+00
1.237373737373737e+00,2.049694659703222e+00,2.704972800146041e+00,2.005043929939030e+00,2.891264764581689e+00
1.250000000000000e+00,2.060162922974513e+00,2.718787670769983e+00,2.015284151823598e+00,2.906031067836238e+00
1.253156565656566e+00,2.062760168610057e+00,2.722215342549597e+00,2.017824855355392e+00,2.909694803989301e+00
1.253945707070707e+00,2.063408273281222e+00,2.723070611865575e+00,2.018458838750315e+00,2.910608997739743e+00
1.254340277777778e+00,2.063732136924195e+00,2.723498021128924e+00,2.018775672130309e+00,2.911065877683911e+00
1.254438920454545e+00,2.063813080833231e+00,2.723604866062840e+00,2.018862418429590e+00,2.911180024237424e+00
1.254537563131313e+00,2.063894032200472e+00,2.723711651941392e+00,1.413253804537901e+01,2.911294170790936e+00
1.254734848484849e+00,2.064055882727514e+00,2.723925211887424e+00,1.413364640656575e+01,2.911522463897962e+00
1.256313131313131e+00,2.065349635336809e+00,2.725632571372259e+00,1.414250536150915e+01,2.913347441099603e+00
1.262626262626263e+00,2.070505030692376e+00,2.732436152904525e+00,1.417780715628052e+01,2.920619523396120e+00
1.265782828282828e+00,2.073071102220417e+00,2.735822535141811e+00,1.419537831681810e+01,2.924239178990730e+00
1.266571969696970e+00,2.073711410381424e+00,2.736667617407418e+00,1.419976282906469e+01,2.925142462224332e+00
1.266769255050505e+00,2.073871400533577e+00,2.736878789548213e+00,1.420085843701332e+01,2.925368106289682e+00
