,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.216240245803736e+01,-1.187366625092633e+01,-1.003691859346265e+01,-8.988554660619325e+00
1.010101010101010e-01,-1.217832391370219e+01,-1.188934780448440e+01,-1.005107404942101e+01,-9.001839062965596e+00
2.020202020202020e-01,-1.222456437256777e+01,-1.193489151904888e+01,-1.009218554027620e+01,-9.040420765115075e+00
3.030303030303030e-01,-1.229878032255542e+01,-1.200798919422973e+01,-1.015816949510885e+01,-9.102344408335998e+00
4.040404040404040e-01,-1.239860457186376e+01,-1.210630930671671e+01,-1.024692128981956e+01,-9.185634876220540e+00
5.050505050505051e-01,-1.252171203482559e+01,-1.222756180488482e+01,-1.035637373605230e+01,-9.288352184501987e+00
6.060606060606061e-01,-1.266587743568290e+01,-1.236955494309754e+01,-1.048454838449622e+01,-9.408639627416553e+00
7.070707070707071e-01,-1.282901899234461e+01,-1.253023830724420e+01,-1.062959436326338e+01,-9.544760226168002e+00
8.080808080808081e-01,-1.300922583855134e+01,-1.270772982371172e+01,-1.078981275840105e+01,-9.695119609189192e+00
9.090909090909091e-01,-1.320477022443726e+01,-1.290032777611017e+01,-1.096366746117344e+01,-9.858276191938181e+00
1.010101010101010e+00,-1.341410753942335e+01,-1.310651082782118e+01,-1.114978518841573e+01,-1.003294119599974e+01
1.111111111111111e+00,-1.363586785627599e+01,-1.332492969346925e+01,-1.134694796452130e+01,-1.021797159369225e+01
1.212121212121212e+00,-1.386884240642446e+01,-1.355439381802726e+01,-1.155408109691010e+01,-1.041235882346363e+01
1.237373737373737e+00,-1.392871068051512e+01,-1.361336000594031e+01,-1.160730881270655e+01,-1.046231118068144e+01
1.243686868686869e+00,-1.394377497499364e+01,-1.362819731388831e+01,-1.162070218335831e+01,-1.047488039251284e+01
1.246843434343434e+00,-1.395132154392750e+01,-1.363563017225297e+01,-1.162741169073180e+01,-1.048117703147361e+01
1.248421717171717e+00,-1.395509842106529e+01,-1.363935013997233e+01,-1.163076963859220e+01,-1.048432834857469e+01
1.249210858585859e+00,-1.395698775621382e+01,-1.364121100690213e+01,-1.163244940965388e+01,-1.048590475520537e+01
1.249605429292929e+00,-1.395793264773487e+01,-1.364214166093941e+01,-1.163328949429144e+01,-1.048669314548296e+01
1.249704071969697e+00,-1.395816889393335e+01,-1.364237434741559e+01,-1.163349953618260e+01,-1.048689026537316e+01
1.249802714646465e+00,-1.395840514945735e+01,-1.364260704307678e+01,-1.163370958636490e+01,-1.048972908573919e+01
1.250000000000000e+00,-1.395887768847837e+01,-1.364307246195068e+01,-1.163412971159977e+01,-1.049248899603143e+01
1.262626262626263e+00,-1.398919744484806e+01,-1.367293536477740e+01,-1.166108641612444e+01,-1.066957449361061e+01
1.275252525252525e+00,-1.401966811299745e+01,-1.370294690546776e+01,-1.168817729337151e+01,-1.084754140617460e+01
1.281565656565657e+00,-1.403495947310540e+01,-1.371800785765432e+01,-1.170177254364938e+01,-1.093685208797429e+01
1.284722222222222e+00,-1.404261906173273e+01,-1.372555203274866e+01,-1.170858253462985e+01,-1.098158866325493e+01
1.285116792929293e+00,-1.404357716024080e+01,-1.372649569477207e+01,-1.170943436134220e+01,-1.098718453114263e+01
1.285215435606061e+00,-1.404381670740876e+01,-1.372673163247922e+01,-1.170910121256481e+01,-1.098858362976715e+01
1.285314078282828e+00,-1.404405626359142e+01,-1.372696757906523e+01,-1.171059210532357e+01,-1.098998278104284e+01
1.285511363636364e+00,-1.404453540299742e+01,-1.372743949887050e+01,-1.171357405988328e+01,-1.099278124152804e+01
1.286300505050505e+00,-1.404645232104028e+01,-1.372932753307970e+01,-1.172550412121178e+01,-1.100397718853036e+01
1.287878787878788e+00,-1.405028788573404e+01,-1.373310530405975e+01,-1.174937500197084e+01,-1.102637917863905e+01
1.313131313131313e+00,-1.411196766046463e+01,-1.379385569719269e+01,-1.213324300196434e+01,-1.138662592553105e+01
1.325757575757576e+00,-1.414302419090270e+01,-1.382444427248660e+01,-1.232652529389991e+01,-1.156801462399718e+01
1.332070707070707e+00,-1.415860587114886e+01,-1.383979117031106e+01,-1.242349887168548e+01,-1.165902094891179e+01
1.335227272727273e+00,-1.416640997321135e+01,-1.384747768133379e+01,-1.247206819710145e+01,-1.170460156902115e+01
1.336805555555556e+00,-1.417031532833664e+01,-1.385132419115360e+01,-1.249637342304880e+01,-1.172741117695970e+01
1.336904198232324e+00,-1.417055948605955e+01,-1.385156466994455e+01,-1.249789295416229e+01,-1.172883720398056e+01
1.337002840909091e+00,-1.417080365236920e+01,-1.384697236877859e+01,-1.249941253871588e+01,-1.173026328115310e+01
1.337200126262627e+00,-1.417129201074554e+01,-1.385033934696720e+01,-1.250245186812369e+01,-1.173311558593474e+01
1.337594696969697e+00,-1.417226883050431e+01,-1.385707405122020e+01,-1.250853116800426e+01,-1.173882079711512e+01
1.338383838383838e+00,-1.417422288186936e+01,-1.387054630730467e+01,-1.252069233092459e+01,-1.175023362491152e+01
1.341540404040404e+00,-1.418204457123035e+01,-1.392447314053380e+01,-1.256937111201105e+01,-1.179591696535501e+01
1.343118686868687e+00,-1.418595870061146e+01,-1.395145920359905e+01,-1.259373094509744e+01,-1.181877782019144e+01
1.343907828282828e+00,-1.418791658507004e+01,-1.396495788704286e+01,-1.260591596351906e+01,-1.183021303554485e+01
1.344105113636364e+00,-1.418840614150926e+01,-1.396833314617622e+01,-1.260896274914738e+01,-1.183307233772971e+01
1.344203756313131e+00,-1.418373934652231e+01,-1.397002086395406e+01,-1.261048622158817e+01,-1.183450206354895e+01
1.344302398989899e+00,-1.418545293054183e+01,-1.397170864053215e+01,-1.261200974710687e+01,-1.183593183917998e+01
1.344696969696970e+00,-1.419230790227812e+01,-1.397846033473907e+01,-1.261810437986353e+01,-1.184165143973049e+01
