,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.551144144153678e-01,3.665654478676424e-01,3.317905559413137e-01,2.922929725071873e-01
2.020202020202020e-01,4.915052022385773e-01,7.062275317915891e-01,6.392299796791158e-01,5.631337013315462e-01
3.030303030303030e-01,7.087087795745765e-01,1.018320069986403e+00,9.217153359734751e-01,8.119909910894587e-01
4.040404040404040e-01,9.068053291096254e-01,1.302958480411677e+00,1.179351008484232e+00,1.038956672293523e+00
5.050505050505051e-01,1.086386097846640e+00,1.560992138925599e+00,1.412905845392865e+00,1.244708271611288e+00
6.060606060606061e-01,1.248458841045715e+00,1.793869086236810e+00,1.623690461037516e+00,1.430400330896218e+00
7.070707070707071e-01,1.394320088101574e+00,2.003452242007468e+00,1.813391276792149e+00,1.597518381831886e+00
8.080808080808081e-01,1.525423942904149e+00,2.191831051706268e+00,1.983899085451746e+00,1.747728325145086e+00
9.090909090909091e-01,1.643268985843596e+00,2.361158734959154e+00,2.137163215197472e+00,1.882747322424841e+00
1.010101010101010e+00,1.749314855126656e+00,2.513532543191668e+00,2.275081746654629e+00,2.004247518260943e+00
1.111111111111111e+00,1.844927767147214e+00,2.650915444963857e+00,2.399431649173272e+00,2.113794400607107e+00
1.212121212121212e+00,1.931351508405815e+00,2.775094953374350e+00,2.511830592405206e+00,2.212812924122134e+00
1.237373737373737e+00,1.951654750250668e+00,2.804267956923139e+00,2.538236072985014e+00,2.236075007718055e+00
1.238162878787879e+00,1.952281241844135e+00,2.805168192926830e+00,2.539050880639870e+00,2.236792828049744e+00
1.238557449494950e+00,1.952594361234721e+00,2.805618030322384e+00,2.539458089590707e+00,2.237151549288694e+00
1.238656092171717e+00,1.366870817688730e+01,2.805730456508710e+00,2.539559914918059e+00,2.237241197622433e+00
1.238754734848485e+00,1.366925591489412e+01,2.805842923510497e+00,2.539661647886839e+00,2.237330842701616e+00
1.238952020202020e+00,1.367035118127241e+01,2.806067735067689e+00,2.539865160003684e+00,2.237510111705379e+00
1.240530303030303e+00,1.367910598443487e+01,2.807864819391839e+00,2.541491723786124e+00,2.238943067686666e+00
1.243686868686869e+00,1.369657554557623e+01,2.811450661686165e+00,2.544737410944319e+00,2.241802372903401e+00
1.250000000000000e+00,1.373135593014310e+01,2.818589949002938e+00,2.551199404151286e+00,2.247495150309734e+00
1.262626262626263e+00,1.380028818518502e+01,2.832739505965408e+00,2.564006592065922e+00,2.258777690332918e+00
1.313131313131313e+00,1.406787709682343e+01,2.887666544779476e+00,2.613722925903091e+00,2.302575614772853e+00
1.313229955808081e+00,1.406838734163056e+01,2.887771287455337e+00,2.613817731978853e+00,2.302659132502090e+00
1.313328598484849e+00,1.406889755661153e+01,2.887875979111873e+00,2.613912519582899e+00,1.611914594272055e+01
1.313525883838384e+00,1.406991768944800e+01,2.888085413444270e+00,2.614102057847565e+00,1.612036740798026e+01
1.313920454545455e+00,1.407195754550821e+01,2.888504078031762e+00,2.614481050884744e+00,1.612270443041115e+01
1.314709595959596e+00,1.407603506554718e+01,2.889341152110116e+00,2.615238622453826e+00,1.612737628658496e+01
1.316287878787879e+00,1.408418100438249e+01,2.891013208474465e+00,2.616752074691224e+00,1.613670930772073e+01
1.319444444444444e+00,1.410043657224220e+01,2.894349923400925e+00,2.619772283169438e+00,1.615533390323941e+01
1.325757575757576e+00,1.413280393020034e+01,2.900993864083533e+00,2.625785925375387e+00,1.619241814531327e+01
1.338383838383838e+00,1.419696767238736e+01,2.914164503038068e+00,2.637707141137632e+00,1.626593255511387e+01
1.363636363636364e+00,1.432305455239923e+01,2.940045994783054e+00,2.661133306290691e+00,1.641039440498348e+01
1.369949494949495e+00,1.435411815876870e+01,2.946422339101856e+00,2.666904686416673e+00,1.644598512706949e+01
1.371527777777778e+00,1.436185584125378e+01,2.948010571122075e+00,2.668342317806691e+00,1.645485033364520e+01
1.372316919191919e+00,1.436572034704951e+01,2.948803851843784e+00,2.669060350300995e+00,1.645927811612404e+01
1.372415561868687e+00,1.436620328954900e+01,2.948903000760764e+00,2.669150076655212e+00,1.645983145224261e+01
1.372514204545455e+00,1.436668620506291e+01,2.949002088454555e+00,1.868438695453786e+01,1.646038465720262e+01
1.372711489898990e+00,1.436765165119111e+01,2.949200239352859e+00,1.868573834001415e+01,1.646149089105124e+01
1.373106060606061e+00,1.436958219689583e+01,2.949596608494977e+00,1.868844015450133e+01,1.646370287023984e+01
1.376262626262626e+00,1.438500141055076e+01,2.952761592370803e+00,1.870849832942591e+01,1.648136905573258e+01
1.388888888888889e+00,1.444623258265844e+01,2.965330305319583e+00,1.878813292275996e+01,1.655152368109369e+01
