,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.342509513531133e+01,-8.495708148046125e+00,-1.253757678337443e+01,-7.273657276585755e+00
1.010101010101010e-01,-1.344206572380403e+01,-8.508583059259085e+00,-1.255380995994172e+01,-7.285516823007545e+00
2.020202020202020e-01,-1.349135316432711e+01,-8.545975482092382e+00,-1.260095574542259e+01,-7.319960336215487e+00
3.030303030303030e-01,-1.357045952076518e+01,-8.605990331663408e+00,-1.267662474489225e+01,-7.375242184976345e+00
4.040404040404040e-01,-1.367686161692191e+01,-8.686713374443002e+00,-1.277840342008579e+01,-7.449599099545905e+00
5.050505050505051e-01,-1.380808115728844e+01,-8.786264426096380e+00,-1.290392116325449e+01,-7.541299174124502e+00
6.060606060606061e-01,-1.396174623316705e+01,-8.902844013735397e+00,-1.305090913070396e+01,-7.648684849145417e+00
7.070707070707071e-01,-1.413563788493854e+01,-9.034768700860809e+00,-1.321724478182168e+01,-7.770205450356944e+00
8.080808080808081e-01,-1.432771933119077e+01,-9.180493262340738e+00,-1.340097983813123e+01,-7.904437614997160e+00
9.090909090909091e-01,-1.453614897322767e+01,-9.338620550415001e+00,-1.360035272272491e+01,-8.050094379727373e+00
1.010101010101010e+00,-1.475928041947116e+01,-9.507901513207823e+00,-1.381378858360522e+01,-8.206025197684852e+00
1.111111111111111e+00,-1.499565347232143e+01,-9.687228356816899e+00,-1.403989067218736e+01,-8.371209639835731e+00
1.161616161616162e+00,-1.511839671640766e+01,-9.780348779263125e+00,-1.415730043405570e+01,-8.456986229246775e+00
1.174242424242424e+00,-1.514953174190930e+01,-9.803969686052504e+00,-1.418708256957873e+01,-8.478744300891684e+00
1.177398989898990e+00,-1.515734296561620e+01,-9.809895751122923e+00,-1.419455437727093e+01,-8.484203013782102e+00
1.178188131313131e+00,-1.515929747894469e+01,-9.811378562728404e+00,-1.419642396240512e+01,-8.485568885187277e+00
1.178286773989899e+00,-1.515954184106789e+01,-9.811563950562263e+00,-1.419665770642018e+01,-8.485739652626782e+00
1.178385416666667e+00,-1.515978621384478e+01,-9.811749346478662e+00,-1.419689146062601e+01,-8.485772056512904e+00
1.178582702020202e+00,-1.516027499135556e+01,-9.812120162555953e+00,-1.419735899960605e+01,-8.488163061191660e+00
1.178977272727273e+00,-1.516125267417617e+01,-9.812861891666596e+00,-1.419829419981202e+01,-8.492945695784009e+00
1.180555555555556e+00,-1.516516510823700e+01,-9.815830099939481e+00,-1.420203662942456e+01,-8.512084563814774e+00
1.186868686868687e+00,-1.518084201527711e+01,-9.827723546434996e+00,-1.421703233803659e+01,-8.588772950201975e+00
1.212121212121212e+00,-1.524397971227539e+01,-9.875623608556790e+00,-1.427742655382149e+01,-8.897630309030024e+00
1.224747474747475e+00,-1.527580292509134e+01,-9.899766615718439e+00,-1.430786697330382e+01,-9.053303289310367e+00
1.227904040404041e+00,-1.528378487426911e+01,-9.905822203420328e+00,-1.431550208804422e+01,-9.092349435409320e+00
1.229482323232324e+00,-1.528777974882481e+01,-9.908852956021136e+00,-1.431932337591851e+01,-9.111891586339450e+00
1.230271464646465e+00,-1.528977815936010e+01,-9.910369070693292e+00,-1.432123495082278e+01,-9.121667422791031e+00
1.230666035353535e+00,-1.529077760772573e+01,-9.911127312458158e+00,-1.432219097080973e+01,-9.126556530204997e+00
1.230863320707071e+00,-1.529127739265603e+01,-9.911506479427288e+00,-1.432266903891106e+01,-9.129001381076851e+00
1.230961963383839e+00,-1.529152730030467e+01,-9.911915484693880e+00,-1.432290808748545e+01,-9.130223880787476e+00
1.231060606060606e+00,-1.529177721807435e+01,-9.913242703468654e+00,-1.432314714574111e+01,-9.131446430008278e+00
1.237373737373737e+00,-1.530779296307034e+01,-9.998296269198001e+00,-1.433846696900407e+01,-9.209792345907921e+00
1.262626262626263e+00,-1.537226545907562e+01,-1.034068531685670e+01,-1.440013798364436e+01,-9.525179282396731e+00
1.313131313131313e+00,-1.550312552942653e+01,-1.103563366910178e+01,-1.452531187661383e+01,-1.016532134690283e+01
1.338383838383838e+00,-1.556948301370576e+01,-1.138803317672331e+01,-1.458878597236066e+01,-1.048992928015572e+01
1.351010101010101e+00,-1.560288727092405e+01,-1.156543055584414e+01,-1.462073873615297e+01,-1.065333642277505e+01
1.352588383838384e+00,-1.560707324504606e+01,-1.158766068158707e+01,-1.462474281986862e+01,-1.067381339569158e+01
1.352982954545455e+00,-1.560812009950798e+01,-1.159322012979309e+01,-1.462574418604563e+01,-1.067893440452716e+01
1.353081597222222e+00,-1.560838183566722e+01,-1.159461011156600e+01,-1.462599454915407e+01,-1.068021476701577e+01
1.353180239898990e+00,-1.560864358084232e+01,-1.159600014121872e+01,-1.462067699390279e+01,-1.068149517360820e+01
1.353377525252526e+00,-1.560916709823679e+01,-1.159878034414603e+01,-1.462418235456215e+01,-1.068405611908837e+01
1.354166666666667e+00,-1.561126152828395e+01,-1.160990307017133e+01,-1.463820630292447e+01,-1.069430166435483e+01
1.357323232323232e+00,-1.561964500860285e+01,-1.165442456414636e+01,-1.469434069179766e+01,-1.073531202285989e+01
1.363636363636364e+00,-1.563643953045986e+01,-1.174361391931004e+01,-1.480679401488052e+01,-1.081746756400478e+01
1.369949494949495e+00,-1.565327062225562e+01,-1.183299748359046e+01,-1.491949220418661e+01,-1.089980199819191e+01
1.371527777777778e+00,-1.565748408431448e+01,-1.185537358737211e+01,-1.494770484484620e+01,-1.092041343676014e+01
1.372316919191919e+00,-1.565959166643481e+01,-1.186656615908494e+01,-1.496181686393908e+01,-1.093072331941579e+01
1.372711489898990e+00,-1.566064567008722e+01,-1.187216357393834e+01,-1.496887429696774e+01,-1.093587930070357e+01
1.372810132575757e+00,-1.565069850313539e+01,-1.187356304520922e+01,-1.497063880344591e+01,-1.093716840431202e+01
1.372908775252525e+00,-1.565254319834767e+01,-1.187496256349458e+01,-1.497240336920171e+01,-1.093845755122719e+01
1.373106060606061e+00,-1.565623278881107e+01,-1.187776174109161e+01,-1.497593267852463e+01,-1.094103597496198e+01
1.376262626262626e+00,-1.571530055305560e+01,-1.192257412833174e+01,-1.503243383666376e+01,-1.098231428577554e+01
1.388888888888889e+00,-1.595220245606669e+01,-1.210230218954553e+01,-1.525904179562523e+01,-1.114786830397472e+01
1.414141414141414e+00,-1.642899613160354e+01,-1.246402660718020e+01,-1.571511766621071e+01,-1.148106574913575e+01
1.515151515151515e+00,-1.837441048461052e+01,-1.393993518148592e+01,-1.757599919677662e+01,-1.284057852260461e+01
1.616161616161616e+00,-2.037705802427113e+01,-1.545926430051332e+01,-1.949162699762401e+01,-1.424008753039839e+01
1.717171717171717e+00,-2.243217739418511e+01,-1.701840171234003e+01,-2.145744660447024e+01,-1.567626539661120e+01
1.818181818181818e+00,-2.453555804507065e+01,-1.861415304051972e+01,-2.346943042628826e+01,-1.714616966555327e+01
