,Domain_1,Domain_2
0.000000000000000e+00,-8.240024631282715e+00,-1.338076240625680e+01
1.010101010101010e-01,-8.252687102861067e+00,-1.339769616003727e+01
2.020202020202020e-01,-8.289462540263369e+00,-1.344687662202575e+01
3.030303030303030e-01,-8.348487128037402e+00,-1.352581127788455e+01
4.040404040404040e-01,-8.427878218042425e+00,-1.363198242797868e+01
5.050505050505051e-01,-8.525786649510843e+00,-1.376291715594697e+01
6.060606060606061e-01,-8.640442641360265e+00,-1.391624870132651e+01
7.070707070707071e-01,-8.770190534264342e+00,-1.408976292075647e+01
8.080808080808081e-01,-8.913510599737894e+00,-1.428142745366476e+01
9.090909090909091e-01,-9.069028743349392e+00,-1.448940469855070e+01
1.010101010101010e+00,-9.235516522928227e+00,-1.471205183733396e+01
1.111111111111111e+00,-9.411884423481201e+00,-1.494791184177793e+01
1.212121212121212e+00,-9.597171100895469e+00,-1.519569908889782e+01
1.218434343434343e+00,-9.609027766633439e+00,-1.521155522385708e+01
1.220012626262626e+00,-9.611996832631425e+00,-1.521552580987235e+01
1.220407196969697e+00,-9.612739404534091e+00,-1.521651886479739e+01
1.220604482323232e+00,-9.613110736263790e+00,-1.521701545348015e+01
1.220703125000000e+00,-9.613296413570680e+00,-1.521726376312318e+01
1.220801767676768e+00,-9.614202270553353e+00,-1.521751208296601e+01
1.221590909090909e+00,-9.624602548259663e+00,-1.521949900878442e+01
1.224747474747475e+00,-9.666237772843999e+00,-1.522745322933678e+01
1.237373737373737e+00,-9.833321585412840e+00,-1.525937383284427e+01
1.262626262626263e+00,-1.017006111805937e+01,-1.532370639110738e+01
1.313131313131313e+00,-1.085354262819737e+01,-1.545428242929078e+01
1.363636363636364e+00,-1.154984100633868e+01,-1.558730707189284e+01
1.369949494949495e+00,-1.163774971681844e+01,-1.560410163175436e+01
1.371527777777778e+00,-1.165975660863174e+01,-1.560830594848142e+01
1.371725063131313e+00,-1.166250830374315e+01,-1.560883164733444e+01
1.371823705808081e+00,-1.166388422072841e+01,-1.560909451002515e+01
1.371922348484848e+00,-1.166526018399444e+01,-1.560016490708927e+01
1.372316919191919e+00,-1.167076449978207e+01,-1.560752585669015e+01
1.373106060606061e+00,-1.168177535155554e+01,-1.562225086136764e+01
1.376262626262626e+00,-1.172584832187747e+01,-1.568119044699177e+01
1.388888888888889e+00,-1.190261081983251e+01,-1.591757815372573e+01
1.414141414141414e+00,-1.225836668344458e+01,-1.639333694718774e+01
1.515151515151515e+00,-1.370992235363683e+01,-1.833452877262070e+01
1.616161616161616e+00,-1.520418211742324e+01,-2.033282955990737e+01
1.717171717171717e+00,-1.673759332604810e+01,-2.238348828718554e+01
1.818181818181818e+00,-1.830701431116952e+01,-2.448230354418299e+01
1.919191919191919e+00,-1.990965891894516e+01,-2.662554935664038e+01
2.020202020202020e+00,-2.154304873301242e+01,-2.880991129323279e+01
2.121212121212121e+00,-2.320497211301213e+01,-3.103243168704179e+01
2.222222222222222e+00,-2.489344916297598e+01,-3.329046278714208e+01
2.323232323232323e+00,-2.660670179710213e+01,-3.558162672701818e+01
2.424242424242424e+00,-2.834312815374412e+01,-3.790378130792608e+01
2.525252525252525e+00,-3.010128070126857e+01,-4.025499071945806e+01
2.626262626262626e+00,-3.187984747057741e+01,-4.263350044145292e+01
2.727272727272727e+00,-3.367763593296855e+01,-4.503771568356566e+01
2.828282828282828e+00,-3.549355911634999e+01,-4.746618281822775e+01
2.929292929292929e+00,-3.732662361717458e+01,-4.991757334878920e+01
3.030303030303030e+00,-3.917591922033058e+01,-5.239067002800931e+01
3.131313131313131e+00,-4.104060988554194e+01,-5.488435480400555e+01
3.232323232323232e+00,-4.291992589768684e+01,-5.739759832273177e+01
3.333333333333333e+00,-4.481315701090951e+01,-5.992945075947398e+01
3.434343434343434e+00,-4.671964644347008e+01,-6.247903378805377e+01
3.535353535353535e+00,-4.863878560282802e+01,-6.504553352658635e+01
3.636363636363636e+00,-5.057000943924103e+01,-6.762819432376386e+01
3.737373737373737e+00,-5.251279234182431e+01,-7.022631327058050e+01
3.838383838383838e+00,-5.446664450408846e+01,-7.283923533990034e+01
3.939393939393939e+00,-5.643110869690682e+01,-7.546634907088780e+01
4.040404040404041e+00,-5.840575739601972e+01,-7.810708272756675e+01
4.141414141414141e+00,-6.039019021887171e+01,-8.076090087105617e+01
4.242424242424242e+00,-6.238403163204569e+01,-8.342730129368029e+01
4.343434343434343e+00,-6.438692889601427e+01,-8.610581227044698e+01
4.444444444444445e+00,-6.639855021854116e+01,-8.879599008955790e+01
4.545454545454545e+00,-6.841858309197514e+01,-9.149741682884138e+01
4.646464646464646e+00,-7.044673279300153e+01,-9.420969834944287e+01
4.747474747474747e+00,-7.248272102624590e+01,-9.693246248189135e+01
4.848484848484849e+00,-7.452628469554202e+01,-9.966535738289369e+01
4.949494949494950e+00,-7.657717478874497e+01,-1.024080500439748e+02
5.050505050505050e+00,-7.863515536374602e+01,-1.051602249354572e+02
5.151515151515151e+00,-8.070000262487397e+01,-1.079215827713150e+02
5.252525252525253e+00,-8.277150408018476e+01,-1.106918393822028e+02
5.353535353535354e+00,-8.484945777128017e+01,-1.134707246854778e+02
5.454545454545454e+00,-8.693367156828323e+01,-1.162579817423574e+02
5.555555555555555e+00,-8.902396252345412e+01,-1.190533658934983e+02
5.656565656565657e+00,-9.112015627767614e+01,-1.218566439652794e+02
5.757575757575758e+00,-9.322208651469219e+01,-1.246675935399420e+02
5.858585858585858e+00,-9.532959445853906e+01,-1.274860022834997e+02
5.959595959595959e+00,-9.744252841012579e+01,-1.303116673259963e+02
6.060606060606061e+00,-9.956074331933826e+01,-1.331443946892733e+02
6.161616161616162e+00,-1.016841003894364e+02,-1.359839987579232e+02
6.262626262626262e+00,-1.038124667108487e+02,-1.388303017895563e+02
6.363636363636363e+00,-1.059457149217670e+02,-1.416831334609077e+02
6.464646464646465e+00,-1.080837228932085e+02,-1.445423304466650e+02
6.565656565656566e+00,-1.102263734364461e+02,-1.474077360282101e+02
6.666666666666667e+00,-1.123735540309151e+02,-1.502791997297433e+02
6.767676767676767e+00,-1.145251565708892e+02,-1.531565769795082e+02
6.868686868686869e+00,-1.166810771293817e+02,-1.560397287940537e+02
6.969696969696970e+00,-1.188412157378766e+02,-1.589285214836630e+02
7.070707070707071e+00,-1.210054761806214e+02,-1.618228263772589e+02
7.171717171717171e+00,-1.231737658023351e+02,-1.647225195652468e+02
7.272727272727272e+00,-1.253459953282836e+02,-1.676274816588997e+02
7.373737373737374e+00,-1.275220786957752e+02,-1.705375975650130e+02
7.474747474747475e+00,-1.297019328962083e+02,-1.734527562746724e+02
7.575757575757575e+00,-1.318854778268814e+02,-1.763728506650769e+02
7.676767676767676e+00,-1.340726361518446e+02,-1.792977773134526e+02
7.777777777777778e+00,-1.362633331711314e+02,-1.822274363221744e+02
7.878787878787879e+00,-1.384574966977683e+02,-1.851617311542883e+02
7.979797979797979e+00,-1.406550569420066e+02,-1.881005684786928e+02
8.080808080808081e+00,-1.428559464022701e+02,-1.910438580243008e+02
8.181818181818182e+00,-1.450600997623504e+02,-1.939915124425580e+02
8.282828282828282e+00,-1.472674537944227e+02,-1.969434471777431e+02
8.383838383838384e+00,-1.494779472674853e+02,-1.998995803445225e+02
8.484848484848484e+00,-1.516915208608600e+02,-2.028598326122734e+02
8.585858585858587e+00,-1.539081170824183e+02,-2.058241270957255e+02
8.686868686868687e+00,-1.561276801912219e+02,-2.087923892515073e+02
8.787878787878787e+00,-1.583501561242943e+02,-2.117645467802159e+02
8.888888888888889e+00,-1.605754924272557e+02,-2.147405295336544e+02
8.989898989898990e+00,-1.628036381885785e+02,-2.177202694269099e+02
9.090909090909090e+00,-1.650345439772364e+02,-2.207037003549707e+02
9.191919191919192e+00,-1.672681617835344e+02,-2.236907581135981e+02
9.292929292929292e+00,-1.695044449629285e+02,-2.266813803241938e+02
9.393939393939394e+00,-1.717433481826499e+02,-2.296755063624208e+02
9.494949494949495e+00,-1.739848273709676e+02,-2.326730772903510e+02
9.595959595959595e+00,-1.762288396689322e+02,-2.356740357919309e+02
9.696969696969697e+00,-1.784753433844540e+02,-2.386783261115699e+02
9.797979797979798e+00,-1.807242979485810e+02,-2.416858939956699e+02
9.898989898989900e+00,-1.829756638738490e+02,-2.446966866369262e+02
1.000000000000000e+01,-1.852294027145862e+02,-2.477106526212417e+02
