,Domain_1,Domain_2
0.000000000000000e+00,-1.254249581976226e+01,-1.893253104646460e+01
1.010101010101010e-01,-1.255873308340683e+01,-1.895407759545486e+01
2.020202020202020e-01,-1.260589073892854e+01,-1.901665493343533e+01
3.030303030303030e-01,-1.268157878981722e+01,-1.911709157917493e+01
4.040404040404040e-01,-1.278338309014392e+01,-1.925218400560985e+01
5.050505050505051e-01,-1.290893243530466e+01,-1.941878566802145e+01
6.060606060606061e-01,-1.305595741037122e+01,-1.961388509471103e+01
7.070707070707071e-01,-1.322233494033243e+01,-1.983466500434724e+01
8.080808080808081e-01,-1.340611625618777e+01,-2.007853941645581e+01
9.090909090909091e-01,-1.360553933751183e+01,-2.034317016247281e+01
1.010101010101010e+00,-1.381902893580174e+01,-2.062646691672627e+01
1.111111111111111e+00,-1.404518795080896e+01,-2.092657575298770e+01
1.212121212121212e+00,-1.428278363758976e+01,-2.124186084148281e+01
1.313131313131313e+00,-1.453073137123972e+01,-2.157088290499405e+01
1.338383838383838e+00,-1.459422144805678e+01,-2.165513306441003e+01
1.351010101010101e+00,-1.462618225669566e+01,-2.169754446722889e+01
1.352588383838384e+00,-1.463018734853191e+01,-2.170285915013046e+01
1.352982954545455e+00,-1.463118896682600e+01,-2.170418827910906e+01
1.353180239898990e+00,-1.463168982773854e+01,-2.170485291229021e+01
1.353278882575758e+00,-1.462611119390888e+01,-2.170518524605009e+01
1.353377525252526e+00,-1.462786434263582e+01,-2.170551759125476e+01
1.354166666666667e+00,-1.464189180958966e+01,-2.170817676477943e+01
1.357323232323232e+00,-1.469804033159227e+01,-2.171882077217363e+01
1.363636363636364e+00,-1.481052196739756e+01,-2.174014377980625e+01
1.414141414141414e+00,-1.571907431019457e+01,-2.191237694837111e+01
1.439393939393939e+00,-1.617900687455130e+01,-2.199956580822419e+01
1.452020202020202e+00,-1.641034986118721e+01,-2.204342121834937e+01
1.458333333333333e+00,-1.652636099445383e+01,-2.206541330854618e+01
1.461489898989899e+00,-1.658445091244680e+01,-2.207642534402979e+01
1.463068181818182e+00,-1.661351688997213e+01,-2.208193534622869e+01
1.463857323232323e+00,-1.662805512473522e+01,-2.208469134180609e+01
1.464054608585859e+00,-1.663169022946767e+01,-2.208538044421290e+01
1.464153251262626e+00,-1.663350786371372e+01,-2.208572501093817e+01
1.464251893939394e+00,-1.663532555253991e+01,-2.207476987623534e+01
1.464646464646465e+00,-1.664259685355015e+01,-2.208441867911343e+01
1.515151515151515e+00,-1.758042436068308e+01,-2.332889845535517e+01
1.616161616161616e+00,-1.949653446509157e+01,-2.587154117762042e+01
1.717171717171717e+00,-2.146284901244579e+01,-2.848080426851044e+01
1.818181818181818e+00,-2.347533939767957e+01,-3.115134184350180e+01
1.919191919191919e+00,-2.553043289692046e+01,-3.387841296399598e+01
2.020202020202020e+00,-2.762495140235184e+01,-3.665780033961291e+01
2.121212121212121e+00,-2.975605889674149e+01,-3.948574062786037e+01
2.222222222222222e+00,-3.192121653191690e+01,-4.235886482410027e+01
2.323232323232323e+00,-3.411814424369246e+01,-4.527414732526603e+01
2.424242424242424e+00,-3.634478794257110e+01,-4.822886239252952e+01
2.525252525252525e+00,-3.859929143858082e+01,-5.122054689607755e+01
2.626262626262626e+00,-4.087997237547643e+01,-5.424696838024214e+01
2.727272727272727e+00,-4.318530155709590e+01,-5.730609762995715e+01
2.828282828282828e+00,-4.551388514398833e+01,-6.039608504601230e+01
2.929292929292929e+00,-4.786444928095089e+01,-6.351524024607872e+01
3.030303030303030e+00,-5.023582678647000e+01,-6.666201440184312e+01
3.131313131313131e+00,-5.262694559445681e+01,-6.983498490140434e+01
3.232323232323232e+00,-5.503681868849149e+01,-7.303284199220116e+01
3.333333333333333e+00,-5.746453531042217e+01,-7.625437711498576e+01
3.434343434343434e+00,-5.990925325987735e+01,-7.949847268541873e+01
3.535353535353535e+00,-6.237019213016694e+01,-8.276409311823471e+01
3.636363636363636e+00,-6.484662735013745e+01,-8.605027692089422e+01
3.737373737373737e+00,-6.733788492163154e+01,-8.935612971028968e+01
3.838383838383838e+00,-6.984333675896670e+01,-9.268081802831981e+01
3.939393939393939e+00,-7.236239655086641e+01,-9.602356385074845e+01
4.040404040404041e+00,-7.489451607701871e+01,-9.938363969934612e+01
4.141414141414141e+00,-7.743918192129694e+01,-1.027603642803943e+02
4.242424242424242e+00,-7.999591253197062e+01,-1.061530985836399e+02
4.343434343434343e+00,-8.256425558623147e+01,-1.095612423850698e+02
4.444444444444445e+00,-8.514378562227431e+01,-1.129842311047257e+02
4.545454545454545e+00,-8.773410190718593e+01,-1.164215329774325e+02
4.646464646464646e+00,-9.033482651315558e+01,-1.198726464999648e+02
4.747474747474747e+00,-9.294560257814899e+01,-1.233370981229935e+02
4.848484848484849e+00,-9.556609273028833e+01,-1.268144401602674e+02
4.949494949494950e+00,-9.819597765783240e+01,-1.303042488910028e+02
5.050505050505050e+00,-1.008349548089294e+02,-1.338061228344797e+02
5.151515151515151e+00,-1.034827372072734e+02,-1.373196811784403e+02
5.252525252525253e+00,-1.061390523714855e+02,-1.408445623451266e+02
5.353535353535354e+00,-1.088036413274992e+02,-1.443804226807350e+02
5.454545454545454e+00,-1.114762577044975e+02,-1.479269352557414e+02
5.555555555555555e+00,-1.141566669060458e+02,-1.514837887650097e+02
5.656565656565657e+00,-1.168446453490208e+02,-1.550506865178641e+02
5.757575757575758e+00,-1.195399797637698e+02,-1.586273455094141e+02
5.858585858585858e+00,-1.222424665496639e+02,-1.622134955653855e+02
5.959595959595959e+00,-1.249519111808464e+02,-1.658088785535586e+02
6.060606060606061e+00,-1.276681276575358e+02,-1.694132476556584e+02
6.161616161616162e+00,-1.303909379987395e+02,-1.730263666941948e+02
6.262626262626262e+00,-1.331201717726630e+02,-1.766480095093238e+02
6.363636363636363e+00,-1.358556656614860e+02,-1.802779593813141e+02
6.464646464646465e+00,-1.385972630575131e+02,-1.839160084946460e+02
6.565656565656566e+00,-1.413448136880075e+02,-1.875619574401731e+02
6.666666666666667e+00,-1.440981732662823e+02,-1.912156147521265e+02
6.767676767676767e+00,-1.468572031668590e+02,-1.948767964770561e+02
6.868686868686869e+00,-1.496217701227152e+02,-1.985453257720848e+02
6.969696969696970e+00,-1.523917459428307e+02,-2.022210325300957e+02
7.070707070707071e+00,-1.551670072484064e+02,-2.059037530297012e+02
7.171717171717171e+00,-1.579474352262847e+02,-2.095933296080353e+02
7.272727272727272e+00,-1.607329153982310e+02,-2.132896103545950e+02
7.373737373737374e+00,-1.635233374048574e+02,-2.169924488245104e+02
7.474747474747475e+00,-1.663185948030779e+02,-2.207017037697723e+02
7.575757575757575e+00,-1.691185848760828e+02,-2.244172388870712e+02
7.676767676767676e+00,-1.719232084549066e+02,-2.281389225810211e+02
7.777777777777778e+00,-1.747323697507421e+02,-2.318666277416441e+02
7.878787878787879e+00,-1.775459761972277e+02,-2.356002315350877e+02
7.979797979797979e+00,-1.803639383019969e+02,-2.393396152066343e+02
8.080808080808081e+00,-1.831861695068382e+02,-2.430846638951360e+02
8.181818181818182e+00,-1.860125860558684e+02,-2.468352664580822e+02
8.282828282828282e+00,-1.888431068711669e+02,-2.505913153065699e+02
8.383838383838384e+00,-1.916776534353677e+02,-2.543527062495043e+02
8.484848484848484e+00,-1.945161496807390e+02,-2.581193383464101e+02
8.585858585858587e+00,-1.973585218843236e+02,-2.618911137682846e+02
8.686868686868687e+00,-2.002046985687403e+02,-2.656679376659631e+02
8.787878787878787e+00,-2.030546104082813e+02,-2.694497180455115e+02
8.888888888888889e+00,-2.059081901399650e+02,-2.732363656501955e+02
8.989898989898990e+00,-2.087653724792306e+02,-2.770277938486086e+02
9.090909090909090e+00,-2.116260940399843e+02,-2.808239185285748e+02
9.191919191919192e+00,-2.144902932587261e+02,-2.846246579964667e+02
9.292929292929292e+00,-2.173579103225074e+02,-2.884299328816059e+02
9.393939393939394e+00,-2.202288871004876e+02,-2.922396660454405e+02
9.494949494949495e+00,-2.231031670788721e+02,-2.960537824952091e+02
9.595959595959595e+00,-2.259806952990333e+02,-2.998722093018275e+02
9.696969696969697e+00,-2.288614182986240e+02,-3.036948755217485e+02
9.797979797979798e+00,-2.317452840555121e+02,-3.075217121225632e+02
9.898989898989900e+00,-2.346322419343724e+02,-3.113526519121305e+02
1.000000000000000e+01,-2.375222426357843e+02,-3.151876294710297e+02
