,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.691090895794140e-01,3.616488638493574e-01
2.020202020202020e-01,7.111280462474981e-01,6.967552122563347e-01
3.030303030303030e-01,1.025386211478320e+00,1.004661921443204e+00
4.040404040404040e-01,1.311999668491985e+00,1.285482446560866e+00
5.050505050505051e-01,1.571823876026573e+00,1.540055238288379e+00
6.060606060606061e-01,1.806316727538207e+00,1.769808718921646e+00
7.070707070707071e-01,2.017354213349052e+00,1.976581008480847e+00
8.080808080808081e-01,2.207040133761466e+00,2.162432990487093e+00
9.090909090909091e-01,2.377542803729873e+00,2.329489567367620e+00
1.010101010101010e+00,2.530973863129733e+00,2.479819585242135e+00
1.111111111111111e+00,2.669310168717254e+00,2.615359959305768e+00
1.212121212121212e+00,2.794351359742854e+00,2.737873829314408e+00
1.313131313131313e+00,2.907704084277991e+00,2.848935600014679e+00
1.363636363636364e+00,2.960447049137866e+00,2.900612508518592e+00
1.388888888888889e+00,2.985906746062072e+00,2.925557702280568e+00
1.401515151515151e+00,2.998417161482324e+00,2.937815227658112e+00
1.407828282828283e+00,3.004618528894903e+00,2.943891295613798e+00
1.408025568181818e+00,3.004811737896865e+00,2.944080629811228e+00
1.408124210858586e+00,3.004908371166921e+00,2.060878403046848e+01
1.408222853535354e+00,3.005004953063628e+00,2.060949775497739e+01
1.408617424242424e+00,3.005391229277107e+00,2.061235137128190e+01
1.409406565656566e+00,3.006163319343921e+00,2.061783370457413e+01
1.410984848484849e+00,3.007705906903722e+00,2.062841338672453e+01
1.414141414141414e+00,3.010784352114561e+00,2.064952737581052e+01
1.415719696969697e+00,3.012320261138950e+00,2.066006141979595e+01
1.415916982323232e+00,3.012512104842780e+00,2.066137727807226e+01
1.416015625000000e+00,2.108775116259091e+01,2.066203493056911e+01
1.416114267676768e+00,2.108847422933090e+01,2.066269263299831e+01
1.416508838383838e+00,2.109136656615863e+01,2.066532303278665e+01
1.417297979797980e+00,2.109697817985070e+01,2.067058093709257e+01
1.420454545454545e+00,2.111840429414379e+01,2.069157366346096e+01
1.426767676767677e+00,2.116107345277222e+01,2.073338067852695e+01
1.439393939393939e+00,2.124568569609871e+01,2.081628246198642e+01
1.464646464646465e+00,2.141205669527269e+01,2.097929106981989e+01
1.515151515151515e+00,2.173379983214733e+01,2.129453141526409e+01
1.616161616161616e+00,2.233637551660824e+01,2.188492846979513e+01
1.717171717171717e+00,2.288972931789668e+01,2.242709797254040e+01
