Force_f,Average_r,Average_n,Std_r,Std_n
0.0,0.0,0.0,0.0,0.0
0.01001001001001001,0.06362565712408766,0.0,0.009092191798565507,0.0
0.02002002002002002,0.12725131424817532,0.0,0.018184383597131013,0.0
0.03003003003003003,0.1908769713722629,0.0,0.027276575395696518,0.0
0.04004004004004004,0.25450262849635064,0.0,0.036368767194262026,0.0
0.050050050050050046,0.31812828562043816,0.0,0.045460958992827524,0.0
0.06006006006006006,0.3817539427445258,0.0,0.054553150791393036,0.0
0.07007007007007007,0.44537959986861375,0.0,0.06364534258995855,0.0
0.08008008008008008,0.5090052569927013,0.0,0.07273753438852405,0.0
0.09009009009009009,0.5726309141167887,0.0,0.08182972618708957,0.0
0.10010010010010009,0.6362565712408763,0.0,0.09092191798565505,0.0
0.11011011011011011,0.6956370645292955,0.0,0.0994074696783335,0.0
0.12012012012012012,0.754593041434148,0.0,0.10783235736042374,0.0
0.13013013013013014,0.8135490183390004,0.0,0.11625724504251447,0.0
0.14014014014014015,0.8725049952438525,0.0,0.12468213272460556,0.0
0.15015015015015015,0.931460972148705,0.0,0.13310702040669692,0.0
0.16016016016016016,0.9904169490535583,0.0,0.14153190808878852,0.0
0.17017017017017017,1.0493729259584095,0.0,0.14995679577088034,0.0
0.18018018018018017,1.1083289028632624,0.0,0.15838168345297224,0.0
0.19019019019019018,1.1672848797681143,0.0,0.1668065711350644,0.0
0.20020020020020018,1.226240856672967,0.0,0.17523145881715663,0.0
0.21021021021021022,1.2812815811754976,0.0,0.1830968523289086,0.0
0.22022022022022023,1.3354522495886234,0.0,0.19083791380280757,0.0
0.23023023023023023,1.3896229180017499,0.0,0.19857897527670684,0.0
0.24024024024024024,1.443793586414875,0.0,0.20632003675060645,0.0
0.2502502502502503,1.4979642548280012,0.0,0.2140610982245064,0.0
0.2602602602602603,1.552134923241128,0.0,0.22180215969840655,0.0
0.2702702702702703,1.6063055916542526,0.0,0.22954322117230694,0.0
0.2802802802802803,1.6604762600673797,0.0,0.2372842826462075,0.0
0.2902902902902903,1.7146469284805053,0.0,0.2450253441201082,0.0
0.3003003003003003,1.7688175968936306,0.0,0.2527664055940092,0.0
0.3103103103103103,1.8195225989025614,0.0,0.2600122183906851,0.0
0.3203203203203203,1.8689279760099209,0.0,0.26707231293340195,0.0
0.3303303303303303,1.9183333531172773,0.0,0.27413240747611894,0.0
0.34034034034034033,1.967738730224636,0.0,0.2811925020188361,0.0
0.35035035035035034,2.0171441073319945,0.0,0.28825259656155344,0.0
0.36036036036036034,2.066549484439352,0.0,0.29531269110427105,0.0
0.37037037037037035,2.11595486154671,0.0,0.3023727856469888,0.0
0.38038038038038036,2.1653602386540682,0.0,0.30943288018970666,0.0
0.39039039039039036,2.2147656157614257,0.0,0.3164929747324246,0.0
0.40040040040040037,2.264170992868784,0.0,0.3235530692751428,0.0
0.41041041041041043,2.310637739813123,0.0,0.33019322974940096,0.0
0.42042042042042044,2.3554252695214495,0.0,0.3365934278988248,0.0
0.43043043043043044,2.4002127992297777,0.0,0.3429936260482487,0.0
0.44044044044044045,2.445000328938105,0.0,0.3493938241976727,0.0
0.45045045045045046,2.4897878586464315,0.0,0.35579402234709673,0.0
0.46046046046046046,2.534575388354759,0.0,0.3621942204965207,0.0
0.47047047047047047,2.5793629180630866,0.0,0.3685944186459449,0.0
0.4804804804804805,2.6241504477714135,0.0,0.37499461679536894,0.0
0.4904904904904905,2.668937977479741,0.0,0.38139481494479327,0.0
0.5005005005005005,2.7137255071880695,0.0,0.38779501309421754,0.0
0.5105105105105106,2.756131302545435,0.0,0.3938548578940184,0.0
0.5205205205205206,2.796552319277,0.0,0.39963107490246635,0.0
0.5305305305305306,2.8369733360085654,0.0,0.4054072919109144,0.0
0.5405405405405406,2.87739435274013,0.0,0.4111835089193625,0.0
0.5505505505505506,2.9178153694716955,0.0,0.41695972592781066,0.0
0.5605605605605606,2.9582363862032595,0.0,0.42273594293625893,0.0
0.5705705705705706,2.998657402934825,0.0,0.42851215994470715,0.0
0.5805805805805806,3.0390784196663905,0.0,0.4342883769531555,0.0
0.5905905905905906,3.079499436397957,0.0,0.4400645939616038,0.0
0.6006006006006006,3.1199204531295233,0.0,0.4458408109700524,0.0
0.6106106106106106,3.1585202200994127,0.0,0.4513253942336521,0.0
0.6206206206206206,3.1949334836288505,0.0,0.45646160830865684,0.0
0.6306306306306306,3.313889491728867,0.02,0.6540462408226448,0.13999999999999996
0.6406406406406406,3.3932346788754866,0.03,0.7183719714774732,0.1705872210923198
0.6506506506506506,3.4310341308303163,0.03,0.7264748285750166,0.1705872210923198
0.6606606606606606,3.468797510915767,0.03,0.7344160130022783,0.1705872210923198
0.6706706706706707,3.5065121991143076,0.03,0.7421380172599398,0.1705872210923198
0.6806806806806807,3.544226887312848,0.03,0.7498600827027384,0.1705872210923198
0.6906906906906907,3.5819415755113915,0.03,0.757582207459687,0.1705872210923198
0.7007007007007007,3.619656263709933,0.03,0.7653043897352982,0.1705872210923198
0.7107107107107107,3.656002550833742,0.03,0.7728283145251934,0.1705872210923198
0.7207207207207207,3.6899541360767767,0.03,0.780005208535664,0.1705872210923198
0.7307307307307307,3.7239057213198077,0.03,0.7871821025461341,0.1705872210923198
0.7407407407407407,3.757857306562839,0.03,0.7943589965566046,0.1705872210923198
0.7507507507507507,3.791808891805871,0.03,0.8015358905670747,0.1705872210923198
0.7607607607607607,3.8257604770489024,0.03,0.8087127845775457,0.1705872210923198
0.7707707707707707,3.859712062291936,0.03,0.8158896785880162,0.1705872210923198
0.7807807807807807,3.893663647534968,0.03,0.8230665725984867,0.1705872210923198
0.7907907907907907,3.927615232777998,0.03,0.8302434666089571,0.1705872210923198
0.8008008008008007,3.961566818021031,0.03,0.8374203606194282,0.1705872210923198
0.8108108108108109,3.9945842710990522,0.03,0.8443948034047183,0.1705872210923198
0.8208208208208209,4.025110687414386,0.03,0.8508294158544107,0.1705872210923198
0.8308308308308309,4.113032300549275,0.04,0.931973328833443,0.19595917942265417
0.8408408408408409,4.143992359686994,0.04,0.939029390336607,0.19595917942265417
0.8508508508508509,4.1749498307452875,0.04,0.946074332812827,0.19595917942265417
0.8608608608608609,4.205901830103707,0.04,0.9530957526083292,0.19595917942265417
0.8708708708708709,4.236835225682559,0.04,0.9600371960976182,0.19595917942265417
0.8808808808808809,4.267768621261413,0.04,0.9669786628711974,0.19595917942265417
0.8908908908908909,4.298702016840265,0.04,0.9739201524312008,0.19595917942265417
0.9009009009009009,4.329635412419116,0.04,0.9808616642938551,0.19595917942265417
0.9109109109109109,4.360011178460442,0.04,0.9876847269394808,0.19595917942265417
0.9209209209209209,4.387877611582885,0.04,0.9939746832064872,0.19595917942265417
0.9309309309309309,4.415744044705329,0.04,1.000264647029359,0.19595917942265417
0.9409409409409409,4.443610477827773,0.04,1.0065546182664464,0.19595917942265417
0.950950950950951,4.471476910950219,0.04,1.0128445967796182,0.19595917942265417
0.960960960960961,4.570283096161335,0.05,1.1892501824297832,0.2179449471770336
0.970970970970971,4.598563930619025,0.05,1.196588846491746,0.2179449471770336
0.980980980980981,4.626835439598214,0.05,1.2038909725057918,0.2179449471770336
0.990990990990991,4.803347949961906,0.07,1.4405988504661593,0.25514701644346155
1.001001001001001,4.832462736301893,0.07,1.4490450328833173,0.25514701644346155
1.011011011011011,4.861324095349609,0.07,1.4574233037749487,0.25514701644346155
1.021021021021021,4.965512672275935,0.08,1.5890325692538247,0.27129319932501095
1.031031031031031,4.992308481213987,0.08,1.5976388162090576,0.27129319932501095
1.0410410410410411,5.019094671395822,0.08,1.6062157307099452,0.27129319932501095
1.0510510510510511,5.127540222429095,0.09,1.7449009528805044,0.28618176042508364
1.0610610610610611,5.154747987407143,0.09,1.754156528327259,0.28618176042508364
1.0710710710710711,5.352195783654487,0.1099999247425025,2.00695422236244,0.31288954287744386
1.0810810810810811,5.553147490500236,0.13,2.235310248125452,0.33630343441600447
1.0910910910910911,5.669647483189033,0.14,2.3422529684688858,0.3469870314579495
1.1011011011011012,5.698904711037321,0.14,2.3539682090337055,0.3469870314579495
1.1111111111111112,5.818830118994802,0.15,2.4730872157884494,0.35707142142714293
1.1211211211211212,5.845903226218825,0.15,2.4845566041582194,0.35707142142714293
1.1311311311311312,5.872974736984199,0.15,2.4960268786754805,0.35707142142714293
1.1411411411411412,5.9958068545230265,0.16,2.633240034591447,0.3666060555964675
1.1511511511511512,6.120966958884674,0.17,2.7473611358318424,0.37563279941985916
1.1611611611611612,6.248682140519469,0.18,2.8770704147614734,0.38418745424597134
1.1711711711711712,6.480764773758264,0.2,3.0974137127379917,0.3999999999999996
1.1811811811811812,6.613099842034639,0.21,3.2273094557159014,0.4073082370883263
1.1911911911911912,6.747878099075634,0.22,3.5085782461651935,0.4377213725647863
1.2012012012012012,6.886015455059013,0.23,3.623723858432347,0.44395945760846234
1.2112112112112112,7.027238370298725,0.24,3.7440772339440826,0.4498888751680803
1.2212212212212212,7.2812925369786505,0.26,3.9323888492311645,0.46086874487211615
1.2312312312312312,7.540885448852533,0.28,4.09397583618111,0.4707440918375924
1.2412412412412412,7.803927886534566,0.3,4.254841872396255,0.47958315233127174
