,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.164959084206059e-01,3.235170205858289e-01
2.020202020202020e-01,6.097632148008547e-01,6.232902353287824e-01
3.030303030303030e-01,8.792267564408740e-01,8.987315005940556e-01
4.040404040404040e-01,1.124986124578262e+00,1.149942786253747e+00
5.050505050505051e-01,1.347774706189934e+00,1.377673719909678e+00
6.060606060606061e-01,1.548842738601212e+00,1.583202218293670e+00
7.070707070707071e-01,1.729798815619441e+00,1.768172666492857e+00
8.080808080808081e-01,1.892446674973058e+00,1.934428720860105e+00
9.090909090909091e-01,2.038645725471197e+00,2.083871021282917e+00
1.010101010101010e+00,2.170206664828643e+00,2.218350469981778e+00
1.111111111111111e+00,2.288824355443051e+00,2.339599551563812e+00
1.212121212121212e+00,2.396041993680403e+00,2.449195752468099e+00
1.313131313131313e+00,2.493237367161693e+00,2.548547269153719e+00
1.338383838383838e+00,2.516115968932501e+00,2.571933415872832e+00
1.351010101010101e+00,2.527354602486886e+00,2.583421366338690e+00
1.351404671717172e+00,2.527703669589656e+00,2.583778233694268e+00
1.351503314393939e+00,2.527790967200732e+00,2.583867388665015e+00
1.351601957070707e+00,1.769499801310563e+01,2.583956538232431e+00
1.351799242424243e+00,1.769631138191221e+01,2.584134898605022e+00
1.352588383838384e+00,1.770125114958563e+01,2.584847913232189e+00
1.354166666666667e+00,1.771100593061310e+01,2.586272348503714e+00
1.357323232323232e+00,1.773047259836025e+01,2.589114978198811e+00
1.360479797979798e+00,1.774988232989502e+01,2.591949331791068e+00
1.361268939393939e+00,1.775472603636545e+01,2.592656627892334e+00
1.361367582070707e+00,1.775533122391783e+01,2.592745017391112e+00
1.361466224747475e+00,1.775593634627541e+01,1.814961861696294e+01
1.361663510101010e+00,1.775714653460585e+01,1.815094944707985e+01
1.362058080808081e+00,1.775956612751942e+01,1.815354395578968e+01
1.363636363636364e+00,1.776923562386958e+01,1.816342806128444e+01
1.414141414141414e+00,1.807137123208821e+01,1.847226626707646e+01
1.515151515151515e+00,1.863584472677698e+01,1.904926194812916e+01
1.616161616161616e+00,1.915252892181013e+01,1.957740824646179e+01
1.717171717171717e+00,1.962700698784837e+01,2.006241221310075e+01
1.818181818181818e+00,2.006410882592088e+01,2.050921063254513e+01
1.919191919191919e+00,2.046801350961416e+01,2.092207560386546e+01
2.020202020202020e+00,2.084234005739031e+01,2.130470612537254e+01
2.121212121212121e+00,2.119022965733711e+01,2.166031338800717e+01
2.222222222222222e+00,2.151441379398127e+01,2.199168915450118e+01
2.323232323232323e+00,2.181727472968883e+01,2.230126866856553e+01
2.424242424242424e+00,2.210089522187393e+01,2.259118102294610e+01
2.525252525252525e+00,2.236710275327159e+01,2.286329419619222e+01
2.626262626262626e+00,2.261750449045148e+01,2.311925074958652e+01
2.727272727272727e+00,2.285351890506212e+01,2.336050088292630e+01
2.828282828282828e+00,2.307640167555237e+01,2.358832794004958e+01
2.929292929292929e+00,2.328726682262354e+01,2.380387120368990e+01
3.030303030303030e+00,2.348710760539910e+01,2.400814506469555e+01
3.131313131313131e+00,2.367680965553561e+01,2.420205553028813e+01
3.232323232323232e+00,2.385716668071398e+01,2.438641355516226e+01
3.333333333333333e+00,2.402889119112371e+01,2.456194761683913e+01
3.434343434343434e+00,2.419262443726619e+01,2.472931327235897e+01
3.535353535353535e+00,2.434894536067340e+01,2.488910194409821e+01
3.636363636363636e+00,2.449837767899773e+01,2.504184906619225e+01
3.737373737373737e+00,2.464139606683234e+01,2.518804031709840e+01
3.838383838383838e+00,2.477843233582657e+01,2.532811668071645e+01
3.939393939393939e+00,2.490987976044967e+01,2.546247993977566e+01
4.040404040404041e+00,2.503609675180634e+01,2.559149704352785e+01
4.141414141414141e+00,2.515741191287746e+01,2.571550359289626e+01
4.242424242424242e+00,2.527412583578240e+01,2.583480663940124e+01
4.343434343434343e+00,2.538651501699155e+01,2.594968891308714e+01
4.444444444444445e+00,2.549483307312144e+01,2.606041002206189e+01
4.545454545454545e+00,2.559931439713016e+01,2.616720909832838e+01
4.646464646464646e+00,2.570017490717651e+01,2.627030714102919e+01
4.747474747474747e+00,2.579761449583051e+01,2.636990828262735e+01
4.848484848484849e+00,2.589181791989437e+01,2.646620155327417e+01
4.949494949494950e+00,2.598295672523522e+01,2.655936223524436e+01
5.050505050505050e+00,2.607119033571459e+01,2.664955315973561e+01
5.151515151515151e+00,2.615666675623511e+01,2.673692575151269e+01
5.252525252525253e+00,2.623952385196846e+01,2.682162103752931e+01
5.353535353535354e+00,2.631989046019107e+01,2.690377049885346e+01
5.454545454545454e+00,2.639788660102198e+01,2.698349677310042e+01
5.555555555555555e+00,2.647362435843382e+01,2.706091485217141e+01
5.656565656565657e+00,2.654720912247810e+01,2.713613199219786e+01
5.757575757575758e+00,2.661873908710910e+01,2.720924852404130e+01
5.858585858585858e+00,2.668830662561806e+01,2.728035948329834e+01
5.959595959595959e+00,2.675599856903267e+01,2.734955316941222e+01
6.060606060606061e+00,2.682189648099246e+01,2.741691297380002e+01
6.161616161616162e+00,2.688607707006194e+01,2.748251719794051e+01
6.262626262626262e+00,2.694861230073796e+01,2.754643982785164e+01
6.363636363636363e+00,2.700957059056732e+01,2.760875046024499e+01
6.464646464646465e+00,2.706901625863405e+01,2.766951486087012e+01
6.565656565656566e+00,2.712700986034341e+01,2.772879496451447e+01
6.666666666666667e+00,2.718360876888924e+01,2.778664947297213e+01
6.767676767676767e+00,2.723886732502572e+01,2.784313397211597e+01
6.868686868686869e+00,2.729283731457532e+01,2.789830102015205e+01
6.969696969696970e+00,2.734556682135262e+01,2.795220030971966e+01
7.070707070707071e+00,2.739710259320722e+01,2.800487934510874e+01
7.171717171717171e+00,2.744748819366278e+01,2.805638262095360e+01
7.272727272727272e+00,2.749676541682063e+01,2.810675298027018e+01
7.373737373737374e+00,2.754497369179636e+01,2.815603090661963e+01
7.474747474747475e+00,2.759215104302172e+01,2.820425476905936e+01
7.575757575757575e+00,2.763833300166756e+01,2.825146123459736e+01
7.676767676767676e+00,2.768355389191969e+01,2.829768527719769e+01
7.777777777777778e+00,2.772784623189158e+01,2.834296021200166e+01
7.878787878787879e+00,2.777124086577589e+01,2.838731754043224e+01
7.979797979797979e+00,2.781376767252974e+01,2.843078779491501e+01
8.080808080808081e+00,2.785545470953201e+01,2.847339962931718e+01
8.181818181818182e+00,2.789632919402958e+01,2.851518080955858e+01
8.282828282828282e+00,2.793641685647528e+01,2.855615780980249e+01
8.383838383838384e+00,2.797574237116605e+01,2.859635571699691e+01
8.484848484848484e+00,2.801432940170306e+01,2.863579874959436e+01
8.585858585858587e+00,2.805220047588822e+01,2.867450999170789e+01
8.686868686868687e+00,2.808937741037139e+01,2.871251167588558e+01
8.787878787878787e+00,2.812588093428256e+01,2.874982487728183e+01
8.888888888888889e+00,2.816173089115950e+01,2.878647025031164e+01
8.989898989898990e+00,2.819694662483064e+01,2.882246714070310e+01
9.090909090909090e+00,2.823154617064691e+01,2.885783426559676e+01
9.191919191919192e+00,2.826554730212284e+01,2.889258970634111e+01
9.292929292929292e+00,2.829896697519479e+01,2.892675069776272e+01
9.393939393939394e+00,2.833182124892999e+01,2.896033393435501e+01
9.494949494949495e+00,2.836412610839077e+01,2.899335526408944e+01
9.595959595959595e+00,2.839589638099109e+01,2.902583029358867e+01
9.696969696969697e+00,2.842714649628039e+01,2.905777371271010e+01
9.797979797979798e+00,2.845789052118395e+01,2.908919983668015e+01
9.898989898989900e+00,2.848814171068746e+01,2.912012208737441e+01
1.000000000000000e+01,2.851791318092925e+01,2.915055392449180e+01
