,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.594853154193367e-01,4.040970200963013e-01
2.020202020202020e-01,4.999262494572171e-01,7.785361464986081e-01
3.030303030303030e-01,7.208512388665125e-01,1.122582979962332e+00
4.040404040404040e-01,9.223417756861264e-01,1.436364697271252e+00
5.050505050505051e-01,1.104999320927708e+00,1.720817688958325e+00
6.060606060606061e-01,1.269848897331309e+00,1.977538256506192e+00
7.070707070707071e-01,1.418209219048798e+00,2.208580085624980e+00
8.080808080808081e-01,1.551559280255304e+00,2.416246405686765e+00
9.090909090909091e-01,1.671423417662530e+00,2.602910956850061e+00
1.010101010101010e+00,1.779286135256500e+00,2.770885998870993e+00
1.111111111111111e+00,1.876537186767119e+00,2.922335156873619e+00
1.212121212121212e+00,1.964441668980948e+00,3.059228978092128e+00
1.237373737373737e+00,1.985092764669925e+00,3.091388951834680e+00
1.243686868686869e+00,1.990177289237330e+00,3.099307107076809e+00
1.246843434343434e+00,1.992708017322782e+00,3.103248273536294e+00
1.248421717171717e+00,1.993970477663386e+00,3.105214258334302e+00
1.248619002525253e+00,1.994133671501167e+00,3.105459849234729e+00
1.248717645202020e+00,1.994252382355989e+00,3.105582560320368e+00
1.248816287878788e+00,1.396000086310180e+01,3.105705338897667e+00
1.249210858585859e+00,1.396220726961854e+01,3.106196284477713e+00
1.250000000000000e+00,1.396661765827745e+01,3.107177421980940e+00
1.262626262626263e+00,1.403673079787605e+01,3.122775588144539e+00
1.313131313131313e+00,1.430890435256137e+01,3.183326517896404e+00
1.414141414141414e+00,1.481616544343518e+01,3.296177803237591e+00
1.439393939393939e+00,1.493581348906402e+01,3.322796054363799e+00
1.445707070707071e+00,1.496530208652827e+01,3.329356478091344e+00
1.448863636363636e+00,1.497998372568000e+01,3.332622732454953e+00
1.449258207070707e+00,1.498181610444836e+01,3.333030328085199e+00
1.449455492424242e+00,1.498273201790861e+01,3.333234098903658e+00
1.449554135101010e+00,1.498318980316140e+01,2.333291934064371e+01
1.449652777777778e+00,1.498364771554144e+01,2.333368833071365e+01
1.450441919191919e+00,1.498730906433413e+01,2.333976665071849e+01
1.452020202020202e+00,1.499462397537500e+01,2.335115832496093e+01
1.464646464646465e+00,1.505277314713920e+01,2.344171391965358e+01
1.515151515151515e+00,1.527896013134466e+01,2.379395547208231e+01
1.616161616161616e+00,1.570257359938656e+01,2.445364958906245e+01
1.717171717171717e+00,1.609158381797045e+01,2.505945580488862e+01
1.818181818181818e+00,1.644995030564736e+01,2.561754088648554e+01
1.919191919191919e+00,1.678109916279859e+01,2.613323986281232e+01
2.020202020202020e+00,1.708799820095533e+01,2.661117416451291e+01
2.121212121212121e+00,1.737322220791001e+01,2.705535427873031e+01
2.222222222222222e+00,1.763901093479213e+01,2.746926755575560e+01
2.323232323232323e+00,1.788731733074995e+01,2.785595552972279e+01
2.424242424242424e+00,1.811984917423789e+01,2.821807790070211e+01
2.525252525252525e+00,1.833810464697913e+01,2.855796735817503e+01
2.626262626262626e+00,1.854340128430916e+01,2.887767649898625e+01
2.727272727272727e+00,1.873690244075929e+01,2.917901593763407e+01
2.828282828282828e+00,1.891963700200462e+01,2.946358879450847e+01
2.929292929292929e+00,1.909251914737405e+01,2.973281869413113e+01
3.030303030303030e+00,1.925636235551795e+01,2.998797218363499e+01
3.131313131313131e+00,1.941189324538828e+01,3.023018073279555e+01
3.232323232323232e+00,1.955976246699955e+01,3.046045774867824e+01
3.333333333333333e+00,1.970055408717647e+01,3.067971282177792e+01
3.434343434343434e+00,1.983479401173470e+01,3.088876488644249e+01
3.535353535353535e+00,1.996295683735106e+01,3.108835307353183e+01
3.636363636363636e+00,2.008547176442566e+01,3.127914588928344e+01
3.737373737373737e+00,2.020272825453376e+01,3.146174963377213e+01
3.838383838383838e+00,2.031508014617066e+01,3.163671539439573e+01
3.939393939393939e+00,2.042284972860253e+01,3.180454514712119e+01
4.040404040404041e+00,2.052633126531384e+01,3.196569720081171e+01
4.141414141414141e+00,2.062579386159379e+01,3.212059049644553e+01
4.242424242424242e+00,2.072148404319720e+01,3.226960905031677e+01
4.343434343434343e+00,2.081362842890611e+01,3.241310557833757e+01
4.444444444444445e+00,2.090243516071146e+01,3.255140458895593e+01
4.545454545454545e+00,2.098809620510533e+01,3.268480477326025e+01
4.646464646464646e+00,2.107078870380809e+01,3.281358180363357e+01
