,Domain_1,Domain_2
0.000000000000000e+00,-1.126254397793955e+01,-1.426987529818985e+01
1.010101010101010e-01,-1.127771776864291e+01,-1.428754778875036e+01
2.020202020202020e-01,-1.132178679471842e+01,-1.433887375353770e+01
3.030303030303030e-01,-1.139251759444366e+01,-1.442125194201541e+01
4.040404040404040e-01,-1.148765413836349e+01,-1.453205481963859e+01
5.050505050505051e-01,-1.160498052587029e+01,-1.466870158881112e+01
6.060606060606061e-01,-1.174237597923369e+01,-1.482872223889732e+01
7.070707070707071e-01,-1.189785647598707e+01,-1.500980603430063e+01
8.080808080808081e-01,-1.206960088335891e+01,-1.520983195250639e+01
9.090909090909091e-01,-1.225596258590122e+01,-1.542688222645625e+01
1.010101010101010e+00,-1.245546950730782e+01,-1.565924236995927e+01
1.111111111111111e+00,-1.266681605156039e+01,-1.590539179176959e+01
1.212121212121212e+00,-1.288885021335948e+01,-1.616398878346525e+01
1.313131313131313e+00,-1.312055840620113e+01,-1.643385284913234e+01
1.319444444444444e+00,-1.313534043461891e+01,-1.645106906509220e+01
1.320233585858586e+00,-1.313719058798267e+01,-1.645322388708070e+01
1.320628156565656e+00,-1.313811586418008e+01,-1.645430153044513e+01
1.320825441919192e+00,-1.313857855213614e+01,-1.645484041019480e+01
1.320924084595959e+00,-1.313880990857581e+01,-1.645510986458337e+01
1.321022727272727e+00,-1.313548108193232e+01,-1.645537932864657e+01
1.322601010101010e+00,-1.316140182290609e+01,-1.645969206867718e+01
1.325757575757576e+00,-1.321328789828293e+01,-1.646832496352712e+01
1.338383838383838e+00,-1.342142319183831e+01,-1.650295487320472e+01
1.363636363636364e+00,-1.384049464615048e+01,-1.657268070568315e+01
1.388888888888889e+00,-1.426322849264284e+01,-1.664301589329900e+01
1.389678030303030e+00,-1.427649701359381e+01,-1.664522353273505e+01
1.389875315656566e+00,-1.427981468950213e+01,-1.664577553338368e+01
1.389973958333333e+00,-1.428147360927976e+01,-1.663323388974460e+01
1.390072601010101e+00,-1.428313258359980e+01,-1.663516601558900e+01
1.390467171717172e+00,-1.428976902620557e+01,-1.664289520277475e+01
1.392045454545455e+00,-1.431632351632437e+01,-1.667382245806466e+01
1.395202020202020e+00,-1.436947428567437e+01,-1.673572567578959e+01
1.401515151515151e+00,-1.447594241918159e+01,-1.685972613956205e+01
1.414141414141414e+00,-1.468954060576693e+01,-1.710849798635830e+01
1.515151515151515e+00,-1.642898000331876e+01,-1.913437450823705e+01
1.616161616161616e+00,-1.821959290000659e+01,-2.121985137640433e+01
1.717171717171717e+00,-2.005712205834495e+01,-2.335997030517223e+01
1.818181818181818e+00,-2.193780273007092e+01,-2.555034659730590e+01
1.919191919191919e+00,-2.385829618980144e+01,-2.778709173252917e+01
2.020202020202020e+00,-2.581563248250605e+01,-3.006674668710387e+01
2.121212121212121e+00,-2.780716133823442e+01,-3.238622476558285e+01
2.222222222222222e+00,-2.983051019276387e+01,-3.474276270862973e+01
2.323232323232323e+00,-3.188354831658848e+01,-3.713387891505356e+01
2.424242424242424e+00,-3.396435615449278e+01,-3.955733773246601e+01
2.525252525252525e+00,-3.607119908919408e+01,-4.201111890052785e+01
2.626262626262626e+00,-3.820250495175361e+01,-4.449339135795231e+01
2.727272727272727e+00,-4.035684470197009e+01,-4.700249074149873e+01
2.828282828282828e+00,-4.253291579105417e+01,-4.953690000894389e+01
2.929292929292929e+00,-4.472952779599758e+01,-5.209523270783244e+01
3.030303030303030e+00,-4.694558998080025e+01,-5.467621848838550e+01
3.131313131313131e+00,-4.918010049522383e+01,-5.727869052359020e+01
