,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.271854016299769e-01,3.518575913267206e-01
2.020202020202020e-01,6.303577543766377e-01,6.778912974970847e-01
3.030303030303030e-01,9.089222911105527e-01,9.774616779297338e-01
4.040404040404040e-01,1.162982128845066e+00,1.250679409930206e+00
5.050505050505051e-01,1.393295326083237e+00,1.498359891406762e+00
6.060606060606061e-01,1.601154388374586e+00,1.721893031469028e+00
7.070707070707071e-01,1.788222193682046e+00,1.923067077623160e+00
8.080808080808081e-01,1.956363445884082e+00,2.103887428207671e+00
9.090909090909091e-01,2.107500272703813e+00,2.266421116087470e+00
1.010101010101010e+00,2.243504573077165e+00,2.412681077411186e+00
1.111111111111111e+00,2.366128616725236e+00,2.544551813680766e+00
1.212121212121212e+00,2.476967466646111e+00,2.663748774159790e+00
1.313131313131313e+00,2.577445559877316e+00,2.771803664195734e+00
1.363636363636364e+00,2.624197932105161e+00,2.822081474738281e+00
1.365214646464647e+00,2.625623846770691e+00,2.823614943087089e+00
1.366003787878788e+00,2.626336048167039e+00,2.824380800658056e+00
1.366201073232324e+00,2.626514004707150e+00,2.824572252807732e+00
1.366299715909091e+00,2.626602978969831e+00,2.824667895629731e+00
1.366398358585859e+00,1.838657505253459e+01,2.824763561958413e+00
1.366792929292930e+00,1.838925476844081e+01,2.825146109739721e+00
1.369949494949495e+00,1.840922460524198e+01,2.828201910145619e+00
1.376262626262626e+00,1.844883259871761e+01,2.834286879842927e+00
1.388888888888889e+00,1.852736194585260e+01,2.846351309876559e+00
1.395202020202020e+00,1.856628701544038e+01,2.852331374726451e+00
1.396780303030303e+00,1.857598313862471e+01,2.853821003108924e+00
1.396977588383838e+00,1.857719434366801e+01,2.854007038926746e+00
1.397076231060606e+00,1.857779967387041e+01,1.997826541253215e+01
1.397174873737373e+00,1.857840511700788e+01,1.997896655815996e+01
1.397569444444444e+00,1.858082614090748e+01,1.998177021019827e+01
1.398358585858586e+00,1.858566541815417e+01,1.998715937616178e+01
1.401515151515151e+00,1.860498807939170e+01,2.000793901794517e+01
1.414141414141414e+00,1.868172545538930e+01,2.009046288202721e+01
1.515151515151515e+00,1.926526385064239e+01,2.071800453412145e+01
1.616161616161616e+00,1.979939892487621e+01,2.129241695844398e+01
1.717171717171717e+00,2.028990226538142e+01,2.181990796435616e+01
1.818181818181818e+00,2.074176719831719e+01,2.230584687034431e+01
1.919191919191919e+00,2.115931351596020e+01,2.275487899881092e+01
2.020202020202020e+00,2.154628281759134e+01,2.317102878226881e+01
2.121212121212121e+00,2.190592226725062e+01,2.355778764699849e+01
2.222222222222222e+00,2.224105553336067e+01,2.391819252537388e+01
2.323232323232323e+00,2.255414546040948e+01,2.425489159622291e+01
2.424242424242424e+00,2.284734520121827e+01,2.457020068128111e+01
2.525252525252525e+00,2.312254385910717e+01,2.486615118903324e+01
2.626262626262626e+00,2.338140278741556e+01,2.514453001025798e+01
2.727272727272727e+00,2.362538838257021e+01,2.540691417079850e+01
2.828282828282828e+00,2.385579903549550e+01,2.565469922371933e+01
2.929292929292929e+00,2.407378630730502e+01,2.588912404102285e+01
3.030303030303030e+00,2.428037646164948e+01,2.611129281590582e+01
3.131313131313131e+00,2.447648564719871e+01,2.632219000830935e+01
3.232323232323232e+00,2.466293423311058e+01,2.652269823546449e+01
3.333333333333333e+00,2.484045858706683e+01,2.671360919270611e+01
3.434343434343434e+00,2.500972190720441e+01,2.689563612572780e+01
3.535353535353535e+00,2.517132253195136e+01,2.706942257702734e+01
3.636363636363636e+00,2.532580174347657e+01,2.723555092666867e+01
3.737373737373737e+00,2.547365069316028e+01,2.739454847463654e+01
3.838383838383838e+00,2.561531530880531e+01,2.754689572694265e+01
3.939393939393939e+00,2.575120202008140e+01,2.769302941819353e+01
4.040404040404041e+00,2.588168219177340e+01,2.783334857827402e+01
4.141414141414141e+00,2.600709463931920e+01,2.796821812691105e+01
4.242424242424242e+00,2.612775072546044e+01,2.809797242945142e+01
4.343434343434343e+00,2.624393563895915e+01,2.822291856938408e+01
4.444444444444445e+00,2.635591210688303e+01,2.834333894191096e+01
4.545454545454545e+00,2.646392229847232e+01,2.845949382205219e+01
4.646464646464646e+00,2.656818932790495e+01,2.857162348024776e+01
4.747474747474747e+00,2.666891986819720e+01,2.867994970598239e+01
4.848484848484849e+00,2.676630500732444e+01,2.878467840018112e+01
4.949494949494950e+00,2.686052206246849e+01,2.888600018246519e+01
5.050505050505050e+00,2.695173571847614e+01,2.898409195238776e+01
5.151515151515151e+00,2.704009908471287e+01,2.907911843695731e+01
5.252525252525253e+00,2.712575466120425e+01,2.917123318379495e+01
5.353535353535354e+00,2.720883556817108e+01,2.926057896662484e+01
5.454545454545454e+00,2.728946593219447e+01,2.934728947383763e+01
