,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.626874953895922e-01,3.933488537556985e-01
2.020202020202020e-01,6.987562570895653e-01,7.578286167184762e-01
3.030303030303030e-01,1.007547142859381e+00,1.092724592262518e+00
4.040404040404040e-01,1.289174317330456e+00,1.398160252171109e+00
5.050505050505051e-01,1.544478205032130e+00,1.675047359842009e+00
6.060606060606061e-01,1.774891517570742e+00,1.924939583121553e+00
7.070707070707071e-01,1.982257506928650e+00,2.149836187422409e+00
8.080808080808081e-01,2.168643386857275e+00,2.351979055389277e+00
9.090909090909091e-01,2.336179737122599e+00,2.533678786032265e+00
1.010101010101010e+00,2.486941462545744e+00,2.697185940505782e+00
1.111111111111111e+00,2.622871084224287e+00,2.844606873922654e+00
1.212121212121212e+00,2.745736821284138e+00,2.977859576346244e+00
1.313131313131313e+00,2.857117554020500e+00,3.098656361758589e+00
1.363636363636364e+00,2.908942925656269e+00,3.154862939015886e+00
1.388888888888889e+00,2.933959726033406e+00,3.181994691148031e+00
1.401515151515151e+00,2.946252438057033e+00,3.195326704042771e+00
1.407828282828283e+00,2.952345929827334e+00,3.201935280786107e+00
1.408617424242424e+00,2.953105092319328e+00,3.202758677114692e+00
1.409011994949495e+00,2.953484567558195e+00,3.203170156290599e+00
1.409110637626263e+00,2.953579348028636e+00,3.203272971337479e+00
1.409209280303030e+00,2.067525023692234e+01,3.203375841131456e+00
1.409406565656566e+00,2.067668037406981e+01,3.203581501007637e+00
1.410984848484849e+00,2.068765691771659e+01,3.205225340387442e+00
1.414141414141414e+00,2.070883124836213e+01,3.208506027285888e+00
1.439393939393939e+00,2.087606539955783e+01,3.234416295053300e+00
1.439788510101010e+00,2.087864833900795e+01,3.234816496327366e+00
1.439887152777778e+00,2.087929393656601e+01,2.264394168929354e+01
1.439985795454545e+00,2.087993950585549e+01,2.264469645904195e+01
1.440183080808081e+00,2.088123035972960e+01,2.264620595255122e+01
1.440972222222222e+00,2.088639161752664e+01,2.265211320585144e+01
1.442550505050505e+00,2.089670312816714e+01,2.266329645872244e+01
1.445707070707071e+00,2.091728221767029e+01,2.268561539799725e+01
1.452020202020202e+00,2.095826615528047e+01,2.273006394137888e+01
1.464646464646465e+00,2.103954213508576e+01,2.281821089437783e+01
1.515151515151515e+00,2.135568784603817e+01,2.316108360419467e+01
1.616161616161616e+00,2.194778038885237e+01,2.380323132696940e+01
1.717171717171717e+00,2.249150720065984e+01,2.439292418150313e+01
1.818181818181818e+00,2.299240271383651e+01,2.493616520004617e+01
1.919191919191919e+00,2.345525594284791e+01,2.543814753229347e+01
2.020202020202020e+00,2.388421446210024e+01,2.590336991796022e+01
2.121212121212121e+00,2.428287751654606e+01,2.633573564763312e+01
2.222222222222222e+00,2.465437505252397e+01,2.673863957780527e+01
2.323232323232323e+00,2.500143752092993e+01,2.711504233290065e+01
2.424242424242424e+00,2.532645184898210e+01,2.746753304544644e+01
2.525252525252525e+00,2.563151135241618e+01,2.779838233461923e+01
2.626262626262626e+00,2.591845845131094e+01,2.810958772005627e+01
2.727272727272727e+00,2.618891845546932e+01,2.840291213753272e+01
2.828282828282828e+00,2.644433003995404e+01,2.867991603170948e+01
2.929292929292929e+00,2.668597054949433e+01,2.894198474588651e+01
3.030303030303030e+00,2.691497740708033e+01,2.919035151709721e+01
3.131313131313131e+00,2.713236588479636e+01,2.942611799313021e+01
3.232323232323232e+00,2.733904557793490e+01,2.965027021211188e+01
3.333333333333333e+00,2.753583262105621e+01,2.986369343458965e+01
3.434343434343434e+00,2.772346223317512e+01,3.006718511771786e+01
3.535353535353535e+00,2.790259780691330e+01,3.026146457702535e+01
