,Domain_1,Domain_2
0.000000000000000e+00,-1.317657652994611e+01,-1.331994751621138e+01
1.010101010101010e-01,-1.319334063191052e+01,-1.333683074075483e+01
2.020202020202020e-01,-1.324202837652523e+01,-1.338586445139376e+01
3.030303030303030e-01,-1.332017222085516e+01,-1.346456357129363e+01
4.040404040404040e-01,-1.342527968898839e+01,-1.357041791347399e+01
5.050505050505051e-01,-1.355490263962291e+01,-1.370096194059774e+01
6.060606060606061e-01,-1.370669802382578e+01,-1.385383595446365e+01
7.070707070707071e-01,-1.387847388076270e+01,-1.402683241857290e+01
8.080808080808081e-01,-1.406821821118643e+01,-1.421792503678722e+01
9.090909090909091e-01,-1.427411182371588e+01,-1.442528169089115e+01
1.010101010101010e+00,-1.449452835894102e+01,-1.464726446486832e+01
1.111111111111111e+00,-1.472802538594901e+01,-1.488242067816108e+01
1.212121212121212e+00,-1.497333016184515e+01,-1.512946854400132e+01
1.313131313131313e+00,-1.522932286971391e+01,-1.538728028826357e+01
1.363636363636364e+00,-1.536101479704854e+01,-1.551990799384963e+01
1.366792929292930e+00,-1.536932344587078e+01,-1.552827568237935e+01
1.367187500000000e+00,-1.537036266067035e+01,-1.552932228164529e+01
1.367384785353535e+00,-1.537088232081730e+01,-1.552984563440023e+01
1.367483428030303e+00,-1.537114216407476e+01,-1.553010732405537e+01
1.367582070707071e+00,-1.536377845908422e+01,-1.553036902256122e+01
1.368371212121212e+00,-1.537833233175008e+01,-1.553246292913675e+01
1.369949494949495e+00,-1.540745198769292e+01,-1.553665243981988e+01
1.370344065656566e+00,-1.541473435769254e+01,-1.553770017084293e+01
1.370541351010101e+00,-1.541837591084870e+01,-1.553822408932194e+01
1.370639993686869e+00,-1.542019677944634e+01,-1.552976989136204e+01
1.370738636363636e+00,-1.542201770938292e+01,-1.553160373678133e+01
1.371527777777778e+00,-1.543658735640787e+01,-1.554627686446556e+01
1.373106060606061e+00,-1.546573841504745e+01,-1.557563506508592e+01
1.376262626262626e+00,-1.552408751093915e+01,-1.563439877876044e+01
1.388888888888889e+00,-1.575810695342046e+01,-1.587008111971335e+01
