,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.630026055704555e-01,4.853146033238613e-01
2.020202020202020e-01,5.067027221222660e-01,9.350104951548025e-01
3.030303030303030e-01,7.306221710172294e-01,1.348205794290652e+00
4.040404040404040e-01,9.348439275483794e-01,1.725053103100620e+00
5.050505050505051e-01,1.119977389888603e+00,2.066676958926733e+00
6.060606060606061e-01,1.287061457201300e+00,2.374994604654618e+00
7.070707070707071e-01,1.437432782990248e+00,2.652472427442748e+00
8.080808080808081e-01,1.572590379639176e+00,2.901876709987323e+00
9.090909090909091e-01,1.694079253283330e+00,3.126058209366150e+00
1.010101010101010e+00,1.803404022764946e+00,3.327793691582661e+00
1.111111111111111e+00,1.901973294311070e+00,3.509681909058566e+00
1.212121212121212e+00,1.991069280648858e+00,3.674089430575427e+00
1.237373737373737e+00,2.012000335315407e+00,3.712713011868135e+00
1.250000000000000e+00,2.022276041053736e+00,3.731674720845271e+00
1.256313131313131e+00,2.027367361342253e+00,3.741069641935241e+00
1.256411773989899e+00,2.027446702467093e+00,3.741216097519927e+00
1.256510416666667e+00,1.419268192444905e+01,3.741362361811277e+00
1.256707702020202e+00,1.419379210338499e+01,3.741654977934991e+00
1.257102272727272e+00,1.419601151801306e+01,3.742240056175074e+00
1.257891414141414e+00,1.420044792400234e+01,3.743409532321022e+00
1.259469696969697e+00,1.420931083118874e+01,3.745745858922721e+00
1.262626262626263e+00,1.422699617832267e+01,3.750408005582688e+00
1.313131313131313e+00,1.450285890008240e+01,3.823128739808559e+00
1.414141414141414e+00,1.501699599263597e+01,3.958661464077590e+00
1.464646464646465e+00,1.525681070312910e+01,4.021879548803006e+00
1.489898989898990e+00,1.537271595993771e+01,4.052433571930251e+00
1.502525252525253e+00,1.542970442141094e+01,4.067456429489607e+00
1.505681818181818e+00,1.544385273777321e+01,4.071186123257158e+00
1.507260101010101e+00,1.545091230715572e+01,4.073047044844865e+00
1.507654671717172e+00,1.545267569136547e+01,4.073511927104128e+00
1.507851957070707e+00,1.545355706002645e+01,4.073744292851214e+00
1.507950599747475e+00,1.545399784626593e+01,4.073860444112722e+00
1.508049242424243e+00,1.545443841668091e+01,2.851762861056507e+01
1.508838383838384e+00,1.545796195358987e+01,2.852433817955030e+01
1.515151515151515e+00,1.548606346750203e+01,2.857619346106279e+01
1.616161616161616e+00,1.591541918851077e+01,2.936847674396976e+01
1.717171717171717e+00,1.630970220035145e+01,3.009604120776273e+01
1.818181818181818e+00,1.667292620224818e+01,3.076629295527150e+01
1.919191919191919e+00,1.700856399566205e+01,3.138563997839948e+01
2.020202020202020e+00,1.731962285945794e+01,3.195963224266758e+01
2.121212121212121e+00,1.760871306173527e+01,3.249308609013538e+01
2.222222222222222e+00,1.787810462284098e+01,3.299018995058552e+01
2.323232323232323e+00,1.812977664166207e+01,3.345459658381989e+01
2.424242424242424e+00,1.836546044353943e+01,3.388950033731086e+01
2.525252525252525e+00,1.858667420736026e+01,3.429770245072091e+01
2.626262626262626e+00,1.879475366271210e+01,3.468166839418925e+01
2.727272727272727e+00,1.899087753930959e+01,3.504357273850813e+01
2.828282828282828e+00,1.917608911283861e+01,3.538534088571039e+01
2.929292929292929e+00,1.935131458810753e+01,3.570868184291404e+01
3.030303030303030e+00,1.951737872362781e+01,3.601511728918279e+01
3.131313131313131e+00,1.967501791110530e+01,3.630600647716349e+01
3.232323232323232e+00,1.982489147006020e+01,3.658256547049522e+01
3.333333333333333e+00,1.996759154441964e+01,3.684588787806177e+01
3.434343434343434e+00,2.010365102974836e+01,3.709695643156166e+01
3.535353535353535e+00,2.023355099386294e+01,3.733665880503486e+01
3.636363636363636e+00,2.035772655006922e+01,3.756579805764181e+01
3.737373737373737e+00,2.047657251311114e+01,3.778510254417141e+01
3.838383838383838e+00,2.059044729543246e+01,3.799523390450984e+01
3.939393939393939e+00,2.069967777860199e+01,3.819679509633984e+01
4.040404040404041e+00,2.080456196646143e+01,3.839033635279318e+01
4.141414141414141e+00,2.090537268664715e+01,3.857636105904704e+01
4.242424242424242e+00,2.100235992366181e+01,3.875533001049201e+01
4.343434343434343e+00,2.109575327288954e+01,3.892766740205079e+01
4.444444444444445e+00,2.118576384406844e+01,3.909376235041945e+01
4.545454545454545e+00,2.127258594513167e+01,3.925397403358960e+01
4.646464646464646e+00,2.135639929316379e+01,3.940863341410982e+01
4.747474747474747e+00,2.143736991547547e+01,3.955804722814595e+01
4.848484848484849e+00,2.151565132536370e+01,3.970249868332367e+01
4.949494949494950e+00,2.159138621180971e+01,3.984225083067879e+01
5.050505050505050e+00,2.166470674842713e+01,3.997754823171926e+01
5.151515151515151e+00,2.173573611184740e+01,4.010861775277889e+01
5.252525252525253e+00,2.180458896432321e+01,4.023567081622652e+01
5.353535353535354e+00,2.187137228100691e+01,4.035890488920362e+01
5.454545454545454e+00,2.193618556958197e+01,4.047850422664244e+01
5.555555555555555e+00,2.199912237107781e+01,4.059464038462350e+01
5.656565656565657e+00,2.206027000363308e+01,4.070747500763873e+01
5.757575757575758e+00,2.211971017453532e+01,4.081715921256194e+01
5.858585858585858e+00,2.217751960983105e+01,4.092383388855776e+01
5.959595959595959e+00,2.223377051555180e+01,4.102763296365876e+01
6.060606060606061e+00,2.228853046087016e+01,4.112868057589353e+01
6.161616161616162e+00,2.234186339191857e+01,4.122709502181888e+01
6.262626262626262e+00,2.239382918081267e+01,4.132298654097564e+01
6.363636363636363e+00,2.244448450417713e+01,4.141646007180964e+01
6.464646464646465e+00,2.249388273772250e+01,4.150761394017743e+01
6.565656565656566e+00,2.254207448833905e+01,4.159654139131420e+01
6.666666666666667e+00,2.258910711617865e+01,4.168333014132116e+01
6.767676767676767e+00,2.263502611159758e+01,4.176806368595781e+01
6.868686868686869e+00,2.267987401017715e+01,4.185082086834054e+01
6.969696969696970e+00,2.272369140449257e+01,4.193167648794725e+01
7.070707070707071e+00,2.276651678949237e+01,4.201070137864759e+01
7.171717171717171e+00,2.280838625647864e+01,4.208796239681484e+01
7.272727272727272e+00,2.284933476491946e+01,4.216352416782313e+01
7.373737373737374e+00,2.288939508821799e+01,4.223744693048503e+01
7.474747474747475e+00,2.292859871420139e+01,4.230978859966928e+01
7.575757575757575e+00,2.296697506176865e+01,4.238060406953896e+01
7.676767676767676e+00,2.300455282942767e+01,4.244994560802673e+01
7.777777777777778e+00,2.304135899524006e+01,4.251786347016207e+01
7.878787878787879e+00,2.307741918287358e+01,4.258440477678987e+01
7.979797979797979e+00,2.311275820921652e+01,4.264961539237927e+01
8.080808080808081e+00,2.314739943280438e+01,4.271353823364476e+01
8.181818181818182e+00,2.318136542530648e+01,4.277621515870287e+01
8.282828282828282e+00,2.321467766697027e+01,4.283768548103652e+01
8.383838383838384e+00,2.324735635773838e+01,4.289798708267078e+01
8.484848484848484e+00,2.327942151599140e+01,4.295715658439164e+01
8.585858585858587e+00,2.331089169297197e+01,4.301522800290996e+01
8.686868686868687e+00,2.334178518866432e+01,4.307223520546837e+01
8.787878787878787e+00,2.337211885260671e+01,4.312820964188048e+01
8.888888888888889e+00,2.340190966084504e+01,4.318318202996573e+01
8.989898989898990e+00,2.343117325845877e+01,4.323718166170565e+01
9.090909090909090e+00,2.345992493911700e+01,4.329023667775525e+01
9.191919191919192e+00,2.348817930098933e+01,4.334237401697186e+01
9.292929292929292e+00,2.351595041220146e+01,4.339361967849781e+01
9.393939393939394e+00,2.354325180790678e+01,4.344399862989635e+01
9.494949494949495e+00,2.357009660010216e+01,4.349353465854814e+01
9.595959595959595e+00,2.359649708961232e+01,4.354225110332118e+01
9.696969696969697e+00,2.362246538984316e+01,4.359016997645877e+01
9.797979797979798e+00,2.364801311344092e+01,4.363731279792110e+01
9.898989898989900e+00,2.367315126540484e+01,4.368370001448027e+01
1.000000000000000e+01,2.369789091662361e+01,4.372935167248929e+01
