,Domain_1,Domain_2
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.840495545772294e-01,1.815207786613960e-01
2.020202020202020e-01,5.472518928647013e-01,3.497191388588070e-01
3.030303030303030e-01,7.890906866944529e-01,5.042652938953370e-01
4.040404040404040e-01,1.009655423418457e+00,6.452163312746485e-01
5.050505050505051e-01,1.209604298735477e+00,7.729928683686091e-01
6.060606060606061e-01,1.390059296613638e+00,8.883119753584224e-01
7.070707070707071e-01,1.552464253760121e+00,9.920961525499946e-01
8.080808080808081e-01,1.698437933243281e+00,1.085380079366669e+00
9.090909090909091e-01,1.829649024002485e+00,1.169230015767981e+00
9.595959595959596e-01,1.890230030418675e+00,1.207944044320377e+00
9.722222222222222e-01,1.904885236850476e+00,1.217309411493817e+00
9.785353535353536e-01,1.912141448490339e+00,1.221946470048291e+00
9.801136363636365e-01,1.913948140058264e+00,1.223101029187017e+00
9.809027777777779e-01,1.914850343292360e+00,1.223677586699001e+00
9.812973484848486e-01,1.915301211655283e+00,1.223965704267935e+00
9.814946338383839e-01,1.915526558860631e+00,1.224109711512968e+00
9.815932765151516e-01,1.915639192928707e+00,1.224181703210674e+00
9.816919191919192e-01,1.915751866531381e+00,8.569767941635851e+00
9.848484848484849e-01,1.919350542796986e+00,8.585873747088364e+00
1.010101010101010e+00,1.947722609897522e+00,8.712791394857756e+00
1.111111111111111e+00,2.054179926889038e+00,9.189009318678144e+00
1.212121212121212e+00,2.150405950994180e+00,9.619459056136403e+00
1.262626262626263e+00,2.195074337293489e+00,9.819275528815611e+00
1.287878787878788e+00,2.216610497710505e+00,9.915613577454167e+00
1.294191919191919e+00,2.221914290093551e+00,9.939339021292168e+00
1.297348484848485e+00,2.224554298231627e+00,9.951148689022004e+00
1.298137626262626e+00,2.225213094856271e+00,9.954095643987038e+00
1.298532196969697e+00,2.225542267821387e+00,9.955568310784557e+00
1.298630839646465e+00,2.225624547225557e+00,9.955936413514403e+00
1.298729482323232e+00,1.557994796352308e+01,9.956304367689407e+00
1.298926767676768e+00,1.558109943713812e+01,9.957040352843279e+00
1.300505050505051e+00,1.559030523893902e+01,9.962923235759627e+00
1.313131313131313e+00,1.566345946310568e+01,1.000967216118082e+01
1.414141414141414e+00,1.621874073497876e+01,1.036452235902631e+01
1.515151515151515e+00,1.672534581939846e+01,1.068826634517541e+01
1.616161616161616e+00,1.718906080743198e+01,1.098460167087368e+01
1.717171717171717e+00,1.761489647209591e+01,1.125673037713224e+01
1.818181818181818e+00,1.800718794519720e+01,1.150742262672903e+01
1.919191919191919e+00,1.836968519621283e+01,1.173907515093880e+01
2.020202020202020e+00,1.870563676182303e+01,1.195376371364627e+01
2.121212121212121e+00,1.901786171152965e+01,1.215328970804830e+01
2.222222222222222e+00,1.930881129158190e+01,1.233921995722470e+01
2.323232323232323e+00,1.958062361365932e+01,1.251292052198646e+01
2.424242424242424e+00,1.983516819296793e+01,1.267558622488744e+01
2.525252525252525e+00,2.007408465102966e+01,1.282826492934059e+01
2.626262626262626e+00,2.029881588520970e+01,1.297187835245452e+01
2.727272727272727e+00,2.051063477829038e+01,1.310724046360124e+01
2.828282828282828e+00,2.071066813904211e+01,1.323507087961638e+01
2.929292929292929e+00,2.089991594766534e+01,1.335600912101120e+01
3.030303030303030e+00,2.107926954961233e+01,1.347062427814305e+01
3.131313131313131e+00,2.124952397456771e+01,1.357942465717439e+01
3.232323232323232e+00,2.141139111095768e+01,1.368286526844952e+01
3.333333333333333e+00,2.156551086103209e+01,1.378135486516446e+01
3.434343434343434e+00,2.171245858601980e+01,1.387526126708745e+01
3.535353535353535e+00,2.185275390336725e+01,1.396491646397360e+01
3.636363636363636e+00,2.198686673901102e+01,1.405062065787349e+01
3.737373737373737e+00,2.211522330184607e+01,1.413264644692265e+01
3.838383838383838e+00,2.223821104610850e+01,1.421124126083246e+01
3.939393939393939e+00,2.235618268809060e+01,1.428663054683576e+01
4.040404040404041e+00,2.246946030034380e+01,1.435902020719888e+01
4.141414141414141e+00,2.257833854212966e+01,1.442859849506448e+01
