,Domain_1,Domain_2
0.000000000000000e+00,-9.013172296790735e+00,-1.858917524963827e+01
1.010101010101010e-01,-9.026477153179954e+00,-1.861043651477080e+01
2.020202020202020e-01,-9.065118259717543e+00,-1.867218530687169e+01
3.030303030303030e-01,-9.127137246998741e+00,-1.877129213623252e+01
4.040404040404040e-01,-9.210555957521747e+00,-1.890459589161021e+01
5.050505050505051e-01,-9.313431420018972e+00,-1.906899168964060e+01
6.060606060606061e-01,-9.433904069949964e+00,-1.926150793156540e+01
7.070707070707071e-01,-9.570234254085873e+00,-1.947936463784517e+01
8.080808080808081e-01,-9.720825145999813e+00,-1.972001006729311e+01
9.090909090909091e-01,-9.884232941536846e+00,-1.998113700951631e+01
1.010101010101010e+00,-1.005916687794490e+01,-2.026068281548705e+01
1.111111111111111e+00,-1.024448216761844e+01,-2.055681810560968e+01
1.212121212121212e+00,-1.043916869611946e+01,-2.086792870906923e+01
1.237373737373737e+00,-1.048919796516464e+01,-2.094787587440792e+01
1.250000000000000e+00,-1.051440719961487e+01,-2.098816042929186e+01
1.250394570707071e+00,-1.051519705302213e+01,-2.098942262124767e+01
1.250591856060606e+00,-1.051559202900138e+01,-2.099005379189970e+01
1.250690498737374e+00,-1.051832059642640e+01,-2.099036939589013e+01
1.250789141414141e+00,-1.051970313969983e+01,-2.099068501232192e+01
1.251578282828283e+00,-1.053076544722657e+01,-2.099321039152422e+01
1.253156565656566e+00,-1.055290051450977e+01,-2.099826353603527e+01
1.256313131313131e+00,-1.059721238423949e+01,-2.100837935264582e+01
1.262626262626263e+00,-1.068600247653733e+01,-2.102864896203034e+01
1.313131313131313e+00,-1.140415795517380e+01,-2.119259440518279e+01
1.414141414141414e+00,-1.288025069042920e+01,-2.152956694777902e+01
1.439393939393939e+00,-1.325712063917450e+01,-2.161560139657999e+01
1.452020202020202e+00,-1.344668368878809e+01,-2.165887614570986e+01
1.458333333333333e+00,-1.354174351545904e+01,-2.168057705292727e+01
1.459122474747474e+00,-1.355363896250523e+01,-2.168329262691577e+01
1.459517045454545e+00,-1.355958776434122e+01,-2.168465066007466e+01
1.459615688131313e+00,-1.356107507708158e+01,-2.167070474955131e+01
1.459714330808080e+00,-1.356256243472658e+01,-2.167308152193408e+01
1.459911616161616e+00,-1.356553728471463e+01,-2.167783529891278e+01
1.461489898989899e+00,-1.358934254651971e+01,-2.171587624895228e+01
