,Domain_1,Domain_2
0.000000000000000e+00,-1.478229111032912e+01,-1.481146337563164e+01
1.010101010101010e-01,-1.480038935155701e+01,-1.482958585520489e+01
2.020202020202020e-01,-1.485295181799570e+01,-1.488221871672773e+01
3.030303030303030e-01,-1.493731459198506e+01,-1.496669447484774e+01
4.040404040404040e-01,-1.505078683864443e+01,-1.508031869094261e+01
5.050505050505051e-01,-1.519072558598891e+01,-1.522044485338695e+01
6.060606060606061e-01,-1.535460131797961e+01,-1.538454005844896e+01
7.070707070707071e-01,-1.554004763073603e+01,-1.557023473300570e+01
8.080808080808081e-01,-1.574489240386639e+01,-1.577535384762004e+01
9.090909090909091e-01,-1.596717166909344e+01,-1.599793080374028e+01
1.010101010101010e+00,-1.620512963627773e+01,-1.623620745975828e+01
1.111111111111111e+00,-1.645720908137762e+01,-1.648862450609638e+01
1.212121212121212e+00,-1.672203597266878e+01,-1.675380607083730e+01
1.313131313131313e+00,-1.699840137473007e+01,-1.703054159947474e+01
1.363636363636364e+00,-1.714057375436175e+01,-1.717290438563236e+01
1.388888888888889e+00,-1.721260339771740e+01,-1.724503049578551e+01
1.395202020202020e+00,-1.723070662423593e+01,-1.726315796732603e+01
1.398358585858586e+00,-1.723977245787313e+01,-1.727223594251907e+01
1.399147727272727e+00,-1.724204039294700e+01,-1.727450691495955e+01
1.399542297979798e+00,-1.724317458169111e+01,-1.727564262268322e+01
1.399640940656565e+00,-1.722816949134138e+01,-1.727592657267841e+01
1.399739583333333e+00,-1.723015450526406e+01,-1.727621053189765e+01
1.399936868686869e+00,-1.723412474141161e+01,-1.727677847800495e+01
1.400134154040404e+00,-1.723809525525992e+01,-1.727734646099847e+01
1.400232796717172e+00,-1.724008061630857e+01,-1.726316981366988e+01
1.400331439393939e+00,-1.724206604676644e+01,-1.726515787583242e+01
1.400726010101010e+00,-1.725000845250157e+01,-1.727311081935774e+01
1.401515151515151e+00,-1.726589637521852e+01,-1.728901999004822e+01
1.414141414141414e+00,-1.752066142254493e+01,-1.754412623534654e+01
1.515151515151515e+00,-1.959534364491317e+01,-1.962158700749647e+01
1.616161616161616e+00,-2.173106205460893e+01,-2.176016571061792e+01
1.717171717171717e+00,-2.392273891512703e+01,-2.395477780776969e+01
1.818181818181818e+00,-2.616588389682232e+01,-2.620092695556423e+01
1.919191919191919e+00,-2.845651480048314e+01,-2.849462562156895e+01
2.020202020202020e+00,-3.079108927050254e+01,-3.083232670602311e+01
2.121212121212121e+00,-3.316644624938223e+01,-3.321086491793403e+01
2.222222222222222e+00,-3.557975590768341e+01,-3.562740663797071e+01
2.323232323232323e+00,-3.802847685958209e+01,-3.807940707671945e+01
2.424242424242424e+00,-4.051031959324704e+01,-4.056457365608543e+01
2.525252525252525e+00,-4.302321517793883e+01,-4.308083467448219e+01
2.626262626262626e+00,-4.556528843999378e+01,-4.562631244689116e+01
2.727272727272727e+00,-4.813483491974240e+01,-4.819930023091922e+01
2.828282828282828e+00,-5.073030102766567e+01,-5.079824235637898e+01
2.929292929292929e+00,-5.335026691007060e+01,-5.342171706801668e+01
3.030303030303030e+00,-5.599343161298784e+01,-5.606842166954061e+01
3.131313131313131e+00,-5.865860019919690e+01,-5.873715962339234e+01
3.232323232323232e+00,-6.134467252881868e+01,-6.142682931631374e+01
3.333333333333333e+00,-6.405063346031869e+01,-6.413641424722647e+01
3.434343434343434e+00,-6.677554426745465e+01,-6.686497443268490e+01
3.535353535353535e+00,-6.951853509993393e+01,-6.961163885743608e+01
3.636363636363636e+00,-7.227879834239656e+01,-7.237559882450891e+01
3.737373737373737e+00,-7.505558274872710e+01,-7.515610208167011e+01
3.838383838383838e+00,-7.784818824738380e+01,-7.795244761979647e+01
3.939393939393939e+00,-8.065596132905929e+01,-8.076398105435831e+01
4.040404040404041e+00,-8.347829094107449e+01,-8.359009051431492e+01
4.141414141414141e+00,-8.631460482389635e+01,-8.643020297372598e+01
