r,F1,F2,n1,n2,DeltaF
# Parameters:
# xi_f1 = 10.0
# xi_f2 = 15.0
# k = 2.0
# Ek = 0.001
# E0 = 10.0
# DeltaE1 = 18.00
# DeltaE2 = 37.00

20.778278,15.574417,31.782786,1.002004,0.052104,-16.208369
20.825826,15.659975,32.183307,1.002004,0.052104,-16.523332
20.873373,15.746159,32.584101,1.002004,0.056112,-16.837942
20.920921,15.832975,32.992314,1.002004,0.056112,-17.159339
20.968468,15.920429,33.403649,1.002004,0.060120,-17.483219
21.016016,16.008528,33.819737,1.002004,0.060120,-17.811208
21.063564,16.097279,34.241488,1.002004,0.064128,-18.144209
21.111111,16.186687,34.665639,1.002004,0.064128,-18.478953
21.158659,16.276759,35.097674,1.002004,0.068136,-18.820914
21.206206,16.367503,35.530083,1.002004,0.068136,-19.162580
21.253754,16.458924,35.613741,1.002004,1.002004,-19.154817
21.301301,16.551031,35.676139,1.002004,1.002004,-19.125108
21.348849,16.643829,35.738898,1.002004,1.002004,-19.095068
21.396396,16.737327,35.802020,1.002004,1.002004,-19.064693
21.443944,16.831531,35.865509,1.002004,1.002004,-19.033978
21.491491,16.926448,35.929367,1.002004,1.002004,-19.002919
21.539039,17.022086,35.993597,1.002004,1.002004,-18.971511
21.586587,17.118453,36.058202,1.002004,1.002004,-18.939749
21.634134,17.215555,36.123184,1.002004,1.002004,-18.907629
21.681682,17.313402,36.188547,1.002004,1.002004,-18.875145
21.729229,17.412001,36.254293,1.002004,1.002004,-18.842292
21.776777,17.511359,36.320425,1.002004,1.002004,-18.809066
21.824324,17.611485,36.386946,1.002004,1.002004,-18.775461
21.871872,17.712387,36.453859,1.002004,1.002004,-18.741472
21.919419,17.814073,36.521167,1.002004,1.002004,-18.707094
21.966967,17.916552,36.588873,1.002004,1.002004,-18.672322
22.014515,18.019832,36.656981,1.002004,1.002004,-18.637149
22.062062,18.123922,36.725492,1.002004,1.002004,-18.601570
22.109610,18.228832,36.794411,1.002004,1.002004,-18.565580
22.157157,18.334568,36.863741,1.002004,1.002004,-18.529172
22.204705,18.441142,36.933484,1.002004,1.002004,-18.492341
22.252252,18.548562,37.003643,1.002004,1.002004,-18.455081
22.299800,18.656837,37.074223,1.002004,1.002004,-18.417386
22.347347,18.765977,37.145227,1.002004,1.002004,-18.379250
22.394895,18.875992,37.216657,1.002004,1.002004,-18.340665
22.442442,18.986891,37.288518,1.002004,1.002004,-18.301626
22.489990,19.098685,37.360812,1.002004,1.002004,-18.262127
22.537538,19.211383,37.433543,1.002004,1.002004,-18.222160
22.585085,19.324995,37.506714,1.002004,1.002004,-18.181719
22.632633,19.439532,37.580330,1.002004,1.002004,-18.140797
22.680180,19.555005,37.654392,1.002004,1.002004,-18.099387
22.727728,19.671425,37.728907,1.002004,1.002004,-18.057482
22.775275,19.788801,37.803876,1.002004,1.002004,-18.015074
22.822823,19.907146,37.879303,1.002004,1.002004,-17.972157
22.870370,20.026470,37.955192,1.002004,1.002004,-17.928722
22.917918,20.146786,38.031548,1.002004,1.002004,-17.884762
22.965465,20.268103,38.108373,1.002004,1.002004,-17.840270
23.013013,20.390435,38.185672,1.002004,1.002004,-17.795236
23.060561,20.513794,38.263448,1.002004,1.002004,-17.749654
23.108108,20.638190,38.341706,1.002004,1.002004,-17.703515
23.155656,20.763637,38.420449,1.002004,1.002004,-17.656811
23.203203,20.890148,38.499681,1.002004,1.002004,-17.609533
23.250751,21.017735,38.579407,1.002004,1.002004,-17.561672
23.298298,21.146411,38.659630,1.002004,1.002004,-17.513220
23.345846,21.276188,38.740355,1.002004,1.002004,-17.464167
23.393393,21.407082,38.821586,1.002004,1.002004,-17.414505
23.440941,21.539104,38.903328,1.002004,1.002004,-17.364223
23.488488,21.672270,38.985584,1.002004,1.002004,-17.313313
23.536036,21.806593,39.068358,1.002004,1.002004,-17.261766
23.583584,21.942087,39.151656,1.002004,1.002004,-17.209569
23.631131,22.078767,39.235482,1.002004,1.002004,-17.156715
23.678679,22.216647,39.319840,1.002004,1.002004,-17.103193
23.726226,22.355744,39.404735,1.002004,1.002004,-17.048991
23.773774,22.496071,39.490171,1.002004,1.002004,-16.994100
23.821321,22.637644,39.576153,1.002004,1.002004,-16.938509
23.868869,22.780481,39.662686,1.002004,1.002004,-16.882206
23.916416,22.924595,39.749775,1.002004,1.002004,-16.825180
23.963964,23.070004,39.837424,1.002004,1.002004,-16.767420
24.011512,23.216725,39.925639,1.002004,1.002004,-16.708914
24.059059,23.364774,40.014423,1.002004,1.002004,-16.649650
24.106607,23.514168,40.103784,1.002004,1.002004,-16.589616
24.154154,23.664925,40.193724,1.002004,1.002004,-16.528799
24.201702,23.817064,40.284250,1.002004,1.002004,-16.467187
24.249249,23.970601,40.375367,1.002004,1.002004,-16.404766
24.296797,24.125556,40.467080,1.002004,1.002004,-16.341524
24.344344,24.281947,40.559394,1.002004,1.002004,-16.277447
24.391892,24.439793,40.652315,1.002004,1.002004,-16.212522
24.439439,24.599115,40.745848,1.002004,1.002004,-16.146733
24.486987,24.759931,40.839999,1.002004,1.002004,-16.080068
24.534535,24.922262,40.934773,1.002004,1.002004,-16.012511
24.582082,25.086128,41.030176,1.002004,1.002004,-15.944048
24.629630,25.251551,41.126214,1.002004,1.002004,-15.874663
24.677177,25.418551,41.222892,1.002004,1.002004,-15.804341
24.724725,25.587151,41.320217,1.002004,1.002004,-15.733065
24.772272,25.757373,41.418194,1.002004,1.002004,-15.660821
24.819820,25.929238,41.516829,1.002004,1.002004,-15.587591
24.867367,26.102771,41.616129,1.002004,1.002004,-15.513358
24.914915,26.277994,41.716100,1.002004,1.002004,-15.438106
24.962462,26.454931,41.816747,1.002004,1.002004,-15.361816
25.010010,26.633606,41.918078,1.002004,1.002004,-15.284472
25.057558,26.814045,42.020098,1.002004,1.002004,-15.206053
25.105105,26.996272,42.122815,1.002004,1.002004,-15.126543
25.152653,27.180314,42.226234,1.002004,1.002004,-15.045921
25.200200,27.366195,42.330363,1.002004,1.002004,-14.964168
25.247748,27.553944,42.435208,1.002004,1.002004,-14.881264
25.295295,27.743587,42.540776,1.002004,1.002004,-14.797189
25.342843,27.935152,42.647074,1.002004,1.002004,-14.711922
25.390390,28.128667,42.754109,1.002004,1.002004,-14.625441
25.437938,28.324161,42.861887,1.002004,1.002004,-14.537726
25.485485,28.521665,42.970418,1.002004,1.002004,-14.448753
25.533033,28.721206,43.079706,1.002004,1.002004,-14.358500
25.580581,28.922817,43.189761,1.002004,1.002004,-14.266944
25.628128,29.126529,43.300590,1.002004,1.002004,-14.174061
25.675676,29.332373,43.412199,1.002004,1.002004,-14.079826
25.723223,29.540382,43.524597,1.002004,1.002004,-13.984215
25.770771,29.750590,43.637792,1.002004,1.002004,-13.887202
25.818318,29.963029,43.751791,1.002004,1.002004,-13.788762
25.865866,30.177736,43.866603,1.002004,1.002004,-13.688867
25.913413,30.394744,43.982235,1.002004,1.002004,-13.587491
25.960961,30.614091,44.098696,1.002004,1.002004,-13.484605
26.008509,30.835813,44.215995,1.002004,1.002004,-13.380182
26.056056,31.059947,44.334139,1.002004,1.002004,-13.274192
26.103604,31.286533,44.453137,1.002004,1.002004,-13.166605
26.151151,31.515608,44.572998,1.002004,1.002004,-13.057390
26.198699,31.747214,44.693731,1.002004,1.002004,-12.946517
26.246246,31.981392,44.815345,1.002004,1.002004,-12.833953
26.293794,32.218183,44.937848,1.002004,1.002004,-12.719666
26.341341,32.457629,45.061250,1.002004,1.002004,-12.603621
26.388889,32.699776,45.185561,1.002004,1.002004,-12.485785
26.436436,32.944666,45.310789,1.002004,1.002004,-12.366123
26.483984,33.192347,45.436944,1.002004,1.002004,-12.244597
26.531532,33.442864,45.564036,1.002004,1.002004,-12.121172
26.579079,33.696266,45.692075,1.002004,1.002004,-11.995809
26.626627,33.952601,45.821071,1.002004,1.002004,-11.868470
26.674174,34.211920,45.951033,1.002004,1.002004,-11.739114
26.721722,34.474272,46.081973,1.002004,1.002004,-11.607701
26.769269,34.739711,46.213901,1.002004,1.002004,-11.474189
26.816817,35.008291,46.346826,1.002004,1.002004,-11.338535
26.864364,35.280065,46.480760,1.002004,1.002004,-11.200696
26.911912,35.552941,46.615715,1.006012,1.002004,-11.062774
26.959459,35.828063,46.751700,1.006012,1.002004,-10.923637
27.007007,36.106489,46.888727,1.006012,1.002004,-10.782238
27.054555,36.388277,47.026807,1.006012,1.002004,-10.638530
27.102102,36.673489,47.165952,1.006012,1.002004,-10.492464
27.149650,36.962183,47.306174,1.006012,1.002004,-10.343991
27.197197,37.254425,47.447485,1.006012,1.002004,-10.193060
27.244745,37.550277,47.589895,1.006012,1.002004,-10.039618
27.292292,37.847194,47.733419,1.010020,1.002004,-9.886225
27.339840,38.146789,47.878068,1.010020,1.002004,-9.731279
27.387387,38.450123,48.023855,1.010020,1.002004,-9.573732
27.434935,38.757265,48.170792,1.010020,1.002004,-9.413527
27.482482,39.068286,48.318893,1.010020,1.002004,-9.250608
27.530030,39.383258,48.468171,1.010020,1.002004,-9.084913
27.577578,39.702255,48.618639,1.010020,1.002004,-8.916384
27.625125,40.022900,48.770311,1.014028,1.002004,-8.747411
27.672673,40.346029,48.923200,1.014028,1.002004,-8.577171
27.720220,40.673332,49.077321,1.014028,1.002004,-8.403989
27.767768,41.004888,49.232688,1.014028,1.002004,-8.227800
27.815315,41.340779,49.389316,1.014028,1.002004,-8.048536
27.862863,41.681089,49.547218,1.014028,1.002004,-7.866129
27.910410,42.025189,49.706410,1.018036,1.002004,-7.681221
27.957958,42.369999,49.866907,1.018036,1.002004,-7.496908
28.005506,42.719394,50.028725,1.018036,1.002004,-7.309331
28.053053,43.073465,50.191879,1.018036,1.002004,-7.118414
28.100601,43.432305,50.356385,1.018036,1.002004,-6.924080
28.148148,43.796009,50.522259,1.018036,1.002004,-6.726250
28.195696,44.163312,50.689518,1.022044,1.002004,-6.526206
28.243243,44.531930,50.858178,1.022044,1.002004,-6.326248
28.290791,44.905600,51.028256,1.022044,1.002004,-6.122656
28.338338,45.284427,51.199769,1.022044,1.002004,-5.915343
28.385886,45.668515,51.372736,1.022044,1.002004,-5.704221
28.433433,46.057974,51.547173,1.022044,1.002004,-5.489199
28.480981,46.448174,51.723099,1.026052,1.002004,-5.274925
28.528529,46.843014,51.900532,1.026052,1.002004,-5.057518
28.576076,47.243439,52.079491,1.026052,1.002004,-4.836052
28.623624,47.649566,52.259995,1.026052,1.002004,-4.610428
28.671171,48.061518,52.442063,1.026052,1.002004,-4.380545
28.718719,48.474396,52.625714,1.030060,1.002004,-4.151319
28.766266,48.892145,52.810970,1.030060,1.002004,-3.918825
28.813814,49.315956,52.997849,1.030060,1.002004,-3.681893
28.861361,49.745961,53.186374,1.030060,1.002004,-3.440413
28.908909,50.181399,53.376564,1.034068,1.002004,-3.195165
28.956456,50.617540,53.568441,1.034068,1.002004,-2.950901
29.004004,51.060133,53.762027,1.034068,1.002004,-2.701895
29.051552,51.509319,53.957344,1.034068,1.002004,-2.448025
29.099099,51.965247,54.154415,1.034068,1.002004,-2.189168
29.146647,52.422759,54.353262,1.038076,1.002004,-1.930503
29.194194,52.885322,54.553909,1.038076,1.002004,-1.668587
29.241742,53.354914,54.756379,1.038076,1.002004,-1.401465
29.289289,53.831694,54.960697,1.038076,1.002004,-1.129002
29.336837,54.311193,55.166887,1.042084,1.002004,-0.855694
29.384384,54.795016,55.374974,1.042084,1.002004,-0.579958
29.431932,55.286341,55.584983,1.042084,1.002004,-0.298642
29.479479,55.785342,55.796941,1.042084,1.002004,-0.011599
29.527027,56.286513,56.010874,1.046092,1.002004,0.275639
29.574575,56.792999,56.226809,1.046092,1.002004,0.566189
29.622122,57.307501,56.444773,1.046092,1.002004,0.862728
29.669670,57.830211,56.664794,1.046092,1.002004,1.165417
29.717217,58.352709,56.886900,1.050100,1.002004,1.465808
29.764765,58.883383,57.111121,1.050100,1.002004,1.772262
29.812312,59.422636,57.337485,1.050100,1.002004,2.085151
29.859860,59.966566,57.566023,1.054108,1.002004,2.400543
29.907407,60.514119,57.796765,1.054108,1.002004,2.717353
29.954955,61.070646,58.029743,1.054108,1.002004,3.040903
30.002503,61.635722,58.264988,1.058116,1.002004,3.370734
30.050050,62.200902,58.502532,1.058116,1.002004,3.698370
30.097598,62.775475,58.742408,1.058116,1.002004,4.033066
30.145145,63.359674,58.984651,1.058116,1.002004,4.375023
30.192693,63.944990,59.228210,1.062124,1.006012,4.716780
30.240240,64.538427,59.473736,1.062124,1.006012,5.064691
30.287788,65.141949,59.721708,1.062124,1.006012,5.420241
30.335335,65.747714,59.972161,1.066132,1.006012,5.775553
30.382883,66.360882,60.225131,1.066132,1.006012,6.135751
30.430430,66.984622,60.480656,1.066132,1.006012,6.503965
30.477978,67.610479,60.738775,1.070140,1.006012,6.871704
30.525526,68.244299,60.999525,1.070140,1.006012,7.244775
30.573073,68.509103,61.262945,1.975952,1.006012,7.246158
30.620621,68.606039,61.529078,1.975952,1.006012,7.076961
30.668168,68.703496,61.797962,1.975952,1.006012,6.905534
30.715716,68.801480,62.069641,1.975952,1.006012,6.731839
30.763263,68.899993,62.344157,1.975952,1.006012,6.555836
30.810811,68.999041,62.621553,1.975952,1.006012,6.377487
30.858358,69.098626,62.901271,1.975952,1.010020,6.197356
30.905906,69.198753,63.182630,1.975952,1.010020,6.016124
30.953453,69.299427,63.466973,1.975952,1.010020,5.832454
31.001001,69.400650,63.754346,1.975952,1.010020,5.646304
31.048549,69.502428,64.044798,1.975952,1.010020,5.457631
31.096096,69.604765,64.338376,1.975952,1.010020,5.266389
31.143644,69.707664,64.635131,1.975952,1.010020,5.072533
31.191191,69.811130,64.935113,1.975952,1.010020,4.876017
31.238739,69.915168,65.238375,1.975952,1.010020,4.676793
31.286286,70.019444,65.544968,1.979960,1.010020,4.474476
31.333834,70.124176,65.854947,1.979960,1.010020,4.269228
31.381381,70.229487,66.168368,1.979960,1.010020,4.061119
31.428929,70.335384,66.484087,1.979960,1.014028,3.851297
31.476476,70.441870,66.802207,1.979960,1.014028,3.639663
31.524024,70.548950,67.123899,1.979960,1.014028,3.425051
31.571572,70.656628,67.449222,1.979960,1.014028,3.207406
31.619119,70.764910,67.778237,1.979960,1.014028,2.986672
31.666667,70.873799,68.111007,1.979960,1.014028,2.762793
31.714214,70.983301,68.447594,1.979960,1.014028,2.535708
31.761762,71.093421,68.788063,1.979960,1.014028,2.305358
31.809309,71.204163,69.132481,1.979960,1.014028,2.071682
31.856857,71.315533,69.480915,1.979960,1.014028,1.834617
31.904404,71.427534,69.831879,1.979960,1.018036,1.595655
31.951952,71.540173,70.185764,1.979960,1.018036,1.354408
31.999499,71.653454,70.543827,1.979960,1.018036,1.109627
32.047047,71.767382,70.906139,1.979960,1.018036,0.861243
32.094595,71.881964,71.272777,1.979960,1.018036,0.609187
32.142142,71.997203,71.643815,1.979960,1.018036,0.353387
32.189690,72.113105,72.019334,1.979960,1.018036,0.093771
32.237237,72.229676,72.399412,1.979960,1.018036,-0.169737
32.284785,72.346920,72.589561,1.979960,1.991984,-0.242640
32.332332,72.464844,72.705463,1.979960,1.991984,-0.240619
32.379880,72.583453,72.822032,1.979960,1.991984,-0.238579
32.427427,72.702753,72.939271,1.979960,1.991984,-0.236518
32.474975,72.822748,73.057187,1.979960,1.991984,-0.234438
32.522523,72.943446,73.175784,1.979960,1.991984,-0.232338
32.570070,73.064851,73.295069,1.979960,1.991984,-0.230218
32.617618,73.186970,73.415047,1.979960,1.991984,-0.228077
32.665165,73.309808,73.535723,1.979960,1.991984,-0.225915
32.712713,73.433372,73.657104,1.979960,1.991984,-0.223732
32.760260,73.557667,73.779195,1.979960,1.991984,-0.221528
32.807808,73.682700,73.902002,1.979960,1.991984,-0.219303
32.855355,73.808476,74.025531,1.979960,1.991984,-0.217055
32.902903,73.935003,74.149788,1.979960,1.991984,-0.214785
32.950450,74.062286,74.274779,1.979960,1.991984,-0.212493
32.997998,74.190331,74.400510,1.979960,1.991984,-0.210179
33.045546,74.319146,74.526987,1.979960,1.991984,-0.207841
33.093093,74.448737,74.654217,1.979960,1.991984,-0.205481
33.140641,74.579109,74.782206,1.979960,1.991984,-0.203096
33.188188,74.710271,74.910960,1.979960,1.991984,-0.200688
33.235736,74.842229,75.040486,1.979960,1.991984,-0.198257
33.283283,74.974783,75.170790,1.983968,1.991984,-0.196007
33.330831,75.107668,75.301879,1.983968,1.991984,-0.194211
33.378378,75.241362,75.433760,1.983968,1.991984,-0.192398
33.425926,75.375873,75.566439,1.983968,1.991984,-0.190566
33.473473,75.511208,75.699924,1.983968,1.991984,-0.188715
33.521021,75.647374,75.834221,1.983968,1.991984,-0.186846
33.568569,75.784379,75.969337,1.983968,1.991984,-0.184958
33.616116,75.922228,76.105279,1.983968,1.991984,-0.183051
33.663664,76.060931,76.242056,1.983968,1.991984,-0.181124
33.711211,76.200495,76.379673,1.983968,1.991984,-0.179178
33.758759,76.340926,76.518138,1.983968,1.991984,-0.177212
33.806306,76.482233,76.657459,1.983968,1.991984,-0.175225
33.853854,76.624424,76.797643,1.983968,1.991984,-0.173218
33.901401,76.767507,76.938698,1.983968,1.991984,-0.171191
33.948949,76.911489,77.080631,1.983968,1.991984,-0.169142
33.996496,77.056378,77.223451,1.983968,1.991984,-0.167073
34.044044,77.202184,77.367165,1.983968,1.991984,-0.164981
34.091592,77.348913,77.511781,1.983968,1.991984,-0.162868
34.139139,77.496574,77.657308,1.983968,1.991984,-0.160733
34.186687,77.645177,77.803753,1.983968,1.991984,-0.158576
34.234234,77.794729,77.950902,1.983968,1.995992,-0.156173
34.281782,77.945239,78.098668,1.983968,1.995992,-0.153429
34.329329,78.096716,78.247372,1.983968,1.995992,-0.150656
34.376877,78.249169,78.397022,1.983968,1.995992,-0.147853
34.424424,78.402607,78.547628,1.983968,1.995992,-0.145021
34.471972,78.557038,78.699197,1.983968,1.995992,-0.142158
34.519520,78.712473,78.851739,1.983968,1.995992,-0.139266
34.567067,78.868921,79.005263,1.983968,1.995992,-0.136342
34.614615,79.026390,79.159777,1.983968,1.995992,-0.133387
34.662162,79.184891,79.315291,1.983968,1.995992,-0.130400
34.709710,79.344425,79.471815,1.987976,1.995992,-0.127390
34.757257,79.504091,79.629357,1.987976,1.995992,-0.125266
34.804805,79.664809,79.787928,1.987976,1.995992,-0.123118
34.852352,79.826588,79.947536,1.987976,1.995992,-0.120948
34.899900,79.989438,80.108192,1.987976,1.995992,-0.118753
34.947447,80.153369,80.269905,1.987976,1.995992,-0.116535
34.994995,80.318392,80.432685,1.987976,1.995992,-0.114293
35.042543,80.484517,80.596543,1.987976,1.995992,-0.112026
35.090090,80.651755,80.761490,1.987976,1.995992,-0.109734
35.137638,80.820117,80.927534,1.987976,1.995992,-0.107417
35.185185,80.989612,81.094687,1.987976,1.995992,-0.105075
35.232733,81.160253,81.262960,1.987976,1.995992,-0.102706
35.280280,81.332051,81.432363,1.987976,1.995992,-0.100312
35.327828,81.505016,81.602907,1.987976,1.995992,-0.097890
35.375375,81.679161,81.774603,1.987976,1.995992,-0.095442
35.422923,81.854497,81.947463,1.987976,1.995992,-0.092966
35.470470,82.031036,82.121498,1.987976,1.995992,-0.090463
35.518018,82.208789,82.296720,1.987976,1.995992,-0.087931
35.565566,82.387769,82.473140,1.987976,1.995992,-0.085371
35.613113,82.567988,82.650770,1.987976,1.995992,-0.082782
35.660661,82.749458,82.829622,1.987976,1.995992,-0.080164
35.708208,82.932193,83.009708,1.987976,1.995992,-0.077515
35.755756,83.116204,83.191041,1.987976,1.995992,-0.074837
35.803303,83.301505,83.373633,1.987976,1.995992,-0.072128
35.850851,83.487261,83.557496,1.991984,1.995992,-0.070235
35.898398,83.673984,83.742645,1.991984,1.995992,-0.068661
35.945946,83.862022,83.929090,1.991984,1.995992,-0.067068
35.993493,84.051390,84.116091,1.991984,2.000000,-0.064701
36.041041,84.242101,84.304367,1.991984,2.000000,-0.062266
36.088589,84.434168,84.493970,1.991984,2.000000,-0.059803
36.136136,84.627605,84.684916,1.991984,2.000000,-0.057311
36.183684,84.822428,84.877217,1.991984,2.000000,-0.054789
36.231231,85.018649,85.070888,1.991984,2.000000,-0.052239
36.278779,85.216285,85.265943,1.991984,2.000000,-0.049658
36.326326,85.415349,85.462396,1.991984,2.000000,-0.047047
36.373874,85.615857,85.660262,1.991984,2.000000,-0.044405
36.421421,85.817824,85.859556,1.991984,2.000000,-0.041732
36.468969,86.021265,86.060292,1.991984,2.000000,-0.039027
36.516517,86.226197,86.262486,1.991984,2.000000,-0.036289
36.564064,86.432634,86.466153,1.991984,2.000000,-0.033519
36.611612,86.640593,86.671309,1.991984,2.000000,-0.030716
36.659159,86.850091,86.877970,1.991984,2.000000,-0.027879
36.706707,87.061143,87.086151,1.991984,2.000000,-0.025008
36.754254,87.272411,87.295870,1.995992,2.000000,-0.023459
36.801802,87.485144,87.507142,1.995992,2.000000,-0.021998
36.849349,87.699466,87.719985,1.995992,2.000000,-0.020518
36.896897,87.915394,87.934415,1.995992,2.000000,-0.019021
36.944444,88.132944,88.150450,1.995992,2.000000,-0.017506
36.991992,88.352135,88.368107,1.995992,2.000000,-0.015971
37.039540,88.572985,88.587404,1.995992,2.000000,-0.014418
37.087087,88.795513,88.808359,1.995992,2.000000,-0.012846
37.134635,89.019736,89.030990,1.995992,2.000000,-0.011254
37.182182,89.245674,89.255317,1.995992,2.000000,-0.009643
37.229730,89.473346,89.481357,1.995992,2.000000,-0.008011
37.277277,89.702771,89.709131,1.995992,2.000000,-0.006359
37.324825,89.933970,89.938656,1.995992,2.000000,-0.004686
37.372372,90.166962,90.169954,1.995992,2.000000,-0.002992
37.419920,90.401767,90.403044,1.995992,2.000000,-0.001277
37.467467,90.637947,90.637947,2.000000,2.000000,0.000000
37.515015,90.874683,90.874683,2.000000,2.000000,0.000000
37.562563,91.113273,91.113273,2.000000,2.000000,0.000000
37.610110,91.353738,91.353738,2.000000,2.000000,0.000000
37.657658,91.596100,91.596100,2.000000,2.000000,0.000000
37.705205,91.840382,91.840382,2.000000,2.000000,0.000000
37.752753,92.086604,92.086604,2.000000,2.000000,0.000000
37.800300,92.334790,92.334790,2.000000,2.000000,0.000000
37.847848,92.584964,92.584964,2.000000,2.000000,0.000000
37.895395,92.837147,92.837147,2.000000,2.000000,0.000000
37.942943,93.091364,93.091364,2.000000,2.000000,0.000000
37.990490,93.347639,93.347639,2.000000,2.000000,0.000000
38.038038,93.605997,93.605997,2.000000,2.000000,0.000000
38.085586,93.866462,93.866462,2.000000,2.000000,0.000000
38.133133,94.129059,94.129059,2.000000,2.000000,0.000000
38.180681,94.393815,94.393815,2.000000,2.000000,0.000000
38.228228,94.660755,94.660755,2.000000,2.000000,0.000000
38.275776,94.929906,94.929906,2.000000,2.000000,0.000000
38.323323,95.201294,95.201294,2.000000,2.000000,0.000000
38.370871,95.474948,95.474948,2.000000,2.000000,0.000000
38.418418,95.750895,95.750895,2.000000,2.000000,0.000000
38.465966,96.029163,96.029163,2.000000,2.000000,0.000000
38.513514,96.309780,96.309780,2.000000,2.000000,0.000000
38.561061,96.592778,96.592778,2.000000,2.000000,0.000000
38.608609,96.878184,96.878184,2.000000,2.000000,0.000000
38.656156,97.166029,97.166029,2.000000,2.000000,0.000000
38.703704,97.456344,97.456344,2.000000,2.000000,0.000000
38.751251,97.749161,97.749161,2.000000,2.000000,0.000000
38.798799,98.044510,98.044510,2.000000,2.000000,0.000000
38.846346,98.342425,98.342425,2.000000,2.000000,0.000000
38.893894,98.642937,98.642937,2.000000,2.000000,0.000000
38.941441,98.946081,98.946081,2.000000,2.000000,0.000000
38.988989,99.251891,99.251891,2.000000,2.000000,0.000000
39.036537,99.560401,99.560401,2.000000,2.000000,0.000000
39.084084,99.871647,99.871647,2.000000,2.000000,0.000000
39.131632,100.185664,100.185664,2.000000,2.000000,0.000000
39.179179,100.502488,100.502488,2.000000,2.000000,0.000000
39.226727,100.822157,100.822157,2.000000,2.000000,0.000000
39.274274,101.144709,101.144709,2.000000,2.000000,0.000000
39.321822,101.470182,101.470182,2.000000,2.000000,0.000000
39.369369,101.798615,101.798615,2.000000,2.000000,0.000000
39.416917,102.130048,102.130048,2.000000,2.000000,0.000000
39.464464,102.464521,102.464521,2.000000,2.000000,0.000000
39.512012,102.802076,102.802076,2.000000,2.000000,0.000000
39.559560,103.142755,103.142755,2.000000,2.000000,0.000000
39.607107,103.486600,103.486600,2.000000,2.000000,0.000000
39.654655,103.833656,103.833656,2.000000,2.000000,0.000000
39.702202,104.183966,104.183966,2.000000,2.000000,0.000000
39.749750,104.537576,104.537576,2.000000,2.000000,0.000000
39.797297,104.894532,104.894532,2.000000,2.000000,0.000000
39.844845,105.254880,105.254880,2.000000,2.000000,0.000000
39.892392,105.618670,105.618670,2.000000,2.000000,0.000000
39.939940,105.985948,105.985948,2.000000,2.000000,0.000000
39.987487,106.356765,106.356765,2.000000,2.000000,0.000000
40.035035,106.731172,106.731172,2.000000,2.000000,0.000000
40.082583,107.109220,107.109220,2.000000,2.000000,0.000000
40.130130,107.490962,107.490962,2.000000,2.000000,0.000000
40.177678,107.876450,107.876450,2.000000,2.000000,0.000000
40.225225,108.265741,108.265741,2.000000,2.000000,0.000000
40.272773,108.658888,108.658888,2.000000,2.000000,0.000000
40.320320,109.055950,109.055950,2.000000,2.000000,0.000000
40.367868,109.456985,109.456985,2.000000,2.000000,0.000000
40.415415,109.862050,109.862050,2.000000,2.000000,0.000000
40.462963,110.271206,110.271206,2.000000,2.000000,0.000000
40.510511,110.684516,110.684516,2.000000,2.000000,0.000000
40.558058,111.102040,111.102040,2.000000,2.000000,0.000000
40.605606,111.523845,111.523845,2.000000,2.000000,0.000000
40.653153,111.949993,111.949993,2.000000,2.000000,0.000000
40.700701,112.380553,112.380553,2.000000,2.000000,0.000000
40.748248,112.815592,112.815592,2.000000,2.000000,0.000000
40.795796,113.255179,113.255179,2.000000,2.000000,0.000000
40.843343,113.699386,113.699386,2.000000,2.000000,0.000000
40.890891,114.148283,114.148283,2.000000,2.000000,0.000000
40.938438,114.601946,114.601946,2.000000,2.000000,0.000000
40.985986,115.060450,115.060450,2.000000,2.000000,0.000000
41.033534,115.523871,115.523871,2.000000,2.000000,0.000000
41.081081,115.992288,115.992288,2.000000,2.000000,0.000000
41.128629,116.465782,116.465782,2.000000,2.000000,0.000000
41.176176,116.944433,116.944433,2.000000,2.000000,0.000000
41.223724,117.428327,117.428327,2.000000,2.000000,0.000000
41.271271,117.917548,117.917548,2.000000,2.000000,0.000000
41.318819,118.412184,118.412184,2.000000,2.000000,0.000000
41.366366,118.912325,118.912325,2.000000,2.000000,0.000000
41.413914,119.418061,119.418061,2.000000,2.000000,0.000000
41.461461,119.929487,119.929487,2.000000,2.000000,0.000000
41.509009,120.446697,120.446697,2.000000,2.000000,0.000000
41.556557,120.969790,120.969790,2.000000,2.000000,0.000000
41.604104,121.498864,121.498864,2.000000,2.000000,0.000000
41.651652,122.034023,122.034023,2.000000,2.000000,0.000000
41.699199,122.575371,122.575371,2.000000,2.000000,0.000000
41.746747,123.123015,123.123015,2.000000,2.000000,0.000000
41.794294,123.677063,123.677063,2.000000,2.000000,0.000000
41.841842,124.237629,124.237629,2.000000,2.000000,0.000000
41.889389,124.804825,124.804825,2.000000,2.000000,0.000000
41.936937,125.378771,125.378771,2.000000,2.000000,0.000000
41.984484,125.959585,125.959585,2.000000,2.000000,0.000000
42.032032,126.547391,126.547391,2.000000,2.000000,0.000000
42.079580,127.142314,127.142314,2.000000,2.000000,0.000000
42.127127,127.744483,127.744483,2.000000,2.000000,0.000000
42.174675,128.354031,128.354031,2.000000,2.000000,0.000000
42.222222,128.971092,128.971092,2.000000,2.000000,0.000000
42.269770,129.595805,129.595805,2.000000,2.000000,0.000000
